PLAYER;TEAM;Games;Season;C3R;C3R_A;E3R;E3R_A;Ce3R;Ce3R_A;Ce3L;Ce3L_A;E3L;E3L_A;C3L;C3L_A;MBR;MBR_A;MER;MER_A;MEL;MEL_A;MBL;MBL_A;PR;PR_A;PC;PC_A;PL;PL_A
NEMANJA GORDIC;BUD       ;25;19;0;0;6;18;3;17;6;18;6;15;0;0;6;13;8;27;5;14;3;10;9;14;16;33;4;10
JAYSON GRANGER;BAS       ;12;19;1;2;2;5;2;6;6;11;5;14;0;1;1;3;1;4;1;4;2;3;3;7;2;7;3;11
ERICK GREEN;ULK       ;17;19;3;5;2;6;1;3;0;1;3;10;2;2;5;7;4;7;4;7;4;7;3;5;1;2;1;1
GARLON GREEN;KHI       ;11;19;1;1;2;10;0;0;1;1;1;6;0;1;2;3;0;5;0;1;1;4;5;6;0;4;5;8
MARIUS GRIGONIS;ZAL       ;24;19;4;8;4;12;5;9;3;7;8;14;2;3;0;0;3;7;4;9;0;4;9;14;9;25;9;14
PETR GUBANOV;KHI       ;7;19;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;1;3;0;1;0;0;0;0
ARTURAS GUDAITIS;MIL       ;21;19;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;2;4;0;1;28;41;29;40;19;29
MARKO GUDURIC;ULK       ;24;19;6;7;10;21;3;7;1;9;11;16;4;5;4;5;4;6;3;7;2;3;14;18;2;8;14;22
SINAN GULER;ULK       ;7;19;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;2;1;2;0;0;1;2;1;1;2;3
DANIEL HACKETT;CSK       ;23;19;5;8;5;12;0;4;3;5;3;5;1;2;5;8;4;10;3;13;1;1;8;17;7;10;0;4
ADAM HANGA;BAR       ;20;19;1;2;4;12;1;4;0;6;1;15;1;2;1;6;0;6;3;8;4;5;9;15;18;25;15;22
CLEVIN HANNAH;CAN       ;13;19;0;1;6;18;4;10;1;3;4;13;0;1;4;14;6;9;6;9;0;1;7;12;2;5;4;6
THOMAS HEURTEL;BAR       ;25;19;0;1;6;15;4;12;7;11;11;18;0;1;9;20;13;28;9;22;3;15;14;21;16;26;13;22
CORY HIGGINS;CSK       ;21;19;5;7;16;23;3;7;3;9;4;12;3;4;12;23;15;26;6;18;1;9;11;24;15;20;15;28
DARRUN HILLIARD;BAS       ;25;19;3;6;13;35;2;9;3;11;5;16;1;2;1;7;2;5;0;3;1;2;22;31;16;28;10;22
KYLE HINES;CSK       ;25;19;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;4;6;12;0;3;32;50;22;30;9;15
BRAYDON HOBBS;MUN       ;14;19;0;0;5;10;3;5;1;4;9;17;1;1;0;0;0;0;0;4;0;1;0;0;0;0;0;1
MARCELINHO HUERTAS;BAS       ;22;19;0;1;4;10;3;6;4;7;6;11;0;1;8;13;8;18;2;12;4;7;11;15;11;16;8;13
OTHELLO HUNTER;CSK       ;25;19;0;0;0;0;0;0;0;0;0;0;0;0;2;8;3;5;3;8;1;7;32;47;35;51;19;30
ALEKSA ILIC;BUD       ;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;4;3;6;0;1
NIKOLA IVANOVIC;BUD       ;8;19;0;0;2;9;3;9;3;7;1;2;0;0;0;1;3;6;2;2;0;0;0;2;5;10;0;2
EDWIN JACKSON;BUD       ;25;19;0;1;20;43;10;20;5;17;10;20;0;0;4;8;12;25;8;15;4;9;9;11;7;21;2;5
MIKE JAMES;MIL       ;25;19;3;10;16;58;9;30;5;23;22;46;4;10;10;22;5;21;14;33;4;14;14;36;24;43;26;41
PAULIUS JANKUNAS;ZAL       ;17;19;0;1;0;2;0;0;0;0;1;1;0;0;6;13;8;11;4;9;5;13;1;3;4;8;7;11
MATT JANNING;BAS       ;25;19;1;3;19;57;10;26;14;28;14;42;1;1;2;8;6;8;3;7;2;6;10;15;3;10;6;7
CORY JEFFERSON;CAN       ;2;19;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;2;2;0;2;1;2
CHARLES JENKINS;KHI       ;25;19;6;14;9;22;1;3;0;2;13;20;2;8;4;7;5;7;1;4;1;5;9;13;6;10;7;9
CURTIS JERRELLS;MIL       ;25;19;0;2;15;35;1;13;5;12;8;19;1;2;1;1;3;6;3;10;1;6;6;12;3;5;10;16
ROKAS JOKUBAITIS;ZAL       ;9;19;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;2;2;4;0;2;5;6
JALEN JONES;BAS       ;6;19;0;0;0;1;1;4;0;2;0;2;0;0;0;0;0;2;0;0;0;0;1;2;5;9;2;5
STEFAN JOVIC;MUN       ;18;19;0;1;3;8;6;9;5;9;2;14;0;0;1;3;3;9;6;13;1;6;26;33;9;16;2;6
GEORGIOS KALAITZAKIS;PAN       ;1;19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NIKOLA KALINIC;ULK       ;25;19;4;8;10;21;1;5;5;11;5;13;2;7;3;5;6;12;3;10;3;6;22;33;10;22;11;15
DEANDRE KANE;TEL       ;23;19;0;0;9;26;3;10;3;10;5;16;2;4;5;11;7;13;5;13;0;4;19;28;12;28;8;10
ANTANAS KAVALIAUSKAS;ZAL       ;14;19;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;5;6;1;2;7;7;10;16;5;10
ALEXANDER KHOMENKO;CSK       ;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
STANTON KIDD;DAR       ;25;19;1;6;10;29;2;10;2;9;3;13;1;7;6;10;3;6;7;8;3;13;13;26;8;15;5;9
SEAN KILPATRICK;PAN       ;7;19;0;1;2;11;1;2;0;3;2;6;0;1;2;6;3;8;3;5;2;2;11;16;5;8;1;3
ALEX KING;MUN       ;6;19;0;0;1;2;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0
JOVAN KLJAJIC;CAN       ;1;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
PETTERI KOPONEN;MUN       ;25;19;1;2;13;28;5;17;5;15;10;21;1;4;5;10;10;17;7;10;11;15;2;5;4;5;2;4
EMIRCAN KOSUT;DAR       ;10;19;0;0;0;1;0;1;0;0;0;0;0;1;2;3;3;8;1;4;0;0;9;9;0;2;1;2
MIKHAIL KULAGIN;CSK       ;7;19;0;0;0;1;0;3;3;6;1;2;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;1
NIKITA KURBANOV;CSK       ;20;19;4;5;6;13;0;0;1;1;3;9;1;2;0;2;0;1;2;4;0;0;12;15;7;9;3;7
KYLE KURIC;BAR       ;25;19;2;4;17;42;2;14;9;17;9;22;1;3;3;10;5;7;5;13;3;7;9;12;4;9;1;3
OGNJEN KUZMIC;MAD       ;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;2;0;1;0;0
MINDAUGAS KUZMINSKAS;MIL       ;25;19;3;4;3;10;6;11;2;8;8;16;4;6;1;4;2;3;3;6;0;0;13;27;20;37;10;20
KEITH LANGFORD;PAN       ;17;19;0;1;8;16;3;7;2;8;4;10;0;0;10;19;5;14;13;24;5;16;3;6;4;6;9;14
SHANE LARKIN;IST       ;23;19;1;4;10;21;6;14;2;9;6;13;1;2;4;11;5;10;3;10;4;11;15;18;4;6;12;20
STEPHANE LASME;PAN       ;17;19;0;0;0;0;2;2;0;0;0;0;0;0;3;7;8;20;3;10;4;6;2;2;9;13;4;6
JOFFREY LAUVERGNE;ULK       ;22;19;1;3;1;1;1;2;0;2;3;8;0;3;1;2;1;6;1;5;0;0;21;30;40;63;11;19
ZACH LEDAY;OLY       ;23;19;0;1;2;4;2;6;3;8;3;5;0;1;8;13;1;8;4;14;2;5;17;22;28;40;14;25
LUKAS LEKAVICIUS;PAN       ;22;19;0;0;4;8;1;7;0;1;6;16;2;4;1;3;3;8;9;20;3;6;2;4;1;3;7;9
NIMROD LEVI;TEL       ;1;19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
SERGIO LLULL;MAD       ;21;19;0;3;10;35;6;24;10;21;12;33;5;7;5;19;5;11;2;7;0;4;7;10;5;6;6;8
MAODO LO;MUN       ;24;19;1;2;6;14;5;15;4;13;4;10;0;2;2;5;4;7;2;6;1;4;20;29;5;15;7;16
MATT LOJESKI;PAN       ;18;19;1;1;4;12;0;4;1;5;4;11;2;3;3;8;5;7;5;9;2;4;7;11;9;15;11;11
VLADIMIR LUCIC;MUN       ;24;19;6;12;11;25;2;6;1;4;2;8;1;5;6;10;4;7;6;8;5;14;18;29;10;14;15;19
JOSH MAGETTE;CAN       ;6;19;0;0;1;4;0;2;0;1;2;6;0;0;0;1;0;1;0;3;0;0;0;1;0;4;1;5
MELIH MAHMUTOGLU;ULK       ;19;19;1;3;7;17;3;7;3;4;5;8;1;6;1;4;1;1;1;2;2;4;7;9;2;2;6;8
VANGELIS MANTZARIS;OLY       ;15;19;0;2;1;5;0;2;1;5;3;10;0;0;0;1;1;2;0;0;0;0;3;5;0;0;0;0
STEFAN MARKOVIC;KHI       ;24;19;2;2;7;21;2;8;3;7;10;25;3;6;0;4;3;7;1;6;1;1;12;16;2;4;1;3
RAY MCCALLUM;DAR       ;16;19;0;4;2;8;1;2;0;5;6;11;1;5;4;10;1;13;6;24;9;18;12;22;9;11;10;22
NICOLO MELLI;ULK       ;25;19;6;7;5;13;3;10;5;8;8;22;1;5;5;16;6;15;1;7;2;5;13;20;4;12;7;9
VASILIJE MICIC;IST       ;25;19;1;7;6;28;10;27;9;14;15;34;3;5;4;10;15;23;4;14;2;3;25;39;4;7;12;23
JORDAN MICKEY;KHI       ;24;19;1;2;5;13;1;9;4;9;4;12;0;2;2;13;6;19;5;16;1;11;27;37;52;75;23;36
VLADIMIR MICOV;MIL       ;25;19;4;13;13;29;3;9;7;18;13;38;8;14;10;19;11;21;2;15;8;23;20;36;15;22;11;16
ARTURAS MILAKNIS;ZAL       ;25;19;3;6;8;22;5;11;9;17;17;41;1;5;0;1;1;3;1;4;1;5;3;6;3;9;4;9
NIKOLA MILUTINOV;OLY       ;23;19;0;0;1;1;0;0;0;0;0;0;0;0;1;2;4;11;6;19;2;5;27;34;38;54;17;20
KONSTANTINOS MITOGLOU;PAN       ;21;19;0;0;1;9;0;4;1;2;3;9;0;1;1;3;6;8;3;4;2;7;9;10;15;23;7;11
ADRIEN MOERMAN;IST       ;25;19;6;14;8;19;2;13;5;11;7;14;5;9;9;16;12;19;6;19;5;11;25;35;14;24;19;24
SERGEY MONIA;KHI       ;18;19;1;2;3;15;7;9;4;7;5;11;0;2;1;1;0;0;0;3;0;2;1;1;1;5;2;2
BROCK MOTUM;IST       ;25;19;0;0;9;16;1;9;3;3;6;10;0;4;1;2;4;6;0;4;3;8;9;14;12;22;15;25
ALI MUHAMMED;ULK       ;23;19;2;5;10;18;9;19;7;16;9;19;3;4;2;6;5;10;7;12;1;3;10;11;4;9;4;6
NEMANJA NEDOVIC;MIL       ;10;19;1;1;3;9;3;7;3;6;13;22;0;2;1;4;1;6;5;8;1;3;4;6;6;9;1;4
DANILO NIKOLIC;BUD       ;21;19;1;1;6;15;2;9;0;4;8;17;1;1;2;5;0;1;1;2;1;3;4;8;10;13;3;5
ZORAN NIKOLIC;BUD       ;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;3;0;0
JAMES NUNNALLY;MIL       ;5;19;0;1;1;3;2;3;1;4;2;3;0;1;1;2;1;3;1;2;1;1;4;7;5;7;4;6
JOHNNY O'BRYANT;TEL       ;25;19;2;4;11;34;3;10;5;15;8;30;1;2;9;20;7;20;4;21;7;29;10;17;14;22;18;27
MARVIN OGUNSIPE;MUN       ;6;19;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;3;2;3;0;0
ALBERT OLIVER;CAN       ;22;19;0;0;4;13;3;8;1;7;6;15;0;0;3;10;1;10;2;6;1;4;5;15;6;9;0;2
ALEN OMIC;BUD       ;22;19;0;0;1;1;0;1;0;0;0;0;0;0;0;7;4;8;2;7;1;5;14;22;37;56;12;15
PIERRE ORIOLA;BAR       ;25;19;2;2;2;8;1;6;1;3;4;8;1;3;4;10;1;4;2;5;6;9;17;27;12;20;4;7
DOGUS OZDEMIROGLU;DAR       ;22;19;0;0;2;5;1;2;1;3;2;13;2;6;2;4;1;2;1;4;0;1;8;12;1;2;2;2
KARTAL OZMIZRAK;DAR       ;19;19;2;5;3;8;4;7;1;5;5;15;0;4;1;4;3;8;2;7;3;8;5;6;1;2;3;6
KEVIN PANGOS;BAR       ;25;19;0;2;2;15;4;14;8;26;5;17;0;1;1;3;7;18;7;16;2;9;12;19;6;13;4;9
GEORGIOS PAPAGIANNIS;PAN       ;11;19;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;2;1;3;9;10;16;19;3;3
KOSTAS PAPANIKOLAOU;OLY       ;24;19;2;7;4;12;6;16;6;12;13;32;4;8;1;3;1;2;2;7;2;7;5;7;7;10;7;10
IOANNIS PAPAPETROU;PAN       ;19;19;2;6;9;18;0;7;0;2;6;13;1;4;4;8;2;8;1;3;3;7;19;25;17;28;5;5
NIKOS PAPPAS;PAN       ;19;19;0;0;4;14;3;10;4;10;3;17;2;4;0;2;4;10;0;7;0;4;6;9;8;11;4;10
JEREMY PARGO;TEL       ;6;19;0;1;3;5;0;3;1;6;1;5;0;1;1;9;0;3;0;1;0;1;1;1;1;3;3;5
ANZEJS PASECNIKS;CAN       ;22;19;0;0;0;2;0;2;1;2;0;1;0;0;2;4;4;9;3;6;1;4;12;26;24;42;17;34
ORIOL PAULI;CAN       ;23;19;0;1;1;6;0;4;1;4;2;14;0;1;0;4;0;3;1;3;1;2;19;23;9;19;9;17
ADREIAN PAYNE;PAN       ;3;19;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;2;1;2;0;0
ZANIS PEINERS;DAR       ;23;19;1;8;2;6;2;3;0;3;2;7;2;3;2;6;3;6;1;5;2;4;24;30;6;10;10;17
AJDIN PENAVA;BAS       ;3;19;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ALEC PETERS;CSK       ;23;19;4;5;9;21;1;2;7;12;16;31;0;4;3;8;0;7;1;4;0;3;2;7;7;8;2;4
TIBOR PLEISS;IST       ;25;19;0;0;0;1;4;12;2;9;1;3;0;0;6;11;4;7;8;14;4;9;15;21;29;37;16;20
VINCENT POIRIER;BAS       ;25;19;0;0;0;0;0;0;0;0;0;0;0;0;1;12;3;11;3;5;2;7;46;62;49;69;16;25
PETAR POPOVIC;BUD       ;17;19;2;2;1;4;1;3;0;2;5;6;0;0;1;7;1;4;2;4;1;1;2;9;12;23;3;5
KLEMEN PREPELIC;MAD       ;14;19;0;0;0;1;1;6;0;5;1;9;3;3;0;2;1;3;1;5;0;1;3;5;1;1;4;4
GEORGIOS PRINTEZIS;OLY       ;25;19;0;1;3;12;3;6;0;2;2;9;3;3;7;19;8;32;8;23;8;25;22;31;33;47;18;26
ARTEM PUSTOVYI;BAR       ;5;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;5;4;5;3;3
XAVIER RABASEDA;CAN       ;25;19;2;3;12;26;2;5;0;0;8;39;1;2;1;6;0;1;2;4;0;2;12;17;6;15;10;15
NIKOLA RADICEVIC;CAN       ;8;19;0;0;0;5;0;0;1;2;1;4;0;0;3;4;0;2;0;2;1;1;7;9;1;1;2;5
LEON RADOSEVIC;MUN       ;24;19;0;0;0;0;0;0;0;0;0;0;0;0;3;7;4;13;4;8;2;3;12;19;14;25;11;12
ANTHONY RANDOLPH;MAD       ;25;19;12;24;12;28;5;13;2;8;9;21;11;17;6;21;1;6;4;8;16;27;15;19;11;17;16;19
KENDRICK RAY;TEL       ;16;19;1;1;7;13;2;4;0;0;1;5;0;0;4;6;0;4;2;4;2;6;3;4;3;5;3;11
FELIPE REYES;MAD       ;18;19;0;0;0;0;0;0;0;0;0;1;0;0;4;10;1;3;3;4;1;3;8;10;3;4;7;12
PAU RIBAS;BAR       ;17;19;1;3;6;14;0;4;2;6;8;22;3;6;2;6;0;4;1;1;1;8;1;3;1;2;1;2
SERGIO RODRIGUEZ;CSK       ;24;19;6;10;13;37;6;24;10;22;7;22;3;4;2;8;7;13;3;9;3;8;18;31;0;8;7;12
MICHAEL ROLL;TEL       ;24;19;0;2;14;28;6;10;2;8;8;24;0;2;5;14;16;35;11;27;8;13;11;11;5;10;7;8
SERTAC SANLI;IST       ;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0
OGUZ SAVAS;DAR       ;22;19;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;16;4;13;3;6;13;22;16;25;8;16
