PLAYER;TEAM;Games;Season;C3R;C3R_A;E3R;E3R_A;Ce3R;Ce3R_A;Ce3L;Ce3L_A;E3L;E3L_A;C3L;C3L_A;MBR;MBR_A;MER;MER_A;MEL;MEL_A;MBL;MBL_A;PR;PR_A;PC;PC_A;PL;PL_A
JAKA BLAZIC;RED       ;24;15;1;4;6;20;0;4;6;10;2;17;6;12;0;6;2;8;5;14;1;2;25;40;7;11;17;36
JANIS BLUMS;PAN       ;24;15;1;3;13;28;1;2;5;8;4;14;3;10;1;1;1;1;1;2;1;4;0;2;1;2;0;1
ELEFTHERIOS BOCHORIDIS;PAN       ;12;15;0;0;1;3;0;1;0;3;4;4;0;0;0;1;1;2;1;3;0;0;2;5;0;0;3;8
BOGDAN BOGDANOVIC;ULK       ;29;15;7;13;12;33;5;21;6;22;12;29;6;14;2;9;10;19;3;8;3;9;16;30;9;23;13;31
NOBEL BOUNGOU-COLO;LMG       ;10;15;1;4;4;9;1;4;2;5;1;13;0;3;1;2;0;0;1;6;1;6;8;16;1;2;14;21
IOANNIS BOUROUSIS;MAD       ;25;15;0;0;0;1;0;5;2;3;0;1;0;0;2;9;3;7;2;3;2;5;22;29;12;22;8;20
JEFF BROOKS;SAS       ;8;15;1;3;2;3;1;3;1;1;2;4;1;3;0;2;1;2;3;8;1;2;8;11;5;6;2;5
MARSHON BROOKS;MIL       ;24;15;8;22;8;19;6;14;2;10;7;22;2;7;10;22;6;13;5;17;4;14;26;45;17;33;14;19
JOHN BRYANT;MUN       ;10;15;0;0;1;5;2;5;0;1;0;0;0;0;3;10;5;9;1;2;1;3;9;22;5;9;14;24
ARNAS BUTKEVICIUS;KLA       ;10;15;0;0;4;9;0;0;0;0;4;8;0;0;1;4;1;1;2;6;0;0;8;9;3;4;1;2
DWIGHT BUYCKS;PAM       ;3;15;0;0;0;1;0;3;0;0;1;2;1;1;1;2;2;3;1;1;0;4;5;9;0;1;2;4
SERGEY BYKOV;UNK       ;8;15;0;0;2;3;1;1;0;1;0;2;0;0;0;3;0;0;0;2;0;0;1;2;0;0;2;5
OUSMANE CAMARA;LMG       ;9;15;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;0;1;0;2;4;11;4;8;1;1
FACUNDO CAMPAZZO;MAD       ;10;15;1;2;1;4;1;2;1;1;0;2;0;0;1;1;1;2;0;0;0;0;1;1;1;4;2;2
JAYCEE CARROLL;MAD       ;30;15;4;6;21;35;2;5;6;11;15;44;2;3;5;9;12;25;7;15;3;7;5;7;9;17;12;13
JUSTIN CARTER;GAL       ;14;15;1;2;1;5;1;4;0;5;4;12;2;2;1;6;1;2;0;1;2;9;16;25;3;5;9;15
FABIEN CAUSEUR;BAS       ;22;15;4;7;6;19;1;3;1;7;6;13;0;6;1;5;3;7;3;8;2;4;7;10;16;24;24;32
BRUNO CERELLA;MIL       ;12;15;0;3;1;2;0;0;0;0;1;2;1;2;1;2;0;0;0;2;1;2;7;10;0;4;4;5
SERHAT CETIN;ULK       ;4;15;0;1;0;0;1;1;0;0;1;1;2;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0
VASILIS CHARALAMPOPOULOS;PAN       ;7;15;1;1;0;0;0;0;0;1;3;4;0;1;0;0;0;0;0;1;0;1;1;1;0;0;3;4
WILL CHERRY;ZAL       ;15;15;3;4;4;7;0;3;1;4;5;13;1;4;1;7;2;6;0;3;0;4;12;23;2;5;7;10
MASSIMO CHESSA;SAS       ;3;15;0;0;1;2;0;1;0;0;3;4;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;2
MICHAL CHYLINSKI;ZGO       ;8;15;0;1;4;10;1;3;2;2;4;8;1;4;1;3;0;0;2;4;0;0;3;5;0;4;4;6
JAKE COHEN;TEL       ;6;15;0;1;1;1;0;0;0;2;1;3;0;0;0;0;2;3;0;1;0;0;2;2;2;3;0;1
MARDY COLLINS;ZGO       ;8;15;2;2;1;8;1;3;0;4;2;7;0;2;1;1;3;8;5;11;1;4;10;17;9;20;6;11
RAMEL CURRY;LMG       ;10;15;3;5;6;13;2;7;3;7;0;8;0;2;5;7;1;5;1;3;0;5;4;6;0;3;3;4
MARCO CUSIN;SAS       ;2;15;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;2;1;1
NEMANJA DANGUBIC;RED       ;22;15;1;4;5;12;0;2;1;2;5;10;1;5;5;8;0;6;2;7;0;2;7;15;1;7;6;8
WILL DANIELS;NOV       ;2;15;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;3;5;0;0;1;3
TREMMELL DARDEN;OLY       ;26;15;3;6;3;7;0;2;0;3;2;7;1;8;1;7;2;11;1;6;6;17;13;18;5;8;6;10
NANDO DE COLO;CSK       ;27;15;3;6;8;15;5;9;5;11;4;13;6;11;6;19;7;25;9;21;3;12;35;58;7;18;32;44
NIHAD DEDOVIC;MUN       ;3;15;0;0;0;3;2;3;1;2;1;1;0;0;1;2;0;1;0;1;0;1;1;5;3;3;3;4
ANTE DELAS;CED       ;7;15;1;3;2;4;1;2;1;3;1;3;1;2;1;1;0;0;0;1;0;2;2;4;0;1;0;1
MARIO DELAS;CED       ;10;15;1;2;1;4;0;0;0;2;0;4;1;1;3;6;1;2;5;6;4;8;5;8;1;4;4;8
GIACOMO DEVECCHI;SAS       ;6;15;0;1;2;5;0;0;0;0;0;1;1;1;1;4;1;2;0;1;0;2;3;4;0;0;1;1
DIMITRIS DIAMANTIDIS;PAN       ;27;15;2;4;12;28;10;24;7;19;8;23;0;2;1;3;4;11;7;13;3;6;3;4;2;7;5;9
EGIDIJUS DIMSA;KLA       ;9;15;0;0;0;3;1;2;0;3;1;2;0;1;0;2;1;5;1;3;0;0;6;6;2;3;6;9
TOMAS DIMSA;ZAL       ;7;15;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;3;5;8;0;2;2;6
ILIMANE DIOP;BAS       ;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;2;1;1;0;2
NIHAD DJEDOVIC;MUN       ;7;15;2;2;3;15;1;1;2;2;0;3;0;0;5;8;1;8;0;4;0;0;8;12;8;13;1;4
JUSTIN DOELLMAN;BAR       ;26;15;0;2;7;17;3;8;7;14;5;20;0;1;7;18;4;14;7;19;8;34;20;27;6;11;15;23
DONTAYE DRAPER;IST       ;28;15;1;5;12;25;2;11;6;16;10;24;1;5;2;7;4;12;4;9;2;3;12;21;6;8;6;12
BOJAN DUBLJEVIC;PAM       ;8;15;0;0;3;10;1;4;6;10;2;4;0;0;3;4;1;7;1;3;3;6;6;12;11;14;8;14
BRYANT DUNSTON;OLY       ;29;15;0;0;0;1;0;0;0;0;0;0;0;0;1;2;3;6;3;9;0;1;23;37;21;45;24;37
FILIP DYLEWICZ;ZGO       ;9;15;0;0;2;8;2;7;1;6;1;5;0;0;1;1;0;0;0;1;1;2;0;2;4;7;0;2
JEROME DYSON;SAS       ;10;15;0;1;3;12;3;8;2;9;4;12;1;3;3;4;1;7;1;3;1;4;11;21;2;8;4;10
FRANK ELEGAR;MIL       ;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;5;0;0;1;4
ZORAN ERCEG;GAL       ;22;15;1;7;13;33;6;18;11;23;13;36;6;10;7;15;1;6;3;9;6;21;15;30;11;18;7;18
SEMIH ERDEN;ULK       ;22;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;26;27;9;13;12;19
RUDY FERNANDEZ;MAD       ;25;15;1;3;18;49;5;20;5;18;18;42;2;6;5;11;10;26;6;16;4;9;15;21;6;9;6;13
D'OR FISCHER;UNK       ;10;15;0;0;0;0;0;0;0;0;0;0;0;0;4;7;7;10;10;15;2;6;13;13;9;11;9;10
MATTEO FORMENTI;SAS       ;3;15;1;1;1;3;0;0;0;0;0;0;0;2;0;1;0;0;1;1;0;0;0;0;0;0;1;1
JOSEPH FORTE;TEL       ;1;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANTONIS FOTSIS;PAN       ;26;15;3;9;9;18;4;6;4;11;18;31;6;9;0;2;0;0;1;2;1;5;14;19;3;5;8;8
JANNIK FREESE;BER       ;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;1;1;0;1;0;0
VITALY FRIDZON;CSK       ;22;15;11;21;4;14;1;2;2;6;7;15;5;12;3;10;4;5;5;11;2;14;9;14;1;2;3;10
GERMAN GABRIEL;MAL       ;6;15;0;0;1;2;2;2;0;2;0;0;0;0;0;0;0;1;0;0;0;1;1;2;0;1;3;3
DEIVIDAS GAILIUS;KLA       ;10;15;2;4;9;19;3;12;1;4;5;15;4;5;1;6;7;13;4;8;2;2;10;13;4;8;2;6
SIMAS GALDIKAS;KLA       ;10;15;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;4;8;0;2;3;5;6;7;6;10
ANTON GAVEL;MUN       ;7;15;0;2;1;2;0;5;2;4;1;3;1;2;0;9;2;4;1;2;0;1;6;6;1;4;2;2
ALESSANDRO GENTILE;MIL       ;20;15;2;3;3;12;1;10;4;12;4;15;5;10;2;16;9;19;5;20;8;23;28;42;13;22;13;22
VLADIMIR JANKOVIC;PAN       ;27;15;4;9;12;24;3;16;2;10;8;25;3;8;3;8;2;10;6;14;2;8;12;21;9;22;8;21
NIELS GIFFEY;BER       ;24;15;0;3;7;19;1;2;0;0;5;14;6;9;1;6;1;5;3;9;4;6;7;11;3;8;9;13
ANGELO GIGLI;MIL       ;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
MINDAUGAS GIRDZIUNAS;KLA       ;10;15;0;2;1;4;0;4;0;4;0;3;1;1;0;0;1;9;4;6;0;0;5;5;0;4;2;3
JAMES GIST;PAN       ;28;15;1;3;5;18;6;19;3;9;3;18;5;5;3;9;0;6;2;6;0;2;21;34;19;34;25;41
DMITRY GOLOVIN;NOV       ;5;15;0;0;1;2;0;0;0;0;1;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
VLADIMIR GOLUBOVIC;MAL       ;23;15;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;4;1;11;4;9;22;34;7;17;16;30
RYAN GOMES;BAS       ;1;15;0;0;0;3;0;0;0;0;0;0;1;2;0;0;1;1;1;1;0;1;0;0;0;0;1;1
KEREM GONLUM;GAL       ;22;15;0;0;0;0;0;0;0;0;0;1;0;0;2;7;3;5;1;6;8;10;17;25;12;14;23;29
NEMANJA GORDIC;CED       ;10;15;0;2;2;10;2;7;4;7;7;12;0;1;1;5;4;7;0;6;2;8;9;12;0;3;6;12
ANDREW GOUDELOCK;ULK       ;29;15;4;6;24;41;4;13;10;29;25;57;4;7;14;33;12;30;14;24;13;37;33;52;21;25;15;23
JAYSON GRANGER;MAL       ;22;15;0;2;3;11;4;13;2;10;6;16;0;2;8;24;11;19;6;17;3;10;20;35;7;14;6;18
CALEB GREEN;MAL       ;23;15;0;2;5;15;4;7;3;9;6;18;2;7;3;8;4;8;1;1;1;4;23;34;7;14;2;4
DAVID GUARDIA;PAM       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
PETR GUBANOV;UNK       ;2;15;0;0;1;2;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2;3;0;1;1;1
ARTURAS GUDAITIS;ZAL       ;18;15;0;0;1;2;0;0;1;2;0;0;0;1;1;4;1;3;2;3;2;2;20;29;5;10;10;29
SINAN GULER;GAL       ;22;15;1;6;1;14;1;6;1;7;3;18;3;8;4;8;2;9;4;10;5;10;14;30;7;8;25;40
DANIEL HACKETT;MIL       ;24;15;3;8;4;19;8;18;2;19;3;16;1;4;5;22;13;25;9;20;2;4;21;45;7;15;12;16
LUDDE HAKANSON;BAR       ;4;15;0;0;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LAMONT HAMILTON;BAS       ;4;15;0;0;0;4;1;3;0;0;0;1;0;0;0;0;0;1;0;0;0;2;2;2;3;4;1;5
CLIFF HAMMONDS;BER       ;20;15;6;8;5;13;3;7;3;8;6;25;1;6;4;6;4;7;7;13;1;4;4;9;5;8;14;23
BEN HANSBROUGH;BAS       ;10;15;2;2;1;2;1;4;1;4;1;7;0;1;0;0;0;1;0;1;0;0;4;7;0;0;0;0
LUKE HARANGODY;PAM       ;10;15;0;2;7;13;0;2;3;5;4;10;3;3;3;5;1;3;0;3;3;6;7;9;2;2;5;8
MARQUEZ HAYNES;TEL       ;24;15;1;1;5;24;5;13;4;18;6;15;0;0;1;1;4;14;2;10;1;1;3;7;3;8;4;6
THOMAS HEURTEL;BAS       ;28;15;0;4;7;21;12;24;8;18;14;24;1;2;1;6;23;41;7;27;7;16;11;19;6;10;7;16
MARIO HEZONJA;BAR       ;22;15;2;3;8;18;2;7;4;16;11;24;2;6;3;7;6;8;1;5;2;9;11;13;2;6;7;8
RICKY HICKMAN;ULK       ;17;15;6;12;4;11;2;10;1;5;5;8;1;7;0;9;2;7;1;5;0;3;10;23;2;3;7;15
KYLE HINES;CSK       ;28;15;0;0;0;1;0;0;0;0;0;0;0;0;1;3;2;7;4;10;2;5;33;50;13;19;22;30
MARCELINHO HUERTAS;BAR       ;28;15;0;0;6;9;2;11;9;22;8;21;2;4;9;19;11;23;9;33;6;12;9;16;3;13;7;11
OTHELLO HUNTER;OLY       ;29;15;0;0;0;0;0;0;0;0;0;0;0;0;3;7;0;6;1;7;0;4;38;52;22;40;43;58
YASSIN IDBIHI;MUN       ;5;15;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;1;1;2;1;1;0;0;1;1
COLTON IVERSON;BAS       ;22;15;0;0;0;0;0;0;0;1;0;0;0;0;1;5;2;4;1;3;0;2;31;42;11;17;17;27
VLADIMIR IVLEV;NOV       ;8;15;0;0;0;0;0;0;0;0;0;1;0;0;2;4;0;0;0;1;0;1;2;3;3;3;2;7
AARON JACKSON;CSK       ;27;15;2;5;3;10;8;13;2;5;3;10;0;1;2;6;3;6;1;7;2;2;26;37;7;12;15;22
EDWIN JACKSON;BAR       ;9;15;0;1;2;5;1;3;0;2;0;2;0;0;1;3;1;3;0;2;0;0;4;7;0;2;1;1
JAN JAGLA;MUN       ;8;15;0;0;2;3;0;2;1;1;0;4;0;0;0;1;0;0;0;1;2;2;0;0;0;0;2;3
MIKE JAMES;BAS       ;15;15;0;3;3;14;4;10;1;14;5;14;0;4;3;7;3;13;6;15;0;3;10;15;9;13;15;19
SHAWN JAMES;MIL       ;15;15;0;0;0;2;0;0;0;0;0;1;0;0;0;2;1;3;1;1;0;3;10;15;5;7;8;13
PAULIUS JANKUNAS;ZAL       ;24;15;2;2;0;4;2;4;3;8;1;13;4;9;6;13;2;7;5;14;16;29;8;11;8;16;16;22
MATT JANNING;IST       ;21;15;3;10;8;24;1;7;5;15;10;25;2;6;0;5;3;5;2;8;6;10;4;11;2;6;4;5
MATTHEW JANNING;IST       ;6;15;1;3;2;4;2;7;0;1;1;6;2;2;0;0;0;2;2;3;1;3;2;3;3;3;2;2
NEMANJA JARAMAZ;ZGO       ;10;15;1;2;5;8;4;7;0;6;3;10;0;1;0;1;1;2;1;11;2;6;4;5;2;6;5;7
ROBERTAS JAVTOKAS;ZAL       ;23;15;0;0;0;0;0;2;0;2;0;0;0;0;0;3;6;9;3;9;4;18;14;31;15;24;13;24
NATE JAWAI;GAL       ;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2;3;2;2
CHARLES JENKINS;RED       ;24;15;1;3;4;15;3;6;5;15;3;13;4;7;0;9;9;23;2;17;2;9;17;27;1;5;7;13
CURTIS JERRELLS;UNK       ;10;15;0;1;9;17;1;8;2;8;4;10;0;0;1;6;1;4;3;5;1;3;6;11;4;5;9;12
ORLANDO JOHNSON;BAS       ;2;15;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;2;0;1
STEFAN JOVIC;RED       ;19;15;0;0;1;5;2;3;0;2;2;9;1;2;1;6;1;6;4;10;0;4;5;6;2;4;3;3
KOSTAS KAIMAKOGLOU;UNK       ;10;15;0;0;3;6;3;10;4;9;1;4;0;2;2;4;1;2;0;1;1;7;4;6;3;4;8;17
NIKOLA KALINIC;RED       ;24;15;2;3;6;21;3;9;1;8;7;13;3;6;1;7;3;12;2;3;4;12;26;35;5;13;13;34
LAMINE KANTE;LMG       ;2;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
KENAN KARAHODZIC;MAL       ;4;15;1;1;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1
VAIDAS KARINIAUSKAS;ZAL       ;13;15;0;1;0;3;2;4;0;3;1;5;0;0;0;1;0;1;3;6;1;4;3;5;3;9;7;13
JAKUB  KAROLAK;ZGO       ;2;15;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
DIMITRIOS KATSIVELIS;OLY       ;8;15;1;1;0;1;0;0;0;1;1;2;0;1;0;1;0;0;0;0;0;0;1;1;1;2;1;1
SASHA KAUN;CSK       ;29;15;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;4;8;1;2;48;68;14;23;39;49
VASILEIOS KAVVADAS;OLY       ;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;8;0;4;0;1
VICTOR KHRYAPA;CSK       ;9;15;0;0;1;3;0;1;0;2;0;1;0;0;2;2;0;0;0;1;0;3;0;2;1;1;0;0
DIMITRIY KHVOSTOV;NOV       ;21;15;2;5;4;8;1;3;1;3;7;18;2;10;2;6;2;7;4;14;4;11;1;2;2;3;1;6
DENIZ KILICLI;IST       ;4;15;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;4;0;1;1;1;1;3;2;3
ALEX KING;BER       ;23;15;3;7;7;21;1;9;2;9;5;15;1;7;1;2;1;2;1;5;2;2;6;10;4;7;1;5
TARENCE KINSEY;NOV       ;14;15;1;3;4;11;1;5;2;7;0;7;3;6;4;18;9;15;8;21;14;30;7;12;4;8;6;15
ANDREI KIRILENKO;CSK       ;10;15;2;3;3;7;0;1;0;0;1;2;0;0;0;4;0;0;0;3;0;0;12;19;3;5;8;12
LINAS KLEIZA;MIL       ;24;15;5;9;8;19;2;10;4;12;10;24;3;16;1;8;3;5;2;3;2;4;11;12;5;10;3;7
FURKAN KORKMAZ;IST       ;17;15;2;4;1;6;2;2;1;3;3;7;3;6;1;1;0;3;0;4;1;4;2;3;1;2;3;3
PAVEL KOROBKOV;CSK       ;14;15;0;0;1;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;8;12;2;3;5;5
EMIRCAN KOSUT;IST       ;4;15;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1
MAKSIM KRIVOSHEEV;NOV       ;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;7;1;1;6;9
NENAD KRSTIC;IST       ;20;15;0;0;0;0;0;0;0;0;0;0;0;0;7;13;6;14;3;6;6;15;27;42;18;30;18;26
RIHARDS KUKSIKS;NOV       ;4;15;2;2;2;6;0;0;2;2;1;5;1;1;0;1;0;0;1;2;0;0;4;6;1;1;1;1
DAMIAN  KULIG;ZGO       ;10;15;1;1;4;9;1;4;2;5;9;17;0;0;4;7;0;0;1;4;3;4;19;28;5;12;9;12
MINDAUGAS KUZMINSKAS;MAL       ;23;15;2;4;1;11;3;11;3;9;6;20;0;8;1;3;0;4;2;6;1;12;22;35;9;19;29;40
OLIVER LAFAYETTE;OLY       ;29;15;3;8;15;34;3;11;7;21;13;24;3;8;2;7;6;15;2;14;1;5;4;5;4;9;3;7
MACIEJ LAMPE;BAR       ;24;15;0;1;1;4;2;2;0;1;1;7;1;6;5;13;8;21;2;10;4;12;15;25;7;13;8;12
SYLVEN LANDESBERG;TEL       ;17;15;3;3;2;15;1;4;1;2;6;22;4;8;4;11;6;16;4;8;2;8;8;11;10;14;12;16
KEITH LANGFORD;UNK       ;10;15;0;1;3;20;3;5;4;7;2;4;0;1;6;15;5;13;7;13;6;13;6;8;4;5;16;21
STEPHANE LASME;IST       ;28;15;0;0;0;0;0;0;0;0;0;1;0;1;5;12;6;19;7;23;8;18;29;33;9;20;19;33
GANI LAWAL;PAN       ;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;3;5;3;3
SHANE LAWAL;SAS       ;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;1;3;0;2;20;27;3;4;13;18
BRANKO LAZIC;RED       ;17;15;2;4;4;11;0;0;0;0;1;7;3;7;0;5;1;6;1;4;0;1;12;16;0;2;2;3
LUKAS LEKAVICIUS;ZAL       ;23;15;3;4;6;10;1;6;2;9;1;8;1;4;2;5;5;14;10;18;4;10;2;4;7;13;4;8
VALERIY LIKHODEY;UNK       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
NATE LINHART;TEL       ;18;15;2;2;6;18;4;6;1;5;4;9;2;4;2;3;3;4;3;8;1;3;7;9;5;7;4;6
VYTENIS LIPKEVICIUS;ZAL       ;11;15;1;2;0;0;0;1;0;0;2;2;0;0;0;1;0;0;1;1;1;1;5;9;0;0;2;3
SERHIY LISHCHUK;PAM       ;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;0;2;0;4;5;7
SERGIO LLULL;MAD       ;30;15;2;7;9;35;14;31;9;22;15;34;3;4;8;15;9;17;3;12;4;8;17;28;7;10;6;15
DAVID LOGAN;SAS       ;10;15;0;1;6;22;1;7;3;10;12;27;2;6;2;9;1;7;4;8;0;5;10;12;0;2;2;7
MATT LOJESKI;OLY       ;25;15;4;12;11;25;4;8;2;11;8;18;9;14;3;11;4;13;7;15;5;13;18;20;5;12;12;16
KRESIMIR LONCAR;PAM       ;10;15;1;2;0;0;0;0;0;0;0;2;0;0;2;3;2;8;0;4;4;12;7;8;7;11;1;4
MICHALIS LOUNTZIS;PAN       ;1;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
VLADIMIR LUCIC;PAM       ;8;15;3;5;1;5;0;0;0;1;3;7;1;1;3;4;2;3;0;0;1;3;3;4;2;3;1;6
