PLAYER;TEAM;Games;Season;C3R;C3R_A;E3R;E3R_A;Ce3R;Ce3R_A;Ce3L;Ce3L_A;E3L;E3L_A;C3L;C3L_A;MBR;MBR_A;MER;MER_A;MEL;MEL_A;MBL;MBL_A;PR;PR_A;PC;PC_A;PL;PL_A
JEFFERY TAYLOR;MAD       ;34;18;6;16;3;14;1;3;0;1;7;20;8;17;0;3;0;3;0;1;1;6;18;31;17;27;6;18
JORDAN THEODORE;MIL       ;23;18;1;2;3;12;4;14;1;9;8;20;2;5;4;9;9;22;10;23;3;9;23;38;20;38;12;26
DESHAUN THOMAS;TEL       ;28;18;0;2;11;24;6;13;4;9;12;32;3;5;9;33;4;15;4;11;14;36;10;14;37;68;13;23
MALCOLM THOMAS;KHI       ;33;18;0;1;3;12;3;10;0;5;5;13;0;0;2;7;5;11;1;6;2;6;18;25;51;75;9;15
WILL THOMAS;PAM       ;28;18;1;3;4;15;2;6;3;7;3;13;2;5;1;7;0;6;2;6;1;6;17;20;17;21;16;26
TREY THOMPKINS;MAD       ;29;18;12;21;11;26;4;8;4;14;9;28;2;3;6;10;1;7;1;4;6;19;20;29;13;22;10;14
HOLLIS THOMPSON;OLY       ;26;18;1;4;2;14;2;8;1;5;4;9;1;5;1;9;3;9;8;16;4;11;10;13;11;21;6;9
JASON THOMPSON;ULK       ;35;18;0;0;0;0;0;0;0;1;0;0;0;0;5;9;16;26;11;26;2;9;18;25;13;27;8;14
KIM TILLIE;OLY       ;10;18;1;1;1;5;1;1;0;0;4;6;1;1;0;2;0;2;1;1;0;1;1;3;1;2;2;2
JANIS TIMMA;BAS       ;33;18;5;14;18;40;2;7;2;8;19;47;8;13;2;5;0;1;0;1;1;2;11;16;6;8;13;16
MARKO TODOROVIC;KHI       ;23;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;6;0;0;12;18;12;24;6;8
VASSILIS TOLIOPOULOS;OLY       ;8;18;0;0;0;4;0;1;1;2;3;6;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0
ANTE TOMIC;BAR       ;28;18;0;0;0;0;0;1;0;0;0;0;0;0;0;2;12;17;3;14;1;5;20;30;49;71;25;38
AXEL TOUPANE;ZAL       ;32;18;4;9;1;6;1;2;0;2;4;8;5;13;11;20;6;8;1;9;7;16;15;23;12;20;11;19
ALEX TYUS;TEL       ;30;18;0;0;0;0;0;0;0;0;0;0;0;0;5;9;2;7;2;6;1;5;18;28;66;103;18;23
BENO UDRIH;ZAL       ;17;18;0;0;0;2;0;1;0;1;2;4;0;0;1;3;3;12;8;14;3;5;0;1;2;3;4;10
EDGARAS ULANOVAS;ZAL       ;34;18;1;2;6;15;0;0;1;5;10;17;3;5;6;13;3;10;6;14;7;10;14;22;21;39;14;29
PAULIUS VALINSKAS;ZAL       ;21;18;1;1;0;7;3;3;4;8;0;6;1;3;2;6;0;1;2;7;0;0;3;5;3;5;4;9
SAM VAN ROSSOM;PAM       ;23;18;0;0;8;18;2;10;8;14;12;28;1;5;1;3;0;2;3;6;3;5;9;17;2;4;6;9
JAN VESELY;ULK       ;34;18;0;0;0;0;0;0;0;0;0;0;0;0;4;10;3;14;10;25;4;14;42;58;65;95;31;45
SASHA VEZENKOV;BAR       ;12;18;1;3;2;5;0;3;0;0;1;6;0;1;0;0;0;0;1;1;0;3;4;5;5;5;1;3
EGOR VIALTSEV;KHI       ;26;18;3;3;11;25;4;10;3;5;5;17;0;2;0;2;2;4;0;0;2;5;2;4;4;6;1;1
LUCA VILDOZA;BAS       ;21;18;0;0;6;13;6;12;3;10;5;14;1;2;3;4;3;9;4;6;0;2;2;5;1;5;1;1
GUILLEM VIVES;PAM       ;15;18;0;3;5;11;1;4;4;10;7;16;0;1;0;1;1;1;1;2;1;3;0;1;2;3;0;1
JOHANNES VOIGTMANN;BAS       ;34;18;3;6;11;17;5;8;6;8;4;12;1;2;3;7;2;6;4;8;4;7;28;38;34;49;10;17
ANDREY VORONTSEVICH;CSK       ;28;18;3;9;5;17;3;9;4;13;4;9;6;10;2;4;1;3;2;3;2;6;6;9;8;15;3;4
IAN VOUGIOUKAS;PAN       ;28;18;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;9;2;7;4;8;7;10;20;25;4;5
ADAM WACZYNSKI;MAL       ;27;18;6;14;24;40;5;10;3;13;11;20;4;6;3;9;5;12;2;12;1;5;14;20;11;17;7;13
BRAD WANAMAKER;ULK       ;36;18;3;8;12;33;6;23;7;22;11;28;1;1;6;18;7;30;5;23;2;11;27;42;11;25;30;46
SONNY WEEMS;IST       ;6;18;0;0;1;5;0;3;1;4;2;8;2;2;2;7;4;8;5;13;6;10;6;9;5;7;4;8
LEO WESTERMANN;CSK       ;16;18;0;1;4;13;1;5;3;10;4;8;0;0;2;4;2;7;2;8;1;2;1;2;3;4;1;2
AARON WHITE;ZAL       ;36;18;3;8;4;12;1;2;3;9;4;11;5;9;1;5;2;10;3;8;2;5;33;46;45;68;14;29
LATAVIOUS WILLIAMS;PAM       ;3;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;5;1;1;1;1
KYLE WILTJER;OLY       ;19;18;2;4;3;10;2;6;2;3;11;22;1;4;0;2;1;4;1;4;2;3;6;9;2;5;7;7
DORELL WRIGHT;BAM       ;27;18;5;9;11;28;2;8;7;14;13;40;16;29;4;10;3;9;6;15;5;16;7;12;13;32;14;30
SANTI YUSTA;MAD       ;11;18;0;0;1;4;1;1;1;1;0;5;0;0;1;2;1;2;0;0;2;2;3;4;2;5;3;5
VYACHESLAV ZAYTSEV;KHI       ;10;18;0;1;0;1;0;0;0;1;2;6;0;1;0;1;0;0;0;1;2;3;1;1;0;2;0;0
NIKOS ZISIS;BAM       ;27;18;0;1;4;14;0;1;4;8;6;12;2;3;5;12;14;26;7;13;1;8;8;12;4;15;4;8
YOVEL ZOOSMAN;TEL       ;10;18;0;0;2;5;0;0;0;0;1;4;1;2;0;0;0;0;0;2;0;1;2;2;0;1;3;3
ANDREY ZUBKOV;KHI       ;13;18;1;2;1;3;1;4;1;4;1;4;1;1;0;1;0;2;1;3;0;3;3;3;8;11;0;3
