PLAYER;CODETEAM;Season;T2A_j;T2A_e;T3A_j;T3A_e;TLA_j;TLA_e;DREB_j;DREB_t;OREB_j;OREB_t;TO_j;TO_e
CAN ALTINTIG;ULK       ;15;1;12;0;9;0;14;1;25;1;22;4;7
CARLOS ARROYO;GAL       ;15;76;191;80;227;34;177;25;338;1;346;34;111
CARLOS MARTINEZ;BAS       ;15;0;0;0;1;0;0;0;1;0;1;0;0
CARLOS SUAREZ;MAL       ;15;18;168;44;182;21;149;38;283;36;313;11;103
CEDI OSMAN;IST       ;15;39;231;66;289;60;252;77;471;22;460;23;164
CHARLES JENKINS;RED       ;15;59;206;58;225;30;236;25;425;7;444;18;149
CHEIKH MBODJ;SAS       ;15;2;6;0;16;4;12;2;19;2;18;0;5
CHRIS WRIGHT;ZGO       ;15;4;62;7;88;12;85;22;158;13;145;9;56
CLIFF HAMMONDS;BER       ;15;35;253;68;212;16;209;39;412;3;414;29;196
COLTON IVERSON;BAS       ;15;21;215;1;300;66;242;72;407;61;467;15;135
CURTIS JERRELLS;UNK       ;15;24;127;46;127;11;105;23;253;3;185;20;76
D.J. WHITE;BAS       ;15;4;9;0;5;2;6;3;16;1;11;2;4
D'OR FISCHER;UNK       ;15;40;136;0;106;29;91;46;243;11;178;16;84
DAMIAN KULIG;ZGO       ;15;17;83;35;140;30;117;43;218;12;213;20;86
DANIEL HACKETT;MIL       ;15;78;274;83;404;76;322;83;574;6;635;37;179
DARIO SARIC;IST       ;15;47;307;62;365;92;308;128;589;44;587;51;209
DARIUS ADAMS;BAS       ;15;32;120;67;186;20;149;22;280;6;277;38;95
DARIUS SONGAILA;ZAL       ;15;80;186;0;152;18;132;47;306;14;267;34;133
DAVID GUARDIA;PAM       ;15;1;3;0;1;0;0;0;1;0;1;0;1
DAVID LOGAN;SAS       ;15;30;129;72;224;13;117;19;230;2;314;14;90
DAVID MOSS;MIL       ;15;17;179;61;315;22;244;45;409;25;455;17;125
DAVIS BERTANS;BAS       ;15;34;194;129;285;29;206;49;398;11;420;23;138
DEIVIDAS GAILIUS;KLA       ;15;30;134;59;159;25;132;39;238;9;237;21;99
DeMARCUS NELSON;PAN       ;15;36;116;22;160;24;145;35;291;9;260;25;96
DEMETRIS NICHOLS;CSK       ;15;18;121;40;201;12;157;41;309;13;235;19;114
DENIZ KILICLI;IST       ;15;9;25;0;15;0;15;3;30;2;34;3;14
DESHAUN THOMAS;BAR       ;15;60;340;37;249;36;251;35;487;34;461;12;171
DEVIN SMITH;TEL       ;15;77;437;148;401;72;342;128;794;25;679;45;258
DIJON THOMPSON;NOV       ;15;9;15;2;19;6;14;5;27;1;33;1;8
DIMITRIOS AGRAVANIS;OLY       ;15;14;108;34;154;12;104;36;216;18;219;5;77
DIMITRIOS KATSIVELIS;OLY       ;15;3;27;6;38;3;44;8;73;1;68;3;21
DIMITRIS DIAMANTIDIS;PAN       ;15;35;227;103;460;59;322;53;637;8;599;52;224
DIMITRIY KHVOSTOV;NOV       ;15;41;273;47;253;22;196;26;427;4;430;29;148
DMITRY GOLOVIN;NOV       ;15;3;58;4;59;4;56;5;91;3;108;5;40
DMITRY SOKOLOV;UNK       ;15;0;32;0;27;10;31;10;54;3;52;5;16
DOGUS BALBAY;IST       ;15;7;98;8;86;3;93;15;189;6;184;10;71
DONATAS TAROLIS;ZAL       ;15;0;2;0;4;0;7;2;16;0;7;1;5
DONATAS ZAVACKAS;KLA       ;15;17;129;35;154;24;127;34;245;17;228;20;90
DONNIE McGRATH;IST       ;15;8;41;8;38;2;24;6;68;1;61;7;28
DONTAYE DRAPER;IST       ;15;36;310;86;368;36;328;54;586;15;602;36;200
DORON PERKINS;BAS       ;15;8;44;14;58;8;49;18;88;3;87;1;27
DUSKO SAVANOVIC;MUN       ;15;34;144;39;131;28;113;31;207;13;230;13;61
DWIGHT BUYCKS;PAM       ;15;9;29;7;36;8;27;4;51;2;60;6;21
EDGAR SOSA;SAS       ;15;36;97;39;169;32;112;12;201;2;248;28;65
EDGARAS ULANOVAS;ZAL       ;15;36;233;31;195;37;214;36;406;25;376;33;187
EDWIN JACKSON;BAR       ;15;8;85;15;65;12;65;13;124;2;115;8;41
EGE ARAR;GAL       ;15;5;40;10;45;5;28;9;64;2;70;2;33
EGIDIJUS DIMSA;KLA       ;15;9;72;11;71;16;69;16;104;7;123;5;36
ELEFTHERIOS BOCHORIDIS;PAN       ;15;8;46;11;80;3;55;12;128;3;115;12;52
EMIR PRELDZIC;ULK       ;15;46;279;55;303;31;345;62;578;17;534;35;181
EMIR SULEJMANOVIC;BAR       ;15;0;1;0;1;0;0;2;3;0;2;0;2
EMIRCAN KOSUT;IST       ;15;2;6;3;10;6;12;4;18;2;18;1;9
ENDER ARSLAN;GAL       ;15;25;132;73;207;34;181;14;273;1;286;19;111
ESTEBAN BATISTA;PAN       ;15;19;171;0;322;55;195;101;480;41;437;65;186
EVGENY BABURIN;NOV       ;15;18;174;60;218;13;179;34;337;8;346;21;130
FABIEN CAUSEUR;BAS       ;15;33;218;55;301;47;286;46;473;14;477;24;155
FACUNDO CAMPAZZO;MAD       ;15;3;43;11;50;10;52;6;81;0;70;8;28
FELIPE REYES;MAD       ;15;95;334;17;321;113;292;79;495;75;509;27;136
FERNANDO SAN EMETERIO;BAS       ;15;51;251;91;325;59;305;58;488;10;502;20;158
FILIP DYLEWICZ;ZGO       ;15;5;55;26;86;6;63;23;157;5;139;10;65
FRAN PILEPIC;CED       ;15;18;114;47;136;10;85;11;183;3;202;13;77
FRAN VAZQUEZ;MAL       ;15;60;195;0;281;57;229;73;389;39;428;21;152
FRANK  ELEGAR;MIL       ;15;2;26;0;35;7;38;13;48;8;58;2;20
FREJUS ZERBO;LMG       ;15;8;50;0;66;5;37;10;77;10;105;9;48
FURKAN ALDEMIR;GAL       ;15;2;50;0;70;15;55;23;120;14;109;6;41
FURKAN KORKMAZ;IST       ;15;11;82;28;102;19;113;23;181;4;176;7;67
GAL MEKEL;NOV       ;15;11;32;2;27;7;26;8;47;0;55;5;12
GANI LAWAL;PAN       ;15;3;10;0;14;2;6;6;20;4;24;3;8
GEORGIOS DIAMANTAKOS;PAN       ;15;0;0;0;5;0;2;3;5;1;4;3;5
GEORGIOS PRINTEZIS;OLY       ;15;55;177;60;275;69;253;75;455;22;415;21;141
GERMAN GABRIEL;MAL       ;15;3;21;6;27;7;43;9;48;5;51;2;16
GIACOMO DEVECCHI;SAS       ;15;10;45;8;84;2;60;7;102;3;112;3;40
GOKTURK URAL;GAL       ;15;8;35;3;29;2;22;4;43;2;41;4;21
GUILLEM VIVES;PAM       ;15;5;64;15;94;9;50;8;126;4;125;8;37
GUSTAVO AYON;MAD       ;15;70;305;0;317;34;204;83;462;48;451;35;127
GUY PNINI;TEL       ;15;3;28;14;49;8;46;7;82;1;64;7;24
HEIKO SCHAFFARTZIK;MUN       ;15;13;114;39;131;17;106;11;180;12;189;12;54
IAN VOUGIOUKAS;GAL       ;15;13;50;0;42;9;50;12;68;5;77;4;12
ILIMANE DIOP;BAS       ;15;3;18;0;15;8;17;11;33;5;35;1;7
ILYA POPOV;NOV       ;15;4;18;0;7;0;9;6;18;2;16;0;10
IOANNIS BOUROUSIS;MAD       ;15;33;157;10;207;44;151;66;262;27;299;25;88
IOANNIS PAPAPETROU;OLY       ;15;8;43;15;67;4;46;12;109;2;100;5;32
ISMET AKPINAR;BER       ;15;2;11;4;13;0;10;2;15;0;21;4;13
IVAN RAMLJAK;CED       ;15;10;78;12;102;3;57;20;129;6;155;5;48
IVAN SAVELYEV;NOV       ;15;6;42;2;31;7;39;8;77;1;66;6;25
IVAN STREBKOV;CSK       ;15;2;11;12;32;2;19;0;35;1;28;3;14
IVAN VIKTOROV;NOV       ;15;4;11;0;10;2;14;2;14;0;17;1;10
IVAN ZIGERANOVIC;ZGO       ;15;6;52;1;43;9;40;16;99;6;95;12;44
IZZET TURKYILMAZ;ULK       ;15;0;0;0;0;0;2;0;1;0;0;0;0
J.P. BATISTA;LMG       ;15;34;72;0;105;22;70;12;127;9;156;10;52
JAKA BLAZIC;RED       ;15;37;202;67;271;56;266;44;462;23;483;49;195
JAKE COHEN;TEL       ;15;5;38;7;54;5;42;11;78;6;73;8;32
JAKUB  KAROLAK;ZGO       ;15;1;9;3;6;0;21;3;20;0;16;0;8
JAMAR SMITH;LMG       ;15;26;104;59;165;11;98;22;192;4;235;17;96
JAMEL McLEAN;BER       ;15;47;257;3;210;122;235;73;426;44;420;42;205
JAMES ANDERSON;ZAL       ;15;87;373;139;353;65;254;105;643;18;603;50;237
JAMES GIST;PAN       ;15;33;223;72;377;78;296;85;554;34;541;46;195
JAMES SOUTHERLAND;LMG       ;15;5;42;13;49;4;43;8;80;0;81;4;34
JAMES WHITE;UNK       ;15;28;155;25;122;26;121;46;273;3;204;9;86
JAN JAGLA;MUN       ;15;5;45;11;54;9;47;14;76;5;78;5;24
JAN VESELY;ULK       ;15;50;270;1;305;108;331;89;557;67;525;29;168
JANIS BLUMS;PAN       ;15;7;117;66;193;14;145;18;285;1;274;10;105
JANNIK FREESE;BER       ;15;5;12;0;9;4;4;1;15;1;17;0;8
JAYCEE CARROLL;MAD       ;15;61;283;102;327;35;249;47;430;14;469;18;108
JAYSON GRANGER;MAL       ;15;71;243;54;302;73;307;57;503;5;511;45;174
JEFF BROOKS;SAS       ;15;15;92;17;171;13;90;26;191;14;242;5;68
JEREMY PARGO;TEL       ;15;124;452;123;439;87;385;77;884;9;743;79;268
JEROME DYSON;SAS       ;15;18;94;45;168;32;100;16;186;9;262;34;91
JOE ALEXANDER;TEL       ;15;30;121;17;85;12;86;24;172;9;163;8;58
JOE RAGLAND;MIL       ;15;23;163;76;287;29;216;27;365;11;428;21;105
JOHN BRYANT;MUN       ;15;29;109;11;125;30;102;59;179;18;202;19;57
JON STEFANSSON;MAL       ;15;20;113;45;127;19;143;8;218;2;239;18;72
JONAS MACIULIS;MAD       ;15;33;182;45;242;29;174;44;339;22;345;19;99
JONAS WOHLFARTH;BER       ;15;11;58;0;55;23;62;13;103;16;118;9;48
JONATHAN TABU;BER       ;15;5;62;21;58;7;51;14;99;0;99;10;48
JOSEPH FORTE;TEL       ;15;0;0;1;1;0;2;1;1;0;1;1;1
JUAN CARLOS NAVARRO;BAR       ;15;36;189;86;219;52;198;24;324;4;326;22;94
JULIAN WRIGHT;PAN       ;15;3;23;1;40;16;42;10;80;8;67;5;33
JUSTAS SINICA;KLA       ;15;9;59;35;85;0;49;11;91;4;131;6;32
JUSTIN CARTER;GAL       ;15;21;143;31;198;36;177;43;287;17;308;19;120
JUSTIN DOELLMAN;BAR       ;15;93;342;62;320;63;302;85;522;26;513;35;178
K.C. RIVERS;MAD       ;15;41;238;61;254;10;177;49;377;11;375;9;105
KARLO ZGANEC;CED       ;15;3;42;0;51;22;44;13;67;11;85;4;17
KEITH BENSON;KLA       ;15;9;30;0;46;6;23;12;57;12;69;5;25
KEITH LANGFORD;UNK       ;15;61;154;37;141;42;116;27;258;8;225;22;94
KELVIN RIVERS;MAD       ;15;8;47;12;40;0;42;7;57;1;67;2;19
KENAN KARAHODZIC;MAL       ;15;1;10;5;26;2;19;4;26;3;33;2;10
KENAN SIPAHI;ULK       ;15;7;101;26;116;4;83;12;187;5;181;10;69
KEREM GONLUM;GAL       ;15;32;164;1;223;59;219;69;314;36;310;24;117
KIM TILLIE;BAS       ;15;53;203;26;304;22;222;64;371;47;413;9;124
KOSTAS KAIMAKOGLOU;UNK       ;15;17;165;32;139;12;125;42;294;9;234;17;93
KOSTAS SLOUKAS;OLY       ;15;54;186;52;288;76;298;46;481;9;428;36;145
KOSTAS VASILEIADIS;MAL       ;15;25;104;74;165;18;107;16;184;4;257;20;85
KRESIMIR LONCAR;PAM       ;15;29;67;4;87;14;45;15;100;11;110;11;29
KRISTIJAN NIKOLOV;GAL       ;15;7;50;13;45;4;31;7;79;0;74;10;39
KYLE HINES;CSK       ;15;33;231;2;302;66;256;72;485;57;424;20;165
LAMINE KANTE;LMG       ;15;2;4;1;3;0;6;0;4;0;10;1;3
LAMONT HAMILTON;BAS       ;15;2;15;8;45;2;18;4;57;3;51;4;22
LEO WESTERMANN;LMG       ;15;20;90;38;157;10;73;16;173;7;223;19;76
LEON RADOSEVIC;BER       ;15;98;243;1;177;53;172;56;382;23;366;43;181
LEVAN PATSATSIA;NOV       ;15;6;69;14;75;3;81;17;122;8;127;1;32
LINAS KLEIZA;MIL       ;15;27;179;91;307;33;236;56;387;18;459;14;119
LOUKAS MAVROKEFALIDIS;PAN       ;15;68;124;15;160;35;164;54;263;19;267;17;73
LOVRO MAZALIN;CED       ;15;6;22;1;17;9;17;5;33;0;37;3;25
LUCCA STAIGER;MUN       ;15;6;46;20;55;2;47;11;69;0;85;1;19
LUDDE HAKANSON;BAR       ;15;0;12;5;11;2;9;0;18;0;19;1;9
LUKA BABIC;CED       ;15;15;75;39;127;3;56;24;139;5;170;13;58
LUKA MITROVIC;RED       ;15;31;227;63;295;41;266;85;546;40;550;39;222
LUKA ZORIC;ULK       ;15;44;146;0;140;44;147;40;282;27;267;20;87
LUKAS LEKAVICIUS;ZAL       ;15;53;242;41;226;27;215;28;401;16;386;42;159
LUKASZ WISNIEWSKI;ZGO       ;15;4;26;1;17;0;16;2;30;1;43;3;15
LUKE HARANGODY;PAM       ;15;19;104;35;144;12;67;34;188;14;206;8;67
MACIEJ LAMPE;BAR       ;15;68;196;21;187;43;166;57;283;34;313;14;84
MAIK ZIRBES;RED       ;15;23;146;1;151;32;153;47;268;31;278;22;120
MAKSIM KRIVOSHEEV;NOV       ;15;4;53;0;30;12;61;8;82;5;87;7;23
MANUCHAR MARKOISHVILI;CSK       ;15;12;69;25;109;15;113;15;169;7;152;6;57
MANUEL VANUZZO;SAS       ;15;0;13;2;14;0;7;1;16;2;21;2;12
MAODO NGUIRANE;MAL       ;15;1;5;0;5;2;7;0;5;0;8;1;1
MARCELINHO HUERTAS;BAR       ;15;95;354;73;319;30;273;58;525;6;523;56;168
MARCO CUSIN;SAS       ;15;2;14;0;18;0;19;4;30;1;25;1;7
MARCUS SLAUGHTER;MAD       ;15;14;165;0;221;33;163;42;293;15;286;9;73
MARCUS WILLIAMS;RED       ;15;68;231;129;346;53;286;61;608;16;586;69;214
MARDY COLLINS;ZGO       ;15;29;90;26;130;21;91;26;198;9;200;20;82
MARIO DELAS;CED       ;15;24;102;11;118;6;55;16;145;15;180;10;66
MARIO HEZONJA;BAR       ;15;28;186;76;217;24;175;33;318;11;299;21;99
MARKO ARAPOVIC;CED       ;15;8;42;7;70;6;35;11;86;6;90;6;41
MARKO BANIC;BER       ;15;52;215;0;170;41;154;38;354;29;358;34;180
MARKO TEJIC;RED       ;15;7;68;12;65;8;73;15;145;8;134;7;47
MARKO TOMAS;CED       ;15;1;12;5;17;0;2;2;22;2;29;0;6
MARQUEZ HAYNES;TEL       ;15;31;264;73;250;21;194;31;447;6;395;22;137
MARSHON BROOKS;MIL       ;15;74;217;93;303;53;271;49;436;17;519;35;136
MARTIN SEIFERTH;BER       ;15;1;6;0;3;2;2;1;3;0;8;0;1
MARTYNAS MAZEIKA;KLA       ;15;23;115;24;124;28;100;14;192;2;194;9;70
MARTYNAS POCIUS;GAL       ;15;18;168;58;232;30;172;23;324;10;342;33;137
MASSIMO CHESSA;SAS       ;15;3;13;7;30;8;31;0;38;0;42;0;11
MATT JANNING;IST       ;15;47;228;100;317;17;275;47;501;4;476;29;155
MATT LOJESKI;OLY       ;15;42;179;75;297;21;241;68;454;12;416;18;149
MATTEO FORMENTI;SAS       ;15;2;11;6;18;0;18;3;25;0;30;0;5
MATTHEW LOJESKI;OLY       ;15;12;40;13;65;3;50;13;95;1;91;6;31
MELIH MAHMUTOGLU;ULK       ;15;3;48;28;64;0;61;8;86;3;94;4;32
MICHAEL PATRYK GOSPODAREK;ZGO       ;15;0;2;0;4;0;4;0;13;0;7;2;8
MICHAL CHYLINSKI;ZGO       ;15;11;70;28;102;2;80;9;177;3;154;15;66
MICHALIS LOUNTZIS;PAN       ;15;1;2;1;12;0;7;2;10;0;12;2;6
MICHALIS TSAIRELIS;OLY       ;15;0;0;0;2;0;2;0;2;0;3;0;0
MIKE JAMES;BAS       ;15;38;125;59;175;42;170;27;256;10;284;27;81
MILKO BJELICA;IST       ;15;38;199;52;237;53;212;49;405;20;407;27;135
MILOS TEODOSIC;CSK       ;15;55;235;167;381;65;346;60;625;6;522;86;224
MINDAUGAS GIRDZIUNAS;KLA       ;15;16;79;18;104;13;67;11;137;3;157;12;54
MINDAUGAS KUZMINSKAS;MAL       ;15;26;199;64;282;62;264;58;402;47;482;28;174
MIRO BILAN;CED       ;15;31;114;1;141;35;84;40;197;26;218;16;83
MIROSLAV TODIC;SAS       ;15;18;80;37;143;16;85;29;168;19;212;6;61
MIRZA BEGIC;BAS       ;15;25;129;0;165;55;180;48;269;26;252;19;97
MO SOLUADE;MAL       ;15;5;25;9;31;2;12;2;31;2;54;1;9
MORITZ WAGNER;BER       ;15;0;1;0;1;0;2;1;2;0;1;1;2
MUSTAFA SHAKUR;KLA       ;15;41;125;21;144;24;136;23;225;0;223;20;88
NANDO DE COLO;CSK       ;15;89;282;68;374;112;358;72;633;12;532;49;218
NATE JAWAI;GAL       ;15;0;13;0;19;10;26;7;41;6;34;4;16
NATE LINHART;TEL       ;15;19;156;43;164;15;147;43;270;12;274;9;94
NEMANJA BJELICA;ULK       ;15;48;306;75;403;114;409;193;683;54;657;44;232
NEMANJA DANGUBIC;RED       ;15;27;136;37;167;19;134;29;283;17;285;26;120
NEMANJA GORDIC;CED       ;15;28;134;38;164;8;90;16;213;5;252;29;86
NEMANJA JARAMAZ;ZGO       ;15;23;89;34;142;30;141;20;207;9;219;8;75
NEMANJA NEDOVIC;PAM       ;15;9;52;15;67;4;34;4;88;1;85;11;26
NENAD KRSTIC;IST       ;15;54;194;0;225;110;234;63;355;38;384;24;120
NICOLO MELLI;MIL       ;15;26;196;60;267;20;242;60;402;23;458;12;126
NIELS GIFFEY;BER       ;15;29;184;47;140;10;123;41;306;15;301;23;154
NIHAD DEDOVIC;MUN       ;15;6;28;9;38;6;27;2;46;2;59;2;17
NIHAD DJEDOVIC;MUN       ;15;23;104;23;102;16;97;21;148;3;179;9;47
NIKOLA KALINIC;RED       ;15;43;265;62;305;75;314;69;582;25;563;46;242
NIKOLA REBIC;RED       ;15;0;1;1;4;0;3;0;7;0;3;1;6
NIKOS PAPPAS;PAN       ;15;34;142;61;235;66;216;42;375;9;365;31;140
NIKOS ZISIS;UNK       ;15;68;321;49;326;48;338;56;657;10;558;34;215
NOBEL BOUNGOU-COLO;LMG       ;15;16;111;38;175;29;88;15;207;13;251;23;104
NOLAN SMITH;GAL       ;15;4;8;1;9;2;12;2;19;1;18;2;5
OGUZ SAVAS;ULK       ;15;28;129;0;118;30;118;26;236;34;243;24;97
OKBEN ULUBAY;IST       ;15;5;18;3;18;2;6;1;39;4;34;1;10
OLIVER LAFAYETTE;OLY       ;15;44;181;109;320;33;267;54;462;6;449;24;135
OMER YURTSEVEN;ULK       ;15;0;1;0;4;0;2;0;3;1;1;0;3
ORLANDO JOHNSON;BAS       ;15;5;14;2;21;2;8;2;29;1;33;1;9
OTHELLO HUNTER;OLY       ;15;31;181;0;322;40;217;94;487;47;441;32;154
OUSMANE CAMARA;LMG       ;15;7;54;2;55;9;43;14;80;14;96;9;50
PABLO AGUILAR;PAM       ;15;2;39;19;66;4;33;15;85;8;86;3;31
PABLO PEREZ;PAM       ;15;0;4;0;1;0;0;0;2;0;2;1;1
PAPE-PHILIPPE AMAGOU;LMG       ;15;1;32;9;37;2;24;6;56;1;60;2;22
PATRIC YOUNG;GAL       ;15;39;189;1;203;50;216;67;341;42;371;26;145
PAU RIBAS;PAM       ;15;32;114;41;149;13;99;20;205;3;208;9;59
PAUL ZIPSER;MUN       ;15;2;21;4;23;0;16;3;30;2;37;4;11
PAULIUS JANKUNAS;ZAL       ;15;70;312;40;281;75;231;130;534;26;508;43;208
PAVEL ANTIPOV;UNK       ;15;3;13;3;13;2;7;1;24;1;19;1;5
PAVEL KOROBKOV;CSK       ;15;3;62;3;89;12;79;15;164;6;106;10;66
PETR GUBANOV;UNK       ;15;1;23;5;25;3;36;4;48;1;41;1;20
PIETRO ARADORI;GAL       ;15;15;78;15;98;20;104;22;145;1;152;4;48
RAFA MARTINEZ;PAM       ;15;9;60;22;93;7;29;7;108;1;127;9;31
RAIDAS NACIUS;KLA       ;15;0;2;0;0;0;0;2;6;0;0;1;2
RAKIM SANDERS;SAS       ;15;15;95;43;164;24;82;19;168;5;251;11;63
RAMEL CURRY;LMG       ;15;20;96;43;136;11;76;17;162;5;199;22;82
REGGIE REDDING;BER       ;15;103;318;62;236;37;246;83;507;21;492;56;245
RICKY HICKMAN;ULK       ;15;24;141;56;188;65;215;31;307;11;330;25;103
RIHARDS KUKSIKS;NOV       ;15;6;40;16;45;4;34;9;77;0;70;0;23
ROBERTAS JAVTOKAS;ZAL       ;15;61;273;4;281;33;185;66;514;32;469;29;200
ROBIN BENZING;MUN       ;15;19;100;21;88;14;81;14;158;7;169;4;45
ROKO UKIC;CED       ;15;30;84;32;110;19;85;11;152;5;167;18;56
ROMAIN SATO;PAM       ;15;24;125;24;140;10;92;31;214;12;212;13;65
RUDY FERNANDEZ;MAD       ;15;71;355;138;429;74;323;65;597;21;595;32;162
RYAN GOMES;BAS       ;15;4;11;4;9;0;10;7;15;0;13;2;3
RYAN TOOLSON;MAL       ;15;69;224;94;246;41;279;19;427;10;437;42;160
SALAH MEJRI;MAD       ;15;5;47;1;45;21;51;12;74;9;82;8;16
SAM VAN ROSSOM;PAM       ;15;11;75;21;89;7;57;10;117;2;136;7;41
SAMARDO SAMUELS;MIL       ;15;32;246;30;338;104;296;70;508;54;561;39;156
SASHA KAUN;CSK       ;15;24;240;0;336;100;280;84;543;50;477;29;191
SASHA VUJACIC;BAS       ;15;16;65;24;95;6;54;13;110;1;130;10;39
SEMEN ANTONOV;NOV       ;15;31;282;76;294;20;212;49;476;19;483;32;163
SEMIH ERDEN;ULK       ;15;5;99;0;128;36;94;36;226;26;202;18;71
SERGEY BYKOV;UNK       ;15;5;37;7;34;4;22;7;71;2;63;12;33
SERGIO LLULL;MAD       ;15;62;416;139;505;56;391;44;713;7;704;24;197
SERGIO RODRIGUEZ;MAD       ;15;83;310;110;382;61;322;33;510;6;528;37;142
SERHAT CETIN;ULK       ;15;1;16;5;32;0;30;7;58;0;31;2;25
SERHIY LISHCHUK;PAM       ;15;5;31;0;47;9;19;11;69;4;73;7;20
SHANE LAWAL;SAS       ;15;14;94;0;157;34;105;30;179;43;248;17;87
SHAWN JAMES;MIL       ;15;9;84;3;145;25;81;29;179;28;230;8;51
SIIM-SANDER VENE;ZAL       ;15;10;59;16;81;7;78;6;100;11;115;4;36
SIMAS GALDIKAS;KLA       ;15;17;97;0;123;16;92;31;183;17;177;10;68
SINAN GULER;GAL       ;15;44;234;61;289;20;295;55;435;10;471;45;161
SOFOKLIS SCHORTSANITIS;TEL       ;15;66;204;0;208;82;156;44;350;17;334;40;125
SONNY WEEMS;CSK       ;15;103;292;120;385;44;337;85;642;13;544;56;218
STEED TCHICAMBOUD;LMG       ;15;2;25;5;20;6;21;5;43;0;44;8;27
STEFAN JOVIC;RED       ;15;25;142;22;92;8;117;36;209;4;237;23;109
STEFAN MARKOVIC;MAL       ;15;12;149;42;239;23;163;32;288;12;362;32;122
STEPHANE LASME;IST       ;15;76;264;1;275;41;239;74;487;32;475;34;161
