ACTION|CONSOLE|COORD_X|COORD_Y|FASTBREAK|ID_ACTION|ID_PLAYER|MINUTE|NUM_ANOT|PLAYER|POINTS|POINTS_A|POINTS_B|POINTS_OFF_TURNOVER|SECOND_CHANCE|TEAM|UTC|ZONE|Game
Free Throw In|06:00|-1|-1||FTM|PCQO      |24|341|EZE, BENJAMIN|1|46|40|||KHI       || |0
Three Pointer|06:00|-244|671||3FGM|PCIW      |24|344|VIDENOV, FILIP|3|46|43|||SOP       ||H|0
Three Pointer|06:00|-382|614||3FGM|PAFP      |24|346|PLANINIC, ZORAN|3|49|43|||KHI       ||H|0
Missed Three Pointer|06:00|-194|671||3FGA|P000378   |24|347|EWING, DANIEL|0|49|43|||SOP       ||H|0
Layup Made|05:00|75|62||LAYUPMD|PJHV      |25|351|LAPETA, ADAM|2|49|45|||SOP       ||C|0
Layup Made|05:00|-81|81||LAYUPMD|PCQO      |25|354|EZE, BENJAMIN|2|51|45|||KHI       ||B|0
Free Throw In|05:00|-1|-1||FTM|PCQO      |25|359|EZE, BENJAMIN|1|52|45|||KHI       || |0
Missed Layup|05:00|94|87||LAYUPATT|P000378   |25|360|EWING, DANIEL|0|52|45|||SOP       ||C|0
Missed Two Pointer|04:00|501|112||2FGA|PLLH      |26|364|FRIDZON, VITALY|0|52|45|||KHI       ||G|0
Missed Layup|04:00|81|119||LAYUPATT|PCIW      |26|366|VIDENOV, FILIP|0|52|45|||SOP       ||C|0
Missed Three Pointer|04:00|313|671||3FGA|P002873   |26|370|GIDDENS, JUSTIN RAY|0|52|45|||SOP       ||I|0
Three Pointer|03:00|715|181||3FGM|PLLH      |27|374|FRIDZON, VITALY|3|55|45|||KHI       ||I|0
Layup Made|03:00|-69|62||LAYUPMD|P002873   |27|380|GIDDENS, JUSTIN RAY|2|55|47|||SOP       ||B|0
Free Throw In|03:00|-1|-1||FTM|P002873   |27|383|GIDDENS, JUSTIN RAY|1|55|48|||SOP       || |0
Missed Two Pointer|03:00|-376|112||2FGA|PCQO      |27|384|EZE, BENJAMIN|0|55|48|||KHI       ||D|0
Missed Layup|02:00|75|37||LAYUPATT|P000378   |28|389|EWING, DANIEL|0|55|48|||SOP       ||C|0
Layup Made|02:00|-56|75||LAYUPMD|P001887   |28|391|LANGFORD, KEITH|2|57|48|||KHI       ||B|0
Free Throw In|02:00|-1|-1||FTM|P001887   |28|396|LANGFORD, KEITH|1|58|48|||KHI       || |0
Two Pointer|02:00|250|194||2FGM|PBTS      |28|399|VARDA, RATKO|2|58|50|||SOP       ||E|0
Missed Three Pointer|01:00|545|495||3FGA|P000035   |29|401|DMITRIEV, FEDOR|0|58|50|||KHI       ||I|0
Two Pointer|01:00|-282|194||2FGM|P000378   |29|403|EWING, DANIEL|2|58|52|||SOP       ||D|0
Two Pointer|01:00|432|69||2FGM|PAFP      |29|404|PLANINIC, ZORAN|2|60|52|||KHI       ||E|0
Missed Two Pointer|00:00|-194|144||2FGA|PCIW      |30|406|VIDENOV, FILIP|0|60|52|||SOP       ||B|0
Layup Made|00:00|69|56||LAYUPMD|PBTS      |30|408|VARDA, RATKO|2|60|54|||SOP       ||C|0
Free Throw In|00:00|-1|-1||FTM|PBTS      |30|415|VARDA, RATKO|1|60|55|||SOP       || |0
Free Throw In|00:00|-1|-1||FTM|PLLH      |30|421|FRIDZON, VITALY|1|61|55|||KHI       || |0
Layup Made|00:00|-69|125||LAYUPMD|PALR      |30|431|SAVRASENKO, ALEKSEY|2|63|55|||KHI       ||B|0
Layup Made|09:00|56|75||LAYUPMD|PLLH      |31|445|FRIDZON, VITALY|2|65|55|||KHI       ||C|0
Free Throw In|09:00|-1|-1||FTM|PLLH      |31|450|FRIDZON, VITALY|1|66|55|||KHI       || |0
Two Pointer|09:00|12|301||2FGM|P002873   |31|451|GIDDENS, JUSTIN RAY|2|66|57|||SOP       ||E|0
Missed Two Pointer|08:00|-106|426||2FGA|P000378   |32|456|EWING, DANIEL|0|66|57|||SOP       ||F|0
Missed Three Pointer|08:00|-489|570||3FGA|PBTS      |32|459|VARDA, RATKO|0|66|57|||SOP       ||H|0
Layup Made|08:00|94|87||LAYUPMD|P002873   |32|461|GIDDENS, JUSTIN RAY|2|66|59|||SOP       ||C|0
Missed Two Pointer|08:00|-200|181||2FGA|P000035   |32|462|DMITRIEV, FEDOR|0|66|59|||KHI       ||D|0
Three Pointer|08:00|508|526||3FGM|PAIT      |32|465|LOPEZ, RAUL|3|69|59|||KHI       ||I|0
Layup Made|07:00|69|106||LAYUPMD|PBTS      |33|468|VARDA, RATKO|2|69|61|||SOP       ||C|0
Layup Made|07:00|-18|81||LAYUPMD|PALR      |33|476|SAVRASENKO, ALEKSEY|2|71|61|||KHI       ||B|0
Missed Two Pointer|07:00|-395|432||2FGA|PLGW      |33|477|BURRELL, RONNIE|0|71|61|||SOP       ||F|0
Layup Made|06:00|-12|87||LAYUPMD|P000378   |34|484|EWING, DANIEL|2|71|63|||SOP       ||B|0
Missed Layup|06:00|-131|106||LAYUPATT|PBEJ      |34|489|LONCAR, KRESIMIR|0|71|63|||KHI       ||B|0
Missed Layup|05:00|-12|188||LAYUPATT|PCIW      |35|492|VIDENOV, FILIP|0|71|63|||SOP       ||B|0
Free Throw In|05:00|-1|-1||FTM|P001887   |35|496|LANGFORD, KEITH|1|72|63|||KHI       || |0
Two Pointer|05:00|-257|131||2FGM|P002873   |35|501|GIDDENS, JUSTIN RAY|2|72|65|||SOP       ||D|0
Missed Layup|05:00|62|112||LAYUPATT|P001887   |35|506|LANGFORD, KEITH|0|72|65|||KHI       ||C|0
Layup Made|05:00|-119|37||LAYUPMD|PALR      |35|508|SAVRASENKO, ALEKSEY|2|74|65|||KHI       ||B|0
Missed Three Pointer|04:00|-294|696||3FGA|P002873   |36|510|GIDDENS, JUSTIN RAY|0|74|65|||SOP       ||H|0
Free Throw In|04:00|-1|-1||FTM|P000378   |36|517|EWING, DANIEL|1|74|66|||SOP       || |0
Free Throw In|04:00|-1|-1||FTM|P000378   |36|518|EWING, DANIEL|1|74|67|||SOP       || |0
Missed Layup|03:00|-50|75||LAYUPATT|P000592   |37|528|JAGLA, JAN-HENDRICK|0|74|67|||SOP       ||B|0
Missed Layup|03:00|-69|81||LAYUPATT|P002837   |37|530|WILKS, MICHAEL|0|74|67|||SOP       ||B|0
Layup Made|03:00|50|100||LAYUPMD|PBTS      |37|532|VARDA, RATKO|2|74|69|||SOP       ||C|0
Missed Three Pointer|03:00|-552|495||3FGA|P000378   |37|539|EWING, DANIEL|0|74|69|||SOP       ||H|0
Layup Made|03:00|106|43||LAYUPMD|P002873   |37|541|GIDDENS, JUSTIN RAY|2|74|71|||SOP       ||C|0
Two Pointer|03:00|-395|263||2FGM|P001887   |37|543|LANGFORD, KEITH|2|76|71|||KHI       ||F|0
Three Pointer|02:00|677|244||3FGM|PLLH      |38|549|FRIDZON, VITALY|3|79|71|||KHI       ||I|0
Missed Layup|01:00|-144|106||LAYUPATT|P002837   |39|552|WILKS, MICHAEL|0|79|71|||SOP       ||B|0
Layup Made|01:00|37|94||LAYUPMD|PBTS      |39|554|VARDA, RATKO|2|79|73|||SOP       ||C|0
Missed Three Pointer|01:00|-558|439||3FGA|P001887   |39|555|LANGFORD, KEITH|0|79|73|||KHI       ||H|0
Three Pointer|01:00|376|646||3FGM|P000592   |39|560|JAGLA, JAN-HENDRICK|3|79|76|||SOP       ||I|0
Free Throw In|00:00|-1|-1||FTM|P001887   |40|572|LANGFORD, KEITH|1|80|76|||KHI       || |0
Free Throw In|00:00|-1|-1||FTM|P001887   |40|573|LANGFORD, KEITH|1|81|76|||KHI       || |0
Missed Layup|00:00|69|106||LAYUPATT|P000378   |40|577|EWING, DANIEL|0|81|76|||SOP       ||C|0
Free Throw In|00:00|-1|-1||FTM|P001887   |40|585|LANGFORD, KEITH|1|82|76|||KHI       || |0
Missed Three Pointer|00:00|552|470||3FGA|P000378   |40|588|EWING, DANIEL|0|82|76|||SOP       ||I|0
Missed Two Pointer|09:00|-276|194||2FGA|P002834   |1|2|PARGO, JEREMY|0|0|0|||TEL       ||D|1
Three Pointer|09:00|219|683||3FGM|PJZJ      |1|5|TELETOVIC, MIRZA|3|3|0|||BAS       ||I|1
Missed Three Pointer|09:00|432|545||3FGA|PLKX      |1|6|PNINI, GUY|0|3|0|||TEL       ||I|1
Free Throw In|09:00|-1|-1||FTM|PTGC      |1|10|BARAC, STANKO|1|4|0|||BAS       || |1
Free Throw In|09:00|-1|-1||FTM|PTGC      |1|11|BARAC, STANKO|1|5|0|||BAS       || |1
Missed Layup|08:00|37|75||LAYUPATT|P002833   |2|13|HENDRIX, RICHARD|0|5|0|||TEL       ||C|1
Free Throw In|08:00|-1|-1||FTM|PTGC      |2|25|BARAC, STANKO|1|6|0|||BAS       || |1
Two Pointer|07:00|12|457||2FGM|P002833   |3|29|HENDRIX, RICHARD|2|6|2|||TEL       ||G|1
Three Pointer|07:00|269|633||3FGM|P001972   |3|31|OLESON, BRAD|3|9|2|||BAS       ||I|1
Missed Three Pointer|07:00|-664|50||3FGA|PLKX      |3|32|PNINI, GUY|0|9|2|||TEL       ||H|1
Missed Two Pointer|06:00|-250|100||2FGA|PJZJ      |4|40|TELETOVIC, MIRZA|0|9|2|||BAS       ||D|1
Layup Made|06:00|-56|56||LAYUPMD|PLGD      |4|43|ELIYAHU, LIOR|2|9|4|||TEL       ||B|1
Three Pointer|06:00|-376|539||3FGM|P000518   |4|46|SAN EMETERIO, FERNANDO|3|12|4|||BAS       ||H|1
Missed Layup|05:00|62|56||LAYUPATT|P002833   |5|48|HENDRIX, RICHARD|0|12|4|||TEL       ||C|1
Missed Layup|05:00|50|87||LAYUPATT|P002833   |5|52|HENDRIX, RICHARD|0|12|4|||TEL       ||C|1
Layup Made|05:00|-43|144||LAYUPMD|P001920   |5|54|PERKINS, DORON|2|12|6|||TEL       ||B|1
Three Pointer|05:00|-545|395||3FGM|PJZJ      |5|55|TELETOVIC, MIRZA|3|15|6|||BAS       ||H|1
Missed Two Pointer|05:00|144|219||2FGA|PLOC      |5|59|EIDSON, CHUCK|0|15|6|||TEL       ||E|1
Missed Layup|05:00|-131|100||LAYUPATT|PJXX      |5|61|SCHORTSANITIS, SOFOKLIS|0|15|6|||TEL       ||B|1
Missed Layup|04:00|18|119||LAYUPATT|PJXX      |6|72|SCHORTSANITIS, SOFOKLIS|0|15|6|||TEL       ||C|1
Missed Layup|04:00|31|87||LAYUPATT|PLGD      |6|74|ELIYAHU, LIOR|0|15|6|||TEL       ||C|1
Three Pointer|04:00|-6|690||3FGM|P000541   |6|77|LOGAN, DAVID|3|18|6|||BAS       ||H|1
Missed Three Pointer|03:00|664|0||3FGA|P002834   |7|79|PARGO, JEREMY|0|18|6|||TEL       ||I|1
Missed Layup|03:00|-6|94||LAYUPATT|PLGD      |7|81|ELIYAHU, LIOR|0|18|6|||TEL       ||B|1
Layup Made|03:00|6|100||LAYUPMD|P000541   |7|83|LOGAN, DAVID|2|20|6|||BAS       ||C|1
Missed Three Pointer|03:00|319|652||3FGA|P001920   |7|84|PERKINS, DORON|0|20|6|||TEL       ||I|1
Two Pointer|03:00|-445|294||2FGM|P000541   |7|86|LOGAN, DAVID|2|22|6|||BAS       ||F|1
Missed Layup|02:00|69|75||LAYUPATT|P002834   |8|88|PARGO, JEREMY|0|22|6|||TEL       ||C|1
Layup Made|02:00|-69|87||LAYUPMD|PJZJ      |8|91|TELETOVIC, MIRZA|2|24|6|||BAS       ||B|1
Missed Two Pointer|02:00|401|-12||2FGA|PLOC      |8|96|EIDSON, CHUCK|0|24|6|||TEL       ||E|1
Missed Layup|02:00|-119|131||LAYUPATT|P002834   |8|98|PARGO, JEREMY|0|24|6|||TEL       ||B|1
Free Throw In|02:00|-1|-1||FTM|PTGC      |8|106|BARAC, STANKO|1|25|6|||BAS       || |1
Free Throw In|02:00|-1|-1||FTM|PTGC      |8|107|BARAC, STANKO|1|26|6|||BAS       || |1
Missed Layup|02:00|119|75||LAYUPATT|PJGM      |8|108|GREEN, YANIV|0|26|6|||TEL       ||C|1
Free Throw In|02:00|-1|-1||FTM|PAOY      |8|112|BURSTEIN, TAL|1|26|7|||TEL       || |1
Missed Layup|01:00|-138|106||LAYUPATT|PJZJ      |9|116|TELETOVIC, MIRZA|0|26|7|||BAS       ||B|1
Missed Three Pointer|01:00|664|25||3FGA|PAOY      |9|118|BURSTEIN, TAL|0|26|7|||TEL       ||I|1
Layup Made|01:00|119|144||LAYUPMD|PBES      |9|120|BLU, DAVID|2|26|9|||TEL       ||C|1
Missed Three Pointer|01:00|313|671||3FGA|PJZJ      |9|121|TELETOVIC, MIRZA|0|26|9|||BAS       ||I|1
Two Pointer|01:00|263|69||2FGM|PTGC      |9|123|BARAC, STANKO|2|28|9|||BAS       ||C|1
Layup Made|00:00|81|112||LAYUPMD|PJGM      |10|126|GREEN, YANIV|2|28|11|||TEL       ||C|1
Missed Two Pointer|00:00|395|94||2FGA|P001413   |10|127|BJELICA, NEMANJA|0|28|11|||BAS       ||E|1
Three Pointer|00:00|244|677||3FGM|PJZJ      |10|132|TELETOVIC, MIRZA|3|31|11|||BAS       ||I|1
Missed Layup|09:00|-125|106||LAYUPATT|P000518   |11|137|SAN EMETERIO, FERNANDO|0|31|11|||BAS       ||B|1
Three Pointer|09:00|-288|677||3FGM|PBES      |11|142|BLU, DAVID|3|31|14|||TEL       ||H|1
Three Pointer|09:00|696|87||3FGM|PJUJ      |11|144|HUERTAS, MARCELINHO|3|34|14|||BAS       ||I|1
Missed Three Pointer|08:00|432|489||3FGA|P002834   |12|146|PARGO, JEREMY|0|34|14|||TEL       ||I|1
Layup Made|08:00|31|112||LAYUPMD|PCWH      |12|153|RANCIK, MARTIN|2|36|14|||BAS       ||C|1
Layup Made|08:00|37|56||LAYUPMD|PJXX      |12|155|SCHORTSANITIS, SOFOKLIS|2|36|16|||TEL       ||C|1
Free Throw In|08:00|-1|-1||FTM|PJXX      |12|160|SCHORTSANITIS, SOFOKLIS|1|36|17|||TEL       || |1
Missed Three Pointer|07:00|125|727||3FGA|P001413   |13|162|BJELICA, NEMANJA|0|36|17|||BAS       ||I|1
Three Pointer|07:00|-514|439||3FGM|PJZJ      |13|168|TELETOVIC, MIRZA|3|39|17|||BAS       ||H|1
Dunk|07:00|-18|18||DUNK|PJXX      |13|169|SCHORTSANITIS, SOFOKLIS|2|39|19|||TEL       ||A|1
Missed Layup|06:00|-56|81||LAYUPATT|PAOY      |14|173|BURSTEIN, TAL|0|39|19|||TEL       ||B|1
Layup Made|06:00|31|119||LAYUPMD|PCWH      |14|175|RANCIK, MARTIN|2|41|19|||BAS       ||C|1
Missed Layup|06:00|163|87||LAYUPATT|PJXX      |14|176|SCHORTSANITIS, SOFOKLIS|0|41|19|||TEL       ||C|1
Layup Made|06:00|-43|181||LAYUPMD|P001920   |14|178|PERKINS, DORON|2|41|21|||TEL       ||B|1
Missed Layup|05:00|-56|106||LAYUPATT|PCWH      |15|180|RANCIK, MARTIN|0|41|21|||BAS       ||B|1
Layup Made|05:00|-87|87||LAYUPMD|PJXX      |15|185|SCHORTSANITIS, SOFOKLIS|2|41|23|||TEL       ||B|1
Three Pointer|05:00|-652|25||3FGM|P000518   |15|192|SAN EMETERIO, FERNANDO|3|44|23|||BAS       ||H|1
Missed Layup|05:00|-31|138||LAYUPATT|PJXX      |15|193|SCHORTSANITIS, SOFOKLIS|0|44|23|||TEL       ||B|1
Missed Three Pointer|04:00|-426|514||3FGA|PJZJ      |16|203|TELETOVIC, MIRZA|0|44|23|||BAS       ||H|1
Missed Three Pointer|04:00|-552|445||3FGA|PCWH      |16|207|RANCIK, MARTIN|0|44|23|||BAS       ||H|1
Free Throw In|04:00|-1|-1||FTM|PJZJ      |16|211|TELETOVIC, MIRZA|1|45|23|||BAS       || |1
Free Throw In|04:00|-1|-1||FTM|PJZJ      |16|212|TELETOVIC, MIRZA|1|46|23|||BAS       || |1
Layup Made|04:00|150|94||LAYUPMD|P002833   |16|214|HENDRIX, RICHARD|2|46|25|||TEL       ||C|1
Layup Made|03:00|25|119||LAYUPMD|PCWH      |17|217|RANCIK, MARTIN|2|48|25|||BAS       ||C|1
Layup Made|03:00|-87|50||LAYUPMD|P002833   |17|219|HENDRIX, RICHARD|2|48|27|||TEL       ||B|1
Free Throw In|03:00|-1|-1||FTM|P002833   |17|222|HENDRIX, RICHARD|1|48|28|||TEL       || |1
Free Throw In|03:00|-1|-1||FTM|PLOC      |17|230|EIDSON, CHUCK|1|48|29|||TEL       || |1
Layup Made|02:00|-31|69||LAYUPMD|PCWH      |18|232|RANCIK, MARTIN|2|50|29|||BAS       ||B|1
