ACTION|CONSOLE|COORD_X|COORD_Y|FASTBREAK|ID_ACTION|ID_PLAYER|MINUTE|NUM_ANOT|PLAYER|POINTS|POINTS_A|POINTS_B|POINTS_OFF_TURNOVER|SECOND_CHANCE|TEAM|UTC|ZONE|Game
Two Pointer|09:00|276|200||2FGM|PLFW      |1|2|RUBIO, RICKY|2|0|2|||BAR       ||E|0
Three Pointer|09:00|690|-43||3FGM|PCOS      |1|3|SOLOMON, WILLIE|3|3|2|||ULK       ||I|0
Missed Three Pointer|08:00|382|759||3FGA|PADI      |2|6|NAVARRO, JUAN CARLOS|0|3|2|||BAR       ||I|0
Two Pointer|08:00|545|100||2FGM|PCOS      |2|8|SOLOMON, WILLIE|2|5|2|||ULK       ||G|0
Layup Made|08:00|-25|181||LAYUPMD|PJWO      |2|10|MICKEAL, PETE|2|5|4|||BAR       ||B|0
Missed Layup|07:00|-94|125||LAYUPATT|PCOS      |3|12|SOLOMON, WILLIE|0|5|4|||ULK       ||B|0
Layup Made|07:00|-18|94||LAYUPMD|PBWL      |3|16|LORBEK, ERAZEM|2|5|6|||BAR       ||B|0
Missed Two Pointer|07:00|-539|69||2FGA|PAFI      |3|19|GIRICEK, GORDAN|0|5|6|||ULK       ||F|0
Two Pointer|06:00|426|69||2FGM|PAXC      |4|22|VAZQUEZ, FRAN|2|5|8|||BAR       ||E|0
Missed Two Pointer|06:00|31|476||2FGA|PCOS      |4|24|SOLOMON, WILLIE|0|5|8|||ULK       ||G|0
Missed Two Pointer|06:00|-150|244||2FGA|PADI      |4|26|NAVARRO, JUAN CARLOS|0|5|8|||BAR       ||D|0
Free Throw In|05:00|-1|-1||FTM|PJWO      |5|41|MICKEAL, PETE|1|5|9|||BAR       || |0
Free Throw In|05:00|-1|-1||FTM|PJWO      |5|42|MICKEAL, PETE|1|5|10|||BAR       || |0
Two Pointer|05:00|307|464||2FGM|PAXC      |5|43|VAZQUEZ, FRAN|2|5|12|||BAR       ||G|0
Missed Three Pointer|05:00|-495|451||3FGA|PARO      |5|45|ONAN, OMER|0|5|12|||ULK       ||H|0
Dunk|04:00|-6|-6||DUNK|PAXC      |6|48|VAZQUEZ, FRAN|2|5|14|||BAR       ||A|0
Missed Layup|04:00|-75|0||LAYUPATT|PJWO      |6|55|MICKEAL, PETE|0|5|14|||BAR       ||A|0
Missed Two Pointer|04:00|-188|150||2FGA|PCOS      |6|57|SOLOMON, WILLIE|0|5|14|||ULK       ||B|0
Missed Two Pointer|04:00|-12|533||2FGA|PAXC      |6|59|VAZQUEZ, FRAN|0|5|14|||BAR       ||F|0
Layup Made|03:00|69|12||LAYUPMD|P000709   |7|62|ASIK, OMER|2|7|14|||ULK       ||A|0
Missed Layup|03:00|-119|18||LAYUPATT|PLFW      |7|63|RUBIO, RICKY|0|7|14|||BAR       ||B|0
Missed Two Pointer|03:00|-326|363||2FGA|PTFH      |7|71|PRELDZIC, EMIR|0|7|14|||ULK       ||F|0
Free Throw In|02:00|-1|-1||FTM|P000709   |8|81|ASIK, OMER|1|8|14|||ULK       || |0
Missed Layup|02:00|-31|119||LAYUPATT|PTFH      |8|84|PRELDZIC, EMIR|0|8|14|||ULK       ||B|0
Three Pointer|02:00|-188|639||3FGM|PJWO      |8|86|MICKEAL, PETE|3|8|17|||BAR       ||H|0
Missed Layup|01:00|75|94||LAYUPATT|PCOS      |9|89|SOLOMON, WILLIE|0|8|17|||ULK       ||C|0
Missed Two Pointer|01:00|489|56||2FGA|P000738   |9|93|KINSEY, TARENCE|0|8|17|||ULK       ||G|0
Two Pointer|01:00|-138|150||2FGM|PJWO      |9|99|MICKEAL, PETE|2|8|19|||BAR       ||B|0
Missed Three Pointer|01:00|-432|646||3FGA|PTFH      |9|100|PRELDZIC, EMIR|0|8|19|||ULK       ||H|0
Two Pointer|00:00|-238|56||2FGM|PCOS      |10|104|SOLOMON, WILLIE|2|10|19|||ULK       ||B|0
Free Throw In|00:00|-1|-1||FTM|PCOS      |10|107|SOLOMON, WILLIE|1|11|19|||ULK       || |0
Missed Three Pointer|00:00|489|501||3FGA|PBGO      |10|108|SADA, VICTOR|0|11|19|||BAR       ||I|0
Missed Three Pointer|09:00|445|508||3FGA|PCRR      |11|113|GREER, LYNN|0|11|19|||ULK       ||I|0
Layup Made|09:00|56|43||LAYUPMD|P000709   |11|115|ASIK, OMER|2|13|19|||ULK       ||C|0
Free Throw In|09:00|-1|-1||FTM|P000709   |11|120|ASIK, OMER|1|14|19|||ULK       || |0
Three Pointer|09:00|451|533||3FGM|PADS      |11|121|BASILE, GIANLUCA|3|14|22|||BAR       ||I|0
Missed Three Pointer|09:00|125|690||3FGA|PCOS      |11|123|SOLOMON, WILLIE|0|14|22|||ULK       ||I|0
Layup Made|09:00|-106|25||LAYUPMD|PBGO      |11|125|SADA, VICTOR|2|14|24|||BAR       ||B|0
Free Throw In|08:00|-1|-1||FTM|PCOS      |12|129|SOLOMON, WILLIE|1|15|24|||ULK       || |0
Missed Three Pointer|08:00|-664|119||3FGA|PCRR      |12|130|GREER, LYNN|0|15|24|||ULK       ||H|0
Missed Three Pointer|07:00|-639|150||3FGA|PCOS      |13|134|SOLOMON, WILLIE|0|15|24|||ULK       ||H|0
Missed Layup|07:00|-181|6||LAYUPATT|PBGO      |13|141|SADA, VICTOR|0|15|24|||BAR       ||B|0
Missed Three Pointer|07:00|-602|332||3FGA|PADS      |13|144|BASILE, GIANLUCA|0|15|24|||BAR       ||H|0
Free Throw In|07:00|-1|-1||FTM|PJYB      |13|148|ERDEN, SEMIH|1|16|24|||ULK       || |0
Free Throw In|07:00|-1|-1||FTM|PJYB      |13|149|ERDEN, SEMIH|1|17|24|||ULK       || |0
Free Throw In|06:00|-1|-1||FTM|PJWO      |14|158|MICKEAL, PETE|1|17|25|||BAR       || |0
Free Throw In|06:00|-1|-1||FTM|PJWO      |14|159|MICKEAL, PETE|1|17|26|||BAR       || |0
Missed Two Pointer|06:00|-244|56||2FGA|PTFH      |14|162|PRELDZIC, EMIR|0|17|26|||ULK       ||B|0
Missed Two Pointer|06:00|345|56||2FGA|PAXC      |14|164|VAZQUEZ, FRAN|0|17|26|||BAR       ||E|0
Missed Layup|05:00|-112|50||LAYUPATT|PLFW      |15|172|RUBIO, RICKY|0|17|26|||BAR       ||B|0
Missed Layup|05:00|69|37||LAYUPATT|PCRR      |15|175|GREER, LYNN|0|17|26|||ULK       ||C|0
Missed Two Pointer|05:00|-313|12||2FGA|PAXC      |15|178|VAZQUEZ, FRAN|0|17|26|||BAR       ||D|0
Free Throw In|04:00|-1|-1||FTM|PADS      |16|190|BASILE, GIANLUCA|1|17|27|||BAR       || |0
Missed Three Pointer|04:00|445|520||3FGA|PCRR      |16|193|GREER, LYNN|0|17|27|||ULK       ||I|0
Layup Made|04:00|-94|12||LAYUPMD|PLTS      |16|195|MORRIS, TERENCE|2|17|29|||BAR       ||B|0
Missed Layup|04:00|112|56||LAYUPATT|PCRR      |16|197|GREER, LYNN|0|17|29|||ULK       ||C|0
Missed Three Pointer|03:00|-671|62||3FGA|PCRR      |17|202|GREER, LYNN|0|17|29|||ULK       ||H|0
Missed Three Pointer|03:00|-470|558||3FGA|PLGR      |17|208|BASAK, RASIM|0|17|29|||ULK       ||H|0
Three Pointer|03:00|-426|508||3FGM|PLFW      |17|210|RUBIO, RICKY|3|17|32|||BAR       ||H|0
Layup Made|03:00|87|50||LAYUPMD|PJPF      |17|211|SAVAS, OGUZ|2|19|32|||ULK       ||C|0
Missed Three Pointer|02:00|664|37||3FGA|PLTS      |18|213|MORRIS, TERENCE|0|19|32|||BAR       ||I|0
Free Throw In|02:00|-1|-1||FTM|PLFW      |18|219|RUBIO, RICKY|1|19|33|||BAR       || |0
Free Throw In|02:00|-1|-1||FTM|PLFW      |18|220|RUBIO, RICKY|1|19|34|||BAR       || |0
Free Throw In|02:00|-1|-1||FTM|PTFH      |18|228|PRELDZIC, EMIR|1|20|34|||ULK       || |0
Layup Made|01:00|81|62||LAYUPMD|PBWL      |19|232|LORBEK, ERAZEM|2|20|36|||BAR       ||C|0
Free Throw In|01:00|-1|-1||FTM|PJPF      |19|239|SAVAS, OGUZ|1|21|36|||ULK       || |0
Missed Two Pointer|01:00|-313|69||2FGA|PBWL      |19|240|LORBEK, ERAZEM|0|21|36|||BAR       ||D|0
Missed Layup|01:00|169|62||LAYUPATT|PADI      |19|243|NAVARRO, JUAN CARLOS|0|21|36|||BAR       ||C|0
Missed Three Pointer|00:00|457|533||3FGA|PTFH      |20|246|PRELDZIC, EMIR|0|21|36|||ULK       ||I|0
Missed Three Pointer|00:00|-351|589||3FGA|PCOS      |20|253|SOLOMON, WILLIE|0|21|36|||ULK       ||H|0
Free Throw In|00:00|-1|-1||FTM|PADI      |20|261|NAVARRO, JUAN CARLOS|1|21|37|||BAR       || |0
Missed Layup|00:00|150|50||LAYUPATT|PTFH      |20|264|PRELDZIC, EMIR|0|21|37|||ULK       ||C|0
Free Throw In|00:00|-1|-1||FTM|PBKE      |20|269|GRIMAU, ROGER|1|21|38|||BAR       || |0
Two Pointer|09:00|332|169||2FGM|PJWO      |21|280|MICKEAL, PETE|2|21|40|||BAR       ||E|0
Layup Made|09:00|-87|12||LAYUPMD|PARO      |21|282|ONAN, OMER|2|23|40|||ULK       ||B|0
Layup Made|09:00|87|43||LAYUPMD|PJWO      |21|285|MICKEAL, PETE|2|23|42|||BAR       ||C|0
Three Pointer|09:00|-495|432||3FGM|PLGR      |21|287|BASAK, RASIM|3|26|42|||ULK       ||H|0
Two Pointer|08:00|-432|319||2FGM|PADI      |22|290|NAVARRO, JUAN CARLOS|2|26|44|||BAR       ||F|0
Missed Layup|08:00|-131|31||LAYUPATT|P000709   |22|292|ASIK, OMER|0|26|44|||ULK       ||B|0
Layup Made|08:00|69|75||LAYUPMD|P000738   |22|294|KINSEY, TARENCE|2|28|44|||ULK       ||C|0
Layup Made|06:00|81|43||LAYUPMD|PCOS      |24|316|SOLOMON, WILLIE|2|30|44|||ULK       ||C|0
Two Pointer|06:00|-37|250||2FGM|P000738   |24|320|KINSEY, TARENCE|2|32|44|||ULK       ||D|0
Missed Three Pointer|05:00|-470|501||3FGA|PADI      |25|324|NAVARRO, JUAN CARLOS|0|32|44|||BAR       ||H|0
Two Pointer|05:00|-6|363||2FGM|PJWO      |25|326|MICKEAL, PETE|2|32|46|||BAR       ||D|0
Missed Layup|05:00|94|69||LAYUPATT|PLFW      |25|330|RUBIO, RICKY|0|32|46|||BAR       ||C|0
Three Pointer|05:00|-357|564||3FGM|PCOS      |25|332|SOLOMON, WILLIE|3|35|46|||ULK       ||H|0
Layup Made|05:00|81|50||LAYUPMD|PJWO      |25|334|MICKEAL, PETE|2|35|48|||BAR       ||C|0
Layup Made|04:00|69|43||LAYUPMD|PBWL      |26|339|LORBEK, ERAZEM|2|35|50|||BAR       ||C|0
Free Throw In|04:00|-1|-1||FTM|PADI      |26|350|NAVARRO, JUAN CARLOS|1|35|51|||BAR       || |0
Free Throw In|04:00|-1|-1||FTM|PADI      |26|351|NAVARRO, JUAN CARLOS|1|35|52|||BAR       || |0
Missed Three Pointer|04:00|495|464||3FGA|PLTS      |26|356|MORRIS, TERENCE|0|35|52|||BAR       ||I|0
Free Throw In|03:00|-1|-1||FTM|PJYB      |27|361|ERDEN, SEMIH|1|36|52|||ULK       || |0
Missed Three Pointer|03:00|-31|721||3FGA|PLGR      |27|365|BASAK, RASIM|0|36|52|||ULK       ||H|0
Layup Made|02:00|-75|37||LAYUPMD|PJWO      |28|373|MICKEAL, PETE|2|36|54|||BAR       ||B|0
Free Throw In|02:00|-1|-1||FTM|PJWO      |28|377|MICKEAL, PETE|1|36|55|||BAR       || |0
Missed Two Pointer|02:00|-414|119||2FGA|PCOS      |28|378|SOLOMON, WILLIE|0|36|55|||ULK       ||D|0
Free Throw In|02:00|-1|-1||FTM|PBGO      |28|393|SADA, VICTOR|1|36|56|||BAR       || |0
Missed Three Pointer|01:00|-508|514||3FGA|PTFH      |29|397|PRELDZIC, EMIR|0|36|56|||ULK       ||H|0
Two Pointer|01:00|-194|69||2FGM|PJWO      |29|399|MICKEAL, PETE|2|36|58|||BAR       ||B|0
Missed Layup|01:00|-106|37||LAYUPATT|PJYB      |29|403|ERDEN, SEMIH|0|36|58|||ULK       ||B|0
Dunk|01:00|0|18||DUNK|PAXC      |29|407|VAZQUEZ, FRAN|2|36|60|||BAR       ||A|0
Missed Layup|00:00|37|181||LAYUPATT|PCOS      |30|410|SOLOMON, WILLIE|0|36|60|||ULK       ||C|0
Free Throw In|00:00|-1|-1||FTM|PJWO      |30|414|MICKEAL, PETE|1|36|61|||BAR       || |0
Free Throw In|00:00|-1|-1||FTM|PJWO      |30|415|MICKEAL, PETE|1|36|62|||BAR       || |0
Layup Made|00:00|106|75||LAYUPMD|PJPF      |30|420|SAVAS, OGUZ|2|38|62|||ULK       ||C|0
Missed Three Pointer|00:00|-326|1179||3FGA|PBGO      |30|422|SADA, VICTOR|0|38|62|||BAR       ||H|0
Three Pointer|09:00|-683|94||3FGM|PAFI      |31|425|GIRICEK, GORDAN|3|41|62|||ULK       ||H|0
Missed Three Pointer|09:00|489|489||3FGA|PADS      |31|427|BASILE, GIANLUCA|0|41|62|||BAR       ||I|0
Free Throw In|09:00|-1|-1||FTM|PLTS      |31|431|MORRIS, TERENCE|1|41|63|||BAR       || |0
Free Throw In|09:00|-1|-1||FTM|PLTS      |31|432|MORRIS, TERENCE|1|41|64|||BAR       || |0
Missed Layup|08:00|-18|194||LAYUPATT|PAFI      |32|434|GIRICEK, GORDAN|0|41|64|||ULK       ||B|0
Missed Three Pointer|08:00|370|589||3FGA|PBKE      |32|436|GRIMAU, ROGER|0|41|64|||BAR       ||I|0
Layup Made|08:00|-12|119||LAYUPMD|PCOS      |32|438|SOLOMON, WILLIE|2|43|64|||ULK       ||B|0
Missed Three Pointer|08:00|464|520||3FGA|PLTS      |32|439|MORRIS, TERENCE|0|43|64|||BAR       ||I|0
Missed Three Pointer|07:00|-501|514||3FGA|PADS      |33|446|BASILE, GIANLUCA|0|43|64|||BAR       ||H|0
Missed Three Pointer|07:00|-683|31||3FGA|PCOS      |33|450|SOLOMON, WILLIE|0|43|64|||ULK       ||H|0
Layup Made|07:00|-94|106||LAYUPMD|PLTS      |33|452|MORRIS, TERENCE|2|43|66|||BAR       ||B|0
Missed Three Pointer|06:00|-677|-18||3FGA|PAFI      |34|455|GIRICEK, GORDAN|0|43|66|||ULK       ||H|0
Layup Made|06:00|100|18||LAYUPMD|PLTS      |34|457|MORRIS, TERENCE|2|43|68|||BAR       ||C|0
Missed Layup|06:00|-138|37||LAYUPATT|PJPF      |34|460|SAVAS, OGUZ|0|43|68|||ULK       ||B|0
Missed Three Pointer|05:00|401|539||3FGA|PLTS      |35|464|MORRIS, TERENCE|0|43|68|||BAR       ||I|0
Layup Made|05:00|94|25||LAYUPMD|PCRR      |35|472|GREER, LYNN|2|45|68|||ULK       ||C|0
Missed Three Pointer|05:00|100|727||3FGA|PBGO      |35|473|SADA, VICTOR|0|45|68|||BAR       ||I|0
Missed Two Pointer|04:00|69|520||2FGA|PJPF      |36|480|SAVAS, OGUZ|0|45|68|||ULK       ||G|0
Layup Made|04:00|-69|62||LAYUPMD|PJJF      |36|482|TRIAS, JORDI|2|45|70|||BAR       ||B|0
Free Throw In|04:00|-1|-1||FTM|PJJF      |36|486|TRIAS, JORDI|1|45|71|||BAR       || |0
Missed Two Pointer|04:00|-62|457||2FGA|PAFI      |36|490|GIRICEK, GORDAN|0|45|71|||ULK       ||F|0
Three Pointer|03:00|50|721||3FGM|PCRR      |37|496|GREER, LYNN|3|48|71|||ULK       ||I|0
Missed Three Pointer|02:00|664|0||3FGA|P000109   |38|504|CETIN, SERHAT|0|48|71|||ULK       ||I|0
Free Throw In|02:00|-1|-1||FTM|PJJF      |38|509|TRIAS, JORDI|1|48|72|||BAR       || |0
Layup Made|02:00|12|119||LAYUPMD|PJPF      |38|511|SAVAS, OGUZ|2|50|72|||ULK       ||C|0
Free Throw In|02:00|-1|-1||FTM|PLFW      |38|514|RUBIO, RICKY|1|50|73|||BAR       || |0
Free Throw In|02:00|-1|-1||FTM|PLFW      |38|515|RUBIO, RICKY|1|50|74|||BAR       || |0
Layup Made|01:00|-25|125||LAYUPMD|PJPF      |39|517|SAVAS, OGUZ|2|52|74|||ULK       ||B|0
Layup Made|01:00|125|56||LAYUPMD|PTGE      |39|519|NDONG, BONIFACE|2|52|76|||BAR       ||C|0
Missed Layup|01:00|-144|56||LAYUPATT|PAFI      |39|521|GIRICEK, GORDAN|0|52|76|||ULK       ||B|0
Layup Made|01:00|-81|18||LAYUPMD|PJPF      |39|523|SAVAS, OGUZ|2|54|76|||ULK       ||B|0
Layup Made|01:00|25|144||LAYUPMD|PBKE      |39|524|GRIMAU, ROGER|2|54|78|||BAR       ||C|0
Three Pointer|00:00|382|696||3FGM|PCRR      |40|526|GREER, LYNN|3|57|78|||ULK       ||I|0
Dunk|00:00|-6|12||DUNK|PTGE      |40|527|NDONG, BONIFACE|2|57|80|||BAR       ||A|0
Two Pointer|00:00|470|37||2FGM|PTGE      |40|531|NDONG, BONIFACE|2|57|82|||BAR       ||G|0
Free Throw In|00:00|-1|-1||FTM|PCRR      |40|537|GREER, LYNN|1|58|82|||ULK       || |0
Free Throw In|00:00|-1|-1||FTM|PCRR      |40|538|GREER, LYNN|1|59|82|||ULK       || |0
Missed Three Pointer|09:00|432|621||3FGA|P000009   |1|2|BOGDANOVIC, BOJAN|0|0|0|||CIB       ||I|1
Dunk|09:00|0|6||DUNK|PCQO      |1|4|EZE, BENJAMIN|2|0|2|||SIE       ||A|1
Free Throw In|09:00|-1|-1||FTM|PKZA      |1|10|HAWKINS, DAVID|1|0|3|||SIE       || |1
Free Throw In|09:00|-1|-1||FTM|PKZA      |1|11|HAWKINS, DAVID|1|0|4|||SIE       || |1
Missed Three Pointer|09:00|677|-18||3FGA|PJOC      |1|12|STONEROOK, SHAUN|0|0|4|||SIE       ||I|1
Two Pointer|08:00|-12|376||2FGM|PCQO      |2|14|EZE, BENJAMIN|2|0|6|||SIE       ||D|1
Missed Three Pointer|08:00|-664|119||3FGA|P001310   |2|16|GORDON, JAMONT|0|0|6|||CIB       ||H|1
Layup Made|08:00|-94|37||LAYUPMD|PKZA      |2|18|HAWKINS, DAVID|2|0|8|||SIE       ||B|1
Missed Layup|07:00|81|56||LAYUPATT|PAFG      |3|21|BAGARIC, DALIBOR|0|0|8|||CIB       ||C|1
Layup Made|07:00|-43|50||LAYUPMD|P000009   |3|23|BOGDANOVIC, BOJAN|2|2|8|||CIB       ||B|1
Layup Made|07:00|-62|87||LAYUPMD|PLMO      |3|24|SATO, ROMAIN|2|2|10|||SIE       ||B|1
Free Throw In|07:00|-1|-1||FTM|P000009   |3|33|BOGDANOVIC, BOJAN|1|3|10|||CIB       || |1
Missed Two Pointer|07:00|225|119||2FGA|PLMO      |3|34|SATO, ROMAIN|0|3|10|||SIE       ||C|1
Missed Layup|06:00|-6|81||LAYUPATT|PTFD      |4|37|VUKUSIC, VEDRAN|0|3|10|||CIB       ||B|1
Layup Made|06:00|-87|50||LAYUPMD|PTFD      |4|39|VUKUSIC, VEDRAN|2|5|10|||CIB       ||B|1
Layup Made|06:00|144|25||LAYUPMD|PAFG      |4|43|BAGARIC, DALIBOR|2|7|10|||CIB       ||C|1
Missed Three Pointer|05:00|683|106||3FGA|PLMO      |5|47|SATO, ROMAIN|0|7|10|||SIE       ||I|1
Layup Made|05:00|-75|94||LAYUPMD|P001310   |5|49|GORDON, JAMONT|2|9|10|||CIB       ||B|1
Free Throw In|05:00|-1|-1||FTM|P001310   |5|54|GORDON, JAMONT|1|10|10|||CIB       || |1
Missed Three Pointer|04:00|483|533||3FGA|PCPS      |6|58|TOMAS, MARKO|0|10|10|||CIB       ||I|1
Missed Three Pointer|04:00|501|464||3FGA|PCPS      |6|60|TOMAS, MARKO|0|10|10|||CIB       ||I|1
Missed Three Pointer|04:00|577|326||3FGA|PJIS      |6|62|DOMERCANT, HENRY|0|10|10|||SIE       ||I|1
Missed Three Pointer|04:00|-87|721||3FGA|PCPS      |6|64|TOMAS, MARKO|0|10|10|||CIB       ||H|1
Layup Made|04:00|-50|56||LAYUPMD|PCQO      |6|66|EZE, BENJAMIN|2|10|12|||SIE       ||B|1
Dunk|03:00|-6|0||DUNK|PAFG      |7|69|BAGARIC, DALIBOR|2|12|12|||CIB       ||A|1
Three Pointer|03:00|-646|307||3FGM|PJOC      |7|70|STONEROOK, SHAUN|3|12|15|||SIE       ||H|1
Missed Three Pointer|02:00|-683|138||3FGA|P000009   |8|73|BOGDANOVIC, BOJAN|0|12|15|||CIB       ||H|1
Free Throw In|02:00|-1|-1||FTM|PKWI      |8|87|MCINTYRE, TERRELL|1|12|16|||SIE       || |1
Free Throw In|02:00|-1|-1||FTM|PKWI      |8|88|MCINTYRE, TERRELL|1|12|17|||SIE       || |1
Missed Layup|01:00|100|37||LAYUPATT|PJIS      |9|93|DOMERCANT, HENRY|0|12|17|||SIE       ||C|1
Missed Layup|01:00|-112|69||LAYUPATT|PJOC      |9|95|STONEROOK, SHAUN|0|12|17|||SIE       ||B|1
Missed Three Pointer|01:00|564|388||3FGA|PTFD      |9|97|VUKUSIC, VEDRAN|0|12|17|||CIB       ||I|1
Layup Made|01:00|62|56||LAYUPMD|PBLH      |9|99|LAVRINOVIC, KSISTOF|2|12|19|||SIE       ||C|1
Free Throw In|01:00|-1|-1||FTM|PBLH      |9|106|LAVRINOVIC, KSISTOF|1|12|20|||SIE       || |1
Missed Three Pointer|01:00|376|583||3FGA|P000009   |9|107|BOGDANOVIC, BOJAN|0|12|20|||CIB       ||I|1
Free Throw In|00:00|-1|-1||FTM|PBLH      |10|114|LAVRINOVIC, KSISTOF|1|12|21|||SIE       || |1
Free Throw In|00:00|-1|-1||FTM|PCPS      |10|125|TOMAS, MARKO|1|13|21|||CIB       || |1
Missed Two Pointer|00:00|-326|426||2FGA|PJIS      |10|126|DOMERCANT, HENRY|0|13|21|||SIE       ||F|1
Missed Two Pointer|00:00|552|69||2FGA|PJIS      |10|127|DOMERCANT, HENRY|0|13|21|||SIE       ||G|1
Missed Two Pointer|09:00|-545|156||2FGA|PJJV      |11|135|ROZIC, MARIN|0|13|21|||CIB       ||F|1
Layup Made|09:00|-100|81||LAYUPMD|PABN      |11|137|ZISIS, NIKOS|2|13|23|||SIE       ||B|1
Missed Three Pointer|09:00|69|690||3FGA|P001934   |11|139|GRAVES, ANTONIO|0|13|23|||CIB       ||I|1
Missed Three Pointer|09:00|658|94||3FGA|PJJV      |11|141|ROZIC, MARIN|0|13|23|||CIB       ||I|1
Missed Three Pointer|09:00|483|508||3FGA|PLJP      |11|143|ZUBCIC, TOMISLAV|0|13|23|||CIB       ||I|1
Layup Made|08:00|-94|69||LAYUPMD|PLJP      |12|150|ZUBCIC, TOMISLAV|2|15|23|||CIB       ||B|1
Three Pointer|07:00|-94|727||3FGM|PBLH      |13|153|LAVRINOVIC, KSISTOF|3|15|26|||SIE       ||H|1
Free Throw In|07:00|-1|-1||FTM|PCPS      |13|164|TOMAS, MARKO|1|16|26|||CIB       || |1
Free Throw In|07:00|-1|-1||FTM|PCPS      |13|165|TOMAS, MARKO|1|17|26|||CIB       || |1
Missed Layup|06:00|131|50||LAYUPATT|PCQO      |14|167|EZE, BENJAMIN|0|17|26|||SIE       ||C|1
Three Pointer|06:00|-288|621||3FGM|PLJP      |14|169|ZUBCIC, TOMISLAV|3|20|26|||CIB       ||H|1
Missed Layup|06:00|-100|94||LAYUPATT|PCPS      |14|182|TOMAS, MARKO|0|20|26|||CIB       ||B|1
Layup Made|06:00|-94|37||LAYUPMD|PCPS      |14|187|TOMAS, MARKO|2|22|26|||CIB       ||B|1
Missed Three Pointer|05:00|-87|690||3FGA|PABN      |15|189|ZISIS, NIKOS|0|22|26|||SIE       ||H|1
Missed Three Pointer|05:00|225|658||3FGA|PJDQ      |15|193|ANDRIC, LUKSA|0|22|26|||CIB       ||I|1
Three Pointer|05:00|-608|376||3FGM|PLMK      |15|195|CARRARETTO, MARCO|3|22|29|||SIE       ||H|1
Missed Layup|03:00|69|87||LAYUPATT|PLJP      |17|208|ZUBCIC, TOMISLAV|0|22|29|||CIB       ||C|1
Missed Layup|03:00|6|106||LAYUPATT|PLJP      |17|210|ZUBCIC, TOMISLAV|0|22|29|||CIB       ||C|1
Free Throw In|03:00|-1|-1||FTM|PBLH      |17|216|LAVRINOVIC, KSISTOF|1|22|30|||SIE       || |1
Free Throw In|03:00|-1|-1||FTM|PBLH      |17|218|LAVRINOVIC, KSISTOF|1|22|31|||SIE       || |1
Missed Layup|03:00|-169|87||LAYUPATT|PJHL      |17|221|RESS, TOMAS|0|22|31|||SIE       ||B|1
Missed Three Pointer|03:00|439|614||3FGA|PABN      |17|223|ZISIS, NIKOS|0|22|31|||SIE       ||I|1
Missed Three Pointer|02:00|69|715||3FGA|PLJP      |18|226|ZUBCIC, TOMISLAV|0|22|31|||CIB       ||I|1
Missed Two Pointer|02:00|-269|257||2FGA|PBLH      |18|228|LAVRINOVIC, KSISTOF|0|22|31|||SIE       ||D|1
Three Pointer|01:00|-407|564||3FGM|PBLH      |19|241|LAVRINOVIC, KSISTOF|3|22|34|||SIE       ||H|1
Missed Three Pointer|01:00|-43|746||3FGA|PKWI      |19|245|MCINTYRE, TERRELL|0|22|34|||SIE       ||H|1
Layup Made|01:00|81|31||LAYUPMD|PCPS      |19|247|TOMAS, MARKO|2|24|34|||CIB       ||C|1
Free Throw In|00:00|-1|-1||FTM|PKWI      |20|252|MCINTYRE, TERRELL|1|24|35|||SIE       || |1
Missed Layup|00:00|-131|81||LAYUPATT|PTFD      |20|253|VUKUSIC, VEDRAN|0|24|35|||CIB       ||B|1
Missed Three Pointer|00:00|671|181||3FGA|PLMK      |20|255|CARRARETTO, MARCO|0|24|35|||SIE       ||I|1
Missed Three Pointer|09:00|-464|526||3FGA|PCPS      |21|264|TOMAS, MARKO|0|24|35|||CIB       ||H|1
Free Throw In|09:00|-1|-1||FTM|PLMO      |21|270|SATO, ROMAIN|1|24|36|||SIE       || |1
Free Throw In|09:00|-1|-1||FTM|PLMO      |21|272|SATO, ROMAIN|1|24|37|||SIE       || |1
Free Throw In|09:00|-1|-1||FTM|PLMO      |21|277|SATO, ROMAIN|1|24|38|||SIE       || |1
Free Throw In|09:00|-1|-1||FTM|PLMO      |21|279|SATO, ROMAIN|1|24|39|||SIE       || |1
Layup Made|09:00|-69|56||LAYUPMD|PKZA      |21|282|HAWKINS, DAVID|2|24|41|||SIE       ||B|1
Missed Layup|08:00|-31|87||LAYUPATT|PKZA      |22|288|HAWKINS, DAVID|0|24|41|||SIE       ||B|1
Free Throw In|08:00|-1|-1||FTM|PKZA      |22|296|HAWKINS, DAVID|1|24|42|||SIE       || |1
Free Throw In|08:00|-1|-1||FTM|PKZA      |22|298|HAWKINS, DAVID|1|24|43|||SIE       || |1
Missed Three Pointer|08:00|-696|194||3FGA|P000009   |22|301|BOGDANOVIC, BOJAN|0|24|43|||CIB       ||H|1
Three Pointer|07:00|-200|690||3FGM|PKWI      |23|303|MCINTYRE, TERRELL|3|24|46|||SIE       ||H|1
Free Throw In|07:00|-1|-1||FTM|PCPS      |23|306|TOMAS, MARKO|1|25|46|||CIB       || |1
Free Throw In|07:00|-1|-1||FTM|PCPS      |23|307|TOMAS, MARKO|1|26|46|||CIB       || |1
Layup Made|07:00|0|125||LAYUPMD|PLMO      |23|310|SATO, ROMAIN|2|26|48|||SIE       ||B|1
Missed Two Pointer|07:00|-533|100||2FGA|P001310   |23|311|GORDON, JAMONT|0|26|48|||CIB       ||F|1
