ACTION|CONSOLE|COORD_X|COORD_Y|FASTBREAK|ID_ACTION|ID_PLAYER|MINUTE|NUM_ANOT|PLAYER|POINTS|POINTS_A|POINTS_B|POINTS_OFF_TURNOVER|SECOND_CHANCE|TEAM|UTC|ZONE|Game
Layup Made|03:00|87|56||LAYUPMD|P001225   |17|230|CHILDRESS, JOSH|2|32|35|||OLY       ||C|0
Missed Layup|02:00|150|31||LAYUPATT|P001225   |18|242|CHILDRESS, JOSH|0|32|35|||OLY       ||C|0
Missed Two Pointer|02:00|-294|508||2FGA|PKQI      |18|244|SLAY, TAMAR|0|32|35|||AVE       ||I|0
Missed Three Pointer|01:00|652|244||3FGA|PCRR      |19|254|GREER, LYNN|0|32|35|||OLY       ||A|0
Free Throw In|01:00|-1|-1||FTM|PAPB      |19|258|VUJCIC, NIKOLA|1|32|36|||OLY       || |0
Layup Made|01:00|-37|87||LAYUPMD|P000754   |19|261|DIENER, DRAKE|2|34|36|||AVE       ||D|0
Missed Three Pointer|01:00|376|677||3FGA|P000754   |19|267|DIENER, DRAKE|0|34|36|||AVE       ||G|0
Layup Made|00:00|6|106||LAYUPMD|PAMM      |20|270|PRINTEZIS, GEORGIOS|2|34|38|||OLY       ||C|0
Missed Two Pointer|00:00|225|539||2FGA|PKVL      |20|271|BEST, TRAVIS|0|34|38|||AVE       ||H|0
Layup Made|00:00|106|18||LAYUPMD|PATW      |20|274|PAPALOUKAS, THEODOROS|2|34|40|||OLY       ||C|0
Three Pointer|09:00|470|501||3FGM|P000754   |21|284|DIENER, DRAKE|3|37|40|||AVE       ||G|0
Layup Made|09:00|-75|56||LAYUPMD|PATW      |21|288|PAPALOUKAS, THEODOROS|2|37|42|||OLY       ||D|0
Free Throw In|08:00|-1|-1||FTM|PAVJ      |22|292|TUSEK, MARKO|1|38|42|||AVE       || |0
Free Throw In|08:00|-1|-1||FTM|PAVJ      |22|293|TUSEK, MARKO|1|39|42|||AVE       || |0
Missed Three Pointer|08:00|677|50||3FGA|PDHF      |22|294|ERCEG, ZORAN|0|39|42|||OLY       ||A|0
Missed Three Pointer|08:00|652|244||3FGA|P000754   |22|296|DIENER, DRAKE|0|39|42|||AVE       ||A|0
Missed Three Pointer|07:00|269|683||3FGA|PAVJ      |23|305|TUSEK, MARKO|0|39|42|||AVE       ||G|0
Layup Made|07:00|56|31||LAYUPMD|P001177   |23|307|WILLIAMS, ERIC|2|41|42|||AVE       ||C|0
Layup Made|07:00|-213|112||LAYUPMD|PCRR      |23|308|GREER, LYNN|2|41|44|||OLY       ||D|0
Missed Layup|07:00|163|169||LAYUPATT|PKVL      |23|309|BEST, TRAVIS|0|41|44|||AVE       ||C|0
Missed Three Pointer|06:00|-639|263||3FGA|PCRR      |24|312|GREER, LYNN|0|41|44|||OLY       ||F|0
Missed Three Pointer|06:00|307|664||3FGA|PCRR      |24|318|GREER, LYNN|0|41|44|||OLY       ||G|0
Missed Three Pointer|06:00|-307|639||3FGA|PLCC      |24|320|WARREN, CHRIS|0|41|44|||AVE       ||J|0
Missed Layup|06:00|-31|37||LAYUPATT|P001225   |24|322|CHILDRESS, JOSH|0|41|44|||OLY       ||D|0
Missed Layup|05:00|81|131||LAYUPATT|PLCC      |25|327|WARREN, CHRIS|0|41|44|||AVE       ||C|0
Layup Made|05:00|-119|31||LAYUPMD|PDHF      |25|329|ERCEG, ZORAN|2|41|46|||OLY       ||D|0
Missed Layup|05:00|-75|50||LAYUPATT|P001177   |25|330|WILLIAMS, ERIC|0|41|46|||AVE       ||D|0
Missed Layup|05:00|-43|119||LAYUPATT|P000754   |25|338|DIENER, DRAKE|0|41|46|||AVE       ||D|0
Missed Three Pointer|05:00|-125|702||3FGA|PKVL      |25|342|BEST, TRAVIS|0|41|46|||AVE       ||J|0
Layup Made|04:00|-75|12||LAYUPMD|P001225   |26|345|CHILDRESS, JOSH|2|41|48|||OLY       ||D|0
Missed Layup|04:00|-81|43||LAYUPATT|PAQE      |26|355|RADULOVIC, NIKOLA|0|41|48|||AVE       ||D|0
Layup Made|04:00|-106|56||LAYUPMD|PAQE      |26|359|RADULOVIC, NIKOLA|2|43|48|||AVE       ||D|0
Layup Made|03:00|-106|18||LAYUPMD|PAPB      |27|361|VUJCIC, NIKOLA|2|43|50|||OLY       ||D|0
Missed Three Pointer|03:00|313|690||3FGA|PAQE      |27|363|RADULOVIC, NIKOLA|0|43|50|||AVE       ||G|0
Missed Layup|03:00|94|50||LAYUPATT|PAPB      |27|365|VUJCIC, NIKOLA|0|43|50|||OLY       ||C|0
Three Pointer|03:00|31|702||3FGM|PKVL      |27|374|BEST, TRAVIS|3|46|50|||AVE       ||G|0
Layup Made|02:00|50|69||LAYUPMD|PAMM      |28|377|PRINTEZIS, GEORGIOS|2|46|52|||OLY       ||C|0
Layup Made|02:00|-18|56||LAYUPMD|PKVL      |28|378|BEST, TRAVIS|2|48|52|||AVE       ||D|0
Free Throw In|02:00|-1|-1||FTM|PKVL      |28|385|BEST, TRAVIS|1|49|52|||AVE       || |0
Layup Made|02:00|-81|25||LAYUPMD|P001225   |28|386|CHILDRESS, JOSH|2|49|54|||OLY       ||D|0
Layup Made|02:00|-56|18||LAYUPMD|PAQE      |28|393|RADULOVIC, NIKOLA|2|51|54|||AVE       ||D|0
Missed Layup|01:00|-18|56||LAYUPATT|PJDR      |29|396|TEODOSIC, MILOS|0|51|54|||OLY       ||D|0
Free Throw In|01:00|-1|-1||FTM|P001225   |29|401|CHILDRESS, JOSH|1|51|55|||OLY       || |0
Free Throw In|01:00|-1|-1||FTM|P001225   |29|402|CHILDRESS, JOSH|1|51|56|||OLY       || |0
Missed Layup|01:00|-69|75||LAYUPATT|PLCC      |29|409|WARREN, CHRIS|0|51|56|||AVE       ||D|0
Three Pointer|01:00|376|552||3FGM|PAOZ      |29|411|HALPERIN, YOTAM|3|51|59|||OLY       ||G|0
Three Pointer|01:00|345|652||3FGM|PAQE      |29|412|RADULOVIC, NIKOLA|3|54|59|||AVE       ||G|0
Layup Made|00:00|-94|50||LAYUPMD|PAPB      |30|415|VUJCIC, NIKOLA|2|54|61|||OLY       ||D|0
Missed Layup|00:00|69|62||LAYUPATT|PKQI      |30|417|SLAY, TAMAR|0|54|61|||AVE       ||C|0
Free Throw In|00:00|-1|-1||FTM|PAPB      |30|422|VUJCIC, NIKOLA|1|54|62|||OLY       || |0
Missed Layup|09:00|-75|37||LAYUPATT|PAPB      |31|433|VUJCIC, NIKOLA|0|54|62|||OLY       ||D|0
Missed Layup|09:00|81|31||LAYUPATT|PLCC      |31|435|WARREN, CHRIS|0|54|62|||AVE       ||C|0
Free Throw In|09:00|-1|-1||FTM|PJRF      |31|439|VASILOPOULOS, PANAGIOTIS|1|54|63|||OLY       || |0
Missed Three Pointer|08:00|-106|721||3FGA|PKQI      |32|443|SLAY, TAMAR|0|54|63|||AVE       ||J|0
Two Pointer|08:00|-332|175||2FGM|PAMM      |32|445|PRINTEZIS, GEORGIOS|2|54|65|||OLY       ||E|0
Missed Two Pointer|08:00|282|131||2FGA|P000754   |32|446|DIENER, DRAKE|0|54|65|||AVE       ||B|0
Layup Made|07:00|-75|62||LAYUPMD|PAOZ      |33|449|HALPERIN, YOTAM|2|54|67|||OLY       ||D|0
Layup Made|07:00|232|131||LAYUPMD|P001177   |33|451|WILLIAMS, ERIC|2|56|67|||AVE       ||C|0
Layup Made|07:00|-106|12||LAYUPMD|PAMM      |33|452|PRINTEZIS, GEORGIOS|2|56|69|||OLY       ||D|0
Missed Two Pointer|07:00|282|125||2FGA|PLCC      |33|454|WARREN, CHRIS|0|56|69|||AVE       ||B|0
Missed Layup|07:00|37|100||LAYUPATT|PLCC      |33|458|WARREN, CHRIS|0|56|69|||AVE       ||C|0
Missed Layup|06:00|125|56||LAYUPATT|PAOZ      |34|461|HALPERIN, YOTAM|0|56|69|||OLY       ||C|0
Layup Made|06:00|-94|25||LAYUPMD|PAOZ      |34|464|HALPERIN, YOTAM|2|56|71|||OLY       ||D|0
Three Pointer|06:00|-382|614||3FGM|PLCC      |34|465|WARREN, CHRIS|3|59|71|||AVE       ||J|0
Missed Layup|05:00|-250|6||LAYUPATT|PAMM      |35|470|PRINTEZIS, GEORGIOS|0|59|71|||OLY       ||D|0
Missed Layup|05:00|94|25||LAYUPATT|PKQI      |35|472|SLAY, TAMAR|0|59|71|||AVE       ||C|0
Missed Two Pointer|05:00|232|257||2FGA|PAOZ      |35|476|HALPERIN, YOTAM|0|59|71|||OLY       ||B|0
Layup Made|05:00|-75|43||LAYUPMD|PLCC      |35|478|WARREN, CHRIS|2|61|71|||AVE       ||D|0
Free Throw In|05:00|-1|-1||FTM|P001225   |35|489|CHILDRESS, JOSH|1|61|72|||OLY       || |0
Free Throw In|05:00|-1|-1||FTM|P001225   |35|490|CHILDRESS, JOSH|1|61|73|||OLY       || |0
Missed Three Pointer|05:00|6|727||3FGA|PKVL      |35|491|BEST, TRAVIS|0|61|73|||AVE       ||G|0
Missed Three Pointer|04:00|-388|589||3FGA|PKQI      |36|498|SLAY, TAMAR|0|61|73|||AVE       ||J|0
Missed Layup|04:00|-112|62||LAYUPATT|P001177   |36|501|WILLIAMS, ERIC|0|61|73|||AVE       ||D|0
Missed Layup|04:00|-112|94||LAYUPATT|PKQI      |36|505|SLAY, TAMAR|0|61|73|||AVE       ||D|0
Missed Three Pointer|03:00|-351|608||3FGA|PLCC      |37|511|WARREN, CHRIS|0|61|73|||AVE       ||J|0
Missed Layup|03:00|106|75||LAYUPATT|P000754   |37|513|DIENER, DRAKE|0|61|73|||AVE       ||C|0
Free Throw In|03:00|-1|-1||FTM|PAOZ      |37|517|HALPERIN, YOTAM|1|61|74|||OLY       || |0
Free Throw In|03:00|-1|-1||FTM|PAOZ      |37|518|HALPERIN, YOTAM|1|61|75|||OLY       || |0
Missed Layup|03:00|-75|0||LAYUPATT|P000754   |37|521|DIENER, DRAKE|0|61|75|||AVE       ||D|0
Missed Three Pointer|03:00|-683|100||3FGA|PKQI      |37|527|SLAY, TAMAR|0|61|75|||AVE       ||F|0
Missed Three Pointer|02:00|-50|696||3FGA|P001225   |38|530|CHILDRESS, JOSH|0|61|75|||OLY       ||J|0
Free Throw In|02:00|-1|-1||FTM|PLCC      |38|536|WARREN, CHRIS|1|62|75|||AVE       || |0
Free Throw In|02:00|-1|-1||FTM|PLCC      |38|537|WARREN, CHRIS|1|63|75|||AVE       || |0
Dunk|02:00|6|0||DUNK|PAQU      |38|539|BOUROUSIS, IOANNIS|2|63|77|||OLY       ||C|0
Missed Layup|01:00|6|18||LAYUPATT|P001225   |39|543|CHILDRESS, JOSH|0|63|77|||OLY       ||C|0
Layup Made|01:00|-50|62||LAYUPMD|PKQI      |39|545|SLAY, TAMAR|2|65|77|||AVE       ||D|0
Layup Made|01:00|-100|50||LAYUPMD|PCRR      |39|546|GREER, LYNN|2|65|79|||OLY       ||D|0
Missed Layup|00:00|-75|62||LAYUPATT|PLCC      |40|555|WARREN, CHRIS|0|65|79|||AVE       ||D|0
Missed Layup|00:00|6|138||LAYUPATT|P001177   |40|557|WILLIAMS, ERIC|0|65|79|||AVE       ||C|0
Layup Made|00:00|-131|100||LAYUPMD|PLCC      |40|559|WARREN, CHRIS|2|67|79|||AVE       ||D|0
Dunk|00:00|0|0||DUNK|PLCC      |40|562|WARREN, CHRIS|2|69|79|||AVE       ||D|0
Layup Made|00:00|69|43||LAYUPMD|PDHF      |40|563|ERCEG, ZORAN|2|69|81|||OLY       ||C|0
Missed Two Pointer|00:00|-263|407||2FGA|PLCC      |40|567|WARREN, CHRIS|0|69|81|||AVE       ||E|0
Layup Made|00:00|-75|18||LAYUPMD|PAQU      |40|570|BOUROUSIS, IOANNIS|2|69|83|||OLY       ||D|0
Missed Three Pointer|09:00|-702|-18||3FGA|PBES      |1|3|BLUTHENTHAL, DAVID|0|0|0|||LEM       ||F|1
Two Pointer|09:00|-370|250||2FGM|PBES      |1|5|BLUTHENTHAL, DAVID|2|0|2|||LEM       ||E|1
Three Pointer|08:00|602|420||3FGM|PKMV      |2|10|HAISLIP, MARCUS|3|3|2|||MAL       ||A|1
Missed Layup|08:00|94|125||LAYUPATT|PCOB      |2|11|KOFFI, ALAIN|0|3|2|||LEM       ||C|1
Missed Layup|08:00|87|112||LAYUPATT|PCOB      |2|13|KOFFI, ALAIN|0|3|2|||LEM       ||C|1
Three Pointer|07:00|-639|301||3FGM|PTGM      |3|18|SPENCER, DEWARICK|3|3|5|||LEM       ||F|1
Three Pointer|07:00|301|664||3FGM|PKMV      |3|20|HAISLIP, MARCUS|3|6|5|||MAL       ||G|1
Missed Three Pointer|07:00|276|664||3FGA|PBES      |3|21|BLUTHENTHAL, DAVID|0|6|5|||LEM       ||G|1
Missed Three Pointer|07:00|18|715||3FGA|P000545   |3|23|KELATI, THOMAS|0|6|5|||MAL       ||G|1
Missed Three Pointer|06:00|188|683||3FGA|PTGM      |4|26|SPENCER, DEWARICK|0|6|5|||LEM       ||G|1
Layup Made|06:00|-119|94||LAYUPMD|PAWX      |4|28|CABEZAS, CARLOS|2|8|5|||MAL       ||D|1
Missed Two Pointer|06:00|363|307||2FGA|PAWX      |4|32|CABEZAS, CARLOS|0|8|5|||MAL       ||B|1
Two Pointer|05:00|18|432||2FGM|PTEY      |5|36|BADIANE, PAPE|2|8|7|||LEM       ||H|1
Missed Three Pointer|05:00|388|621||3FGA|PKMV      |5|37|HAISLIP, MARCUS|0|8|7|||MAL       ||G|1
Layup Made|05:00|94|125||LAYUPMD|PTGM      |5|39|SPENCER, DEWARICK|2|8|9|||LEM       ||C|1
Free Throw In|04:00|-1|-1||FTM|PAAS      |6|55|JIMENEZ, CARLOS|1|9|9|||MAL       || |1
Free Throw In|04:00|-1|-1||FTM|PAAS      |6|56|JIMENEZ, CARLOS|1|10|9|||MAL       || |1
Missed Layup|04:00|-106|56||LAYUPATT|PKMV      |6|59|HAISLIP, MARCUS|0|10|9|||MAL       ||D|1
Three Pointer|03:00|658|294||3FGM|PBES      |7|70|BLUTHENTHAL, DAVID|3|10|12|||LEM       ||A|1
Missed Layup|03:00|-169|119||LAYUPATT|PLML      |7|76|BATISTA, JOAO PAULO|0|10|12|||LEM       ||D|1
Missed Three Pointer|02:00|690|-31||3FGA|PKMV      |8|79|HAISLIP, MARCUS|0|10|12|||MAL       ||A|1
Layup Made|02:00|37|131||LAYUPMD|PLML      |8|81|BATISTA, JOAO PAULO|2|10|14|||LEM       ||C|1
Free Throw In|02:00|-1|-1||FTM|PLML      |8|84|BATISTA, JOAO PAULO|1|10|15|||LEM       || |1
Free Throw In|02:00|-1|-1||FTM|PTGE      |8|91|NDONG, BONIFACE|1|11|15|||MAL       || |1
Free Throw In|02:00|-1|-1||FTM|PTGE      |8|92|NDONG, BONIFACE|1|12|15|||MAL       || |1
Layup Made|02:00|94|50||LAYUPMD|PTGM      |8|93|SPENCER, DEWARICK|2|12|17|||LEM       ||C|1
Free Throw In|02:00|-1|-1||FTM|PTGM      |8|96|SPENCER, DEWARICK|1|12|18|||LEM       || |1
Two Pointer|01:00|238|376||2FGM|PTGE      |9|99|NDONG, BONIFACE|2|14|18|||MAL       ||B|1
Missed Three Pointer|01:00|-677|219||3FGA|PTGM      |9|100|SPENCER, DEWARICK|0|14|18|||LEM       ||F|1
Missed Three Pointer|01:00|144|696||3FGA|P001162   |9|102|CHASE, BRIAN|0|14|18|||LEM       ||G|1
Free Throw In|01:00|-1|-1||FTM|P001216   |9|110|GOMIS, JOSEPH|1|15|18|||MAL       || |1
Free Throw In|01:00|-1|-1||FTM|P001216   |9|111|GOMIS, JOSEPH|1|16|18|||MAL       || |1
Missed Three Pointer|01:00|614|319||3FGA|PTGM      |9|112|SPENCER, DEWARICK|0|16|18|||LEM       ||A|1
Three Pointer|00:00|664|232||3FGM|P001216   |10|116|GOMIS, JOSEPH|3|19|18|||MAL       ||A|1
Two Pointer|00:00|175|464||2FGM|PCOB      |10|117|KOFFI, ALAIN|2|19|20|||LEM       ||H|1
Missed Layup|00:00|-131|37||LAYUPATT|P000152   |10|118|COOK, OMAR|0|19|20|||MAL       ||D|1
Layup Made|00:00|0|62||LAYUPMD|PTGE      |10|120|NDONG, BONIFACE|2|21|20|||MAL       ||D|1
Missed Three Pointer|00:00|-564|439||3FGA|P001162   |10|121|CHASE, BRIAN|0|21|20|||LEM       ||J|1
Missed Layup|00:00|50|100||LAYUPATT|PCOB      |10|123|KOFFI, ALAIN|0|21|20|||LEM       ||C|1
Missed Layup|09:00|219|56||LAYUPATT|P000152   |11|132|COOK, OMAR|0|21|20|||MAL       ||C|1
Dunk|09:00|0|0||DUNK|PCOB      |11|137|KOFFI, ALAIN|2|21|22|||LEM       ||D|1
Missed Layup|08:00|-112|69||LAYUPATT|PTGE      |12|143|NDONG, BONIFACE|0|21|22|||MAL       ||D|1
Missed Three Pointer|08:00|583|483||3FGA|PTGM      |12|145|SPENCER, DEWARICK|0|21|22|||LEM       ||G|1
Three Pointer|08:00|-25|683||3FGM|PAGQ      |12|148|WELSCH, JIRI|3|24|22|||MAL       ||J|1
Layup Made|07:00|-87|6||LAYUPMD|P001162   |13|153|CHASE, BRIAN|2|24|24|||LEM       ||D|1
Layup Made|07:00|294|6||LAYUPMD|P001215   |13|154|FAVERANI, VITOR|2|26|24|||MAL       ||B|1
Layup Made|07:00|75|6||LAYUPMD|PCOB      |13|155|KOFFI, ALAIN|2|26|26|||LEM       ||C|1
Missed Layup|06:00|288|50||LAYUPATT|PBES      |14|158|BLUTHENTHAL, DAVID|0|26|26|||LEM       ||B|1
Missed Layup|06:00|144|56||LAYUPATT|PTGE      |14|160|NDONG, BONIFACE|0|26|26|||MAL       ||C|1
Missed Layup|06:00|-94|75||LAYUPATT|P001215   |14|162|FAVERANI, VITOR|0|26|26|||MAL       ||D|1
Free Throw In|06:00|-1|-1||FTM|PTGE      |14|166|NDONG, BONIFACE|1|27|26|||MAL       || |1
Free Throw In|06:00|-1|-1||FTM|PTGE      |14|167|NDONG, BONIFACE|1|28|26|||MAL       || |1
Missed Three Pointer|06:00|495|501||3FGA|PTGM      |14|168|SPENCER, DEWARICK|0|28|26|||LEM       ||G|1
Missed Two Pointer|05:00|-112|338||2FGA|PBES      |15|171|BLUTHENTHAL, DAVID|0|28|26|||LEM       ||D|1
Layup Made|05:00|87|31||LAYUPMD|PTGM      |15|176|SPENCER, DEWARICK|2|28|28|||LEM       ||C|1
Missed Three Pointer|05:00|451|552||3FGA|P000152   |15|177|COOK, OMAR|0|28|28|||MAL       ||G|1
Free Throw In|04:00|-1|-1||FTM|PLML      |16|190|BATISTA, JOAO PAULO|1|28|29|||LEM       || |1
Three Pointer|04:00|-501|501||3FGM|P000152   |16|197|COOK, OMAR|3|31|29|||MAL       ||J|1
Layup Made|03:00|-100|25||LAYUPMD|PLML      |17|208|BATISTA, JOAO PAULO|2|31|31|||LEM       ||D|1
Free Throw In|03:00|-1|-1||FTM|PTGM      |17|213|SPENCER, DEWARICK|1|31|32|||LEM       || |1
Free Throw In|03:00|-1|-1||FTM|PKBD      |17|219|ARCHIBALD, ROBERT|1|32|32|||MAL       || |1
Missed Layup|03:00|125|31||LAYUPATT|PAWX      |17|223|CABEZAS, CARLOS|0|32|32|||MAL       ||C|1
Missed Layup|03:00|-69|62||LAYUPATT|P000545   |17|227|KELATI, THOMAS|0|32|32|||MAL       ||D|1
Layup Made|03:00|6|50||LAYUPMD|PKBD      |17|229|ARCHIBALD, ROBERT|2|34|32|||MAL       ||C|1
Free Throw In|02:00|-1|-1||FTM|PKMV      |18|238|HAISLIP, MARCUS|1|35|32|||MAL       || |1
Free Throw In|02:00|-1|-1||FTM|PKMV      |18|239|HAISLIP, MARCUS|1|36|32|||MAL       || |1
Missed Three Pointer|02:00|-476|627||3FGA|PBES      |18|240|BLUTHENTHAL, DAVID|0|36|32|||LEM       ||J|1
