ACTION|CONSOLE|COORD_X|COORD_Y|FASTBREAK|ID_ACTION|ID_PLAYER|MINUTE|NUM_ANOT|PLAYER|POINTS|POINTS_A|POINTS_B|POINTS_OFF_TURNOVER|SECOND_CHANCE|TEAM|UTC|ZONE|Game
Two Pointer|03:00|5|51||2FGM|PAMM      |27|406|PRINTEZIS, GEORGIOS|2|65|62|||OLY       ||C|0
Missed Three Pointer|03:00|-453|571||3FGA|PAFP      |27|408|PLANINIC, ZORAN|0|65|62|||BAS       ||J|0
Missed Two Pointer|03:00|0|-7||2FGA|PAMM      |27|412|PRINTEZIS, GEORGIOS|0|65|62|||OLY       ||D|0
Free Throw In|03:00|-1|-1||FTM|PAJK      |27|418|VIDAL, SERGI|1|65|63|||BAS       || |0
Missed Two Pointer|02:00|-2|323||2FGA|PTFV      |28|420|WOODS, QYNTEL|0|65|63|||OLY       ||D|0
Missed Three Pointer|02:00|679|71||3FGA|PJZJ      |28|422|TELETOVIC, MIRZA|0|65|63|||BAS       ||A|0
Missed Two Pointer|02:00|58|161||2FGA|PAMM      |28|424|PRINTEZIS, GEORGIOS|0|65|63|||OLY       ||C|0
Two Pointer|02:00|-5|58||2FGM|PANB      |28|426|RAKOCEVIC, IGOR|2|65|65|||BAS       ||D|0
Missed Two Pointer|01:00|-23|43||2FGAB|PANB      |29|439|RAKOCEVIC, IGOR|0|65|65|||BAS       ||D|0
Two Pointer|01:00|38|64||2FGM|PTFV      |29|443|WOODS, QYNTEL|2|67|65|||OLY       ||C|0
Three Pointer|00:00|384|600||3FGM|PCBV      |30|448|MACIJAUSKAS, ARVYDAS|3|70|65|||OLY       ||G|0
Missed Three Pointer|00:00|-125|712||3FGA|PANB      |30|450|RAKOCEVIC, IGOR|0|70|65|||BAS       ||J|0
Two Pointer|09:00|0|20||2FGM|PANB      |31|457|RAKOCEVIC, IGOR|2|70|67|||BAS       ||D|0
Two Pointer|09:00|-20|43||2FGM|PAFP      |31|458|PLANINIC, ZORAN|2|70|69|||BAS       ||D|0
Two Pointer|09:00|-15|69||2FGM|PJWO      |31|463|MICKEAL, PETE|2|70|71|||BAS       ||D|0
Free Throw In|08:00|-1|-1||FTM|PTFV      |32|471|WOODS, QYNTEL|1|71|71|||OLY       || |0
Three Pointer|08:00|-669|25||3FGM|PJWO      |32|472|MICKEAL, PETE|3|71|74|||BAS       ||F|0
Two Pointer|08:00|-43|369||2FGM|PTFV      |32|474|WOODS, QYNTEL|2|73|74|||OLY       ||D|0
Two Pointer|08:00|-274|243||2FGM|PCBV      |32|480|MACIJAUSKAS, ARVYDAS|2|75|74|||OLY       ||E|0
Missed Two Pointer|08:00|-110|164||2FGA|PANB      |32|482|RAKOCEVIC, IGOR|0|75|74|||BAS       ||D|0
Missed Three Pointer|08:00|69|735||3FGA|PJWO      |32|483|MICKEAL, PETE|0|75|74|||BAS       ||G|0
Free Throw In|07:00|-1|-1||FTM|PJWO      |33|490|MICKEAL, PETE|1|75|75|||BAS       || |0
Two Pointer|07:00|-23|156||2FGM|PTFV      |33|491|WOODS, QYNTEL|2|77|75|||OLY       ||D|0
Two Pointer|07:00|-12|48||2FGM|PCBY      |33|492|SPLITTER, TIAGO|2|77|77|||BAS       ||D|0
Free Throw In|07:00|-1|-1||FTM|PJWO      |33|494|MICKEAL, PETE|1|77|78|||BAS       || |0
Missed Two Pointer|06:00|212|307||2FGA|PAQU      |34|498|BOUROUSIS, IOANNIS|0|77|78|||OLY       ||B|0
Missed Two Pointer|06:00|-143|189||2FGA|P000126   |34|501|JACKSON, MARC|0|77|78|||OLY       ||D|0
Free Throw In|06:00|-1|-1||FTM|PAQU      |34|504|BOUROUSIS, IOANNIS|1|78|78|||OLY       || |0
Free Throw In|06:00|-1|-1||FTM|PAQU      |34|505|BOUROUSIS, IOANNIS|1|79|78|||OLY       || |0
Missed Three Pointer|05:00|-589|394||3FGA|PANB      |35|507|RAKOCEVIC, IGOR|0|79|78|||BAS       ||F|0
Two Pointer|05:00|156|379||2FGM|PCBV      |35|509|MACIJAUSKAS, ARVYDAS|2|81|78|||OLY       ||C|0
Two Pointer|05:00|400|176||2FGM|PJWO      |35|517|MICKEAL, PETE|2|81|80|||BAS       ||B|0
Missed Two Pointer|04:00|174|197||2FGA|PCRR      |36|519|GREER, LYNN TERENCE|0|81|80|||OLY       ||C|0
Two Pointer|04:00|12|17||2FGM|PTFV      |36|521|WOODS, QYNTEL|2|83|80|||OLY       ||C|0
Missed Three Pointer|04:00|-656|43||3FGA|PAFP      |36|523|PLANINIC, ZORAN|0|83|80|||BAS       ||F|0
Two Pointer|04:00|7|2||2FGM|PAQU      |36|525|BOUROUSIS, IOANNIS|2|85|80|||OLY       ||C|0
Missed Two Pointer|03:00|-361|194||2FGA|PJTT      |37|528|MCDONALD, WILL|0|85|80|||BAS       ||E|0
Three Pointer|03:00|433|523||3FGM|PCRR      |37|530|GREER, LYNN TERENCE|3|88|80|||OLY       ||G|0
Missed Three Pointer|03:00|684|58||3FGA|PCBX      |37|531|PRIGIONI, PABLO|0|88|80|||BAS       ||A|0
Missed Three Pointer|03:00|79|682||3FGA|PAQU      |37|533|BOUROUSIS, IOANNIS|0|88|80|||OLY       ||G|0
Missed Three Pointer|02:00|-671|71||3FGA|PAFP      |38|536|PLANINIC, ZORAN|0|88|80|||BAS       ||F|0
Two Pointer|02:00|-58|38||2FGM|PJZJ      |38|538|TELETOVIC, MIRZA|2|88|82|||BAS       ||D|0
Missed Three Pointer|02:00|-566|456||3FGA|PAQU      |38|539|BOUROUSIS, IOANNIS|0|88|82|||OLY       ||J|0
Three Pointer|01:00|-656|120||3FGM|PAJK      |39|554|VIDAL, SERGI|3|88|85|||BAS       ||F|0
Missed Two Pointer|01:00|-43|71||2FGA|PCRR      |39|556|GREER, LYNN TERENCE|0|88|85|||OLY       ||D|0
Missed Three Pointer|01:00|679|102||3FGA|PJZJ      |39|560|TELETOVIC, MIRZA|0|88|85|||BAS       ||A|0
Free Throw In|00:00|-1|-1||FTM|PCRR      |40|566|GREER, LYNN TERENCE|1|89|85|||OLY       || |0
Free Throw In|00:00|-1|-1||FTM|PCRR      |40|567|GREER, LYNN TERENCE|1|90|85|||OLY       || |0
Free Throw In|00:00|-1|-1||FTM|PJTT      |40|586|MCDONALD, WILL|1|90|86|||BAS       || |0
Free Throw In|00:00|-1|-1||FTM|PJTT      |40|587|MCDONALD, WILL|1|90|87|||BAS       || |0
Free Throw In|00:00|-1|-1||FTM|PCBV      |40|590|MACIJAUSKAS, ARVYDAS|1|91|87|||OLY       || |0
Free Throw In|00:00|-1|-1||FTM|PCBV      |40|591|MACIJAUSKAS, ARVYDAS|1|92|87|||OLY       || |0
Three Pointer|00:00|656|82||3FGM|PJZJ      |40|594|TELETOVIC, MIRZA|3|92|90|||BAS       ||A|0
Free Throw In|00:00|-1|-1||FTM|PCBV      |40|601|MACIJAUSKAS, ARVYDAS|1|93|90|||OLY       || |0
Two Pointer|00:00|5|-5||2FGM|PCBV      |40|602|MACIJAUSKAS, ARVYDAS|2|95|90|||OLY       ||C|0
Missed Three Pointer|09:00|56|707||3FGAB|PANY      |1|2|SALENGA, DAINIUS|0|0|0|||ZAL       ||G|1
Two Pointer|09:00|-76|33||2FGM|PBWI      |1|8|JANKUNAS, PAULIUS|2|0|2|||ZAL       ||D|1
Free Throw In|09:00|-1|-1||FTM|PBWI      |1|9|JANKUNAS, PAULIUS|1|0|3|||ZAL       || |1
Two Pointer|09:00|238|133||2FGM|PBXA      |1|10|GIOVANNONI, GUILHERME|2|2|3|||VIR       ||C|1
Missed Two Pointer|09:00|410|517||2FGAB|PADX      |1|11|ZUKAUSKAS, EURELJUS|0|2|3|||ZAL       ||G|1
Missed Two Pointer|09:00|-323|302||2FGA|PBXA      |1|13|GIOVANNONI, GUILHERME|0|2|3|||VIR       ||E|1
Two Pointer|09:00|-56|251||2FGM|PBWI      |1|15|JANKUNAS, PAULIUS|2|2|5|||ZAL       ||D|1
Missed Two Pointer|09:00|302|610||2FGAB|PTGM      |1|17|SPENCER, DEWARICK|0|2|5|||VIR       ||G|1
Two Pointer|09:00|269|256||2FGM|PBWI      |1|19|JANKUNAS, PAULIUS|2|2|7|||ZAL       ||B|1
Missed Three Pointer|09:00|371|961||3FGAB|PANY      |1|20|SALENGA, DAINIUS|0|2|7|||ZAL       ||G|1
Missed Three Pointer|09:00|410|587||3FGAB|PTGZ      |1|23|LESTINI, FEDERICO|0|2|7|||VIR       ||G|1
Two Pointer|07:00|320|307||2FGM|PTGM      |3|31|SPENCER, DEWARICK|2|4|7|||VIR       ||B|1
Three Pointer|07:00|82|674||3FGM|PAHT      |3|35|BROWN, MARCUS|3|4|10|||ZAL       ||G|1
Missed Three Pointer|07:00|-507|553||3FGAB|PBDB      |3|39|COLLINS, DE JUAN|0|4|10|||ZAL       ||J|1
Three Pointer|07:00|-71|674||3FGM|PTGT      |3|41|CONROY, WILL|3|7|10|||VIR       ||J|1
Free Throw In|05:00|-1|-1||FTM|PBDB      |5|49|COLLINS, DE JUAN|1|7|11|||ZAL       || |1
Free Throw In|05:00|-1|-1||FTM|PBDB      |5|50|COLLINS, DE JUAN|1|7|12|||ZAL       || |1
Missed Two Pointer|05:00|-28|387||2FGA|PTGM      |5|51|SPENCER, DEWARICK|0|7|12|||VIR       ||D|1
Three Pointer|05:00|82|712||3FGM|PAHT      |5|53|BROWN, MARCUS|3|7|15|||ZAL       ||G|1
Missed Three Pointer|04:00|51|689||3FGAB|PBWI      |6|58|JANKUNAS, PAULIUS|0|7|15|||ZAL       ||G|1
Two Pointer|04:00|7|7||2FGM|PTGM      |6|66|SPENCER, DEWARICK|2|9|15|||VIR       ||C|1
Missed Three Pointer|04:00|56|679||3FGAB|PAHT      |6|67|BROWN, MARCUS|0|9|15|||ZAL       ||G|1
Two Pointer|03:00|-79|79||2FGM|PANY      |7|72|SALENGA, DAINIUS|2|9|17|||ZAL       ||D|1
Two Pointer|03:00|438|164||2FGM|PTGV      |7|73|ANDERSON, ALAN|2|11|17|||VIR       ||B|1
Missed Two Pointer|02:00|-89|33||2FGA|PANY      |8|75|SALENGA, DAINIUS|0|11|17|||ZAL       ||D|1
Three Pointer|02:00|56|51||3FGM|PTGT      |8|77|CONROY, WILL|3|14|17|||VIR       ||C|1
Two Pointer|02:00|74|12||2FGM|PBDB      |8|79|COLLINS, DE JUAN|2|14|19|||ZAL       ||C|1
Two Pointer|02:00|61|28||2FGM|PBXA      |8|80|GIOVANNONI, GUILHERME|2|16|19|||VIR       ||C|1
Missed Two Pointer|02:00|-138|89||2FGA|PTGT      |8|89|CONROY, WILL|0|16|19|||VIR       ||D|1
Missed Two Pointer|02:00|64|89||2FGA|PBXA      |8|93|GIOVANNONI, GUILHERME|0|16|19|||VIR       ||C|1
Two Pointer|02:00|15|30||2FGM|PTGO      |8|95|CROSARIOL, ANDREA|2|18|19|||VIR       ||C|1
Free Throw In|01:00|-1|-1||FTM|PJCC      |9|104|MACIULIS, JONAS|1|18|20|||ZAL       || |1
Free Throw In|00:00|-1|-1||FTM|PTGV      |10|114|ANDERSON, ALAN|1|19|20|||VIR       || |1
Free Throw In|00:00|-1|-1||FTM|PBDB      |10|121|COLLINS, DE JUAN|1|19|21|||ZAL       || |1
Two Pointer|09:00|0|0||2FGM|PJCC      |11|550|MACIULIS, JONAS|2|19|23|||ZAL       ||B|1
Missed Three Pointer|09:00|-433|558||3FGA|PTGM      |11|134|SPENCER, DEWARICK|0|19|23|||VIR       ||J|1
Missed Two Pointer|09:00|-317|271||2FGA|PBTR      |11|139|BEARD, TANOKA|0|19|23|||ZAL       ||E|1
Missed Two Pointer|09:00|-82|53||2FGA|PTGQ      |11|141|DI BELLA, FABIO|0|19|23|||VIR       ||D|1
Missed Two Pointer|08:00|-17|456||2FGA|PTGO      |12|145|CROSARIOL, ANDREA|0|19|23|||VIR       ||I|1
Two Pointer|08:00|79|71||2FGM|PLHB      |12|148|GARRI, LUCA|2|21|23|||VIR       ||C|1
Two Pointer|07:00|-12|382||2FGM|PTGV      |13|152|ANDERSON, ALAN|2|23|23|||VIR       ||D|1
Free Throw In|07:00|-1|-1||FTM|PJCC      |13|158|MACIULIS, JONAS|1|23|24|||ZAL       || |1
Free Throw In|07:00|-1|-1||FTM|PJCC      |13|159|MACIULIS, JONAS|1|23|25|||ZAL       || |1
Three Pointer|07:00|705|-2||3FGM|PTGV      |13|160|ANDERSON, ALAN|3|26|25|||VIR       ||A|1
Three Pointer|07:00|0|656||3FGM|PATP      |13|161|POPOVIC, MARKO|3|26|28|||ZAL       ||J|1
Missed Three Pointer|07:00|-500|471||3FGA|PTGV      |13|162|ANDERSON, ALAN|0|26|28|||VIR       ||J|1
