Player;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Season
Bogdan Bogdanovic;29;28.3;3.6;9.2;395;1.7;4.7;358;1.9;4.4;434;1.6;2.0;797;0.4;2.5;2.9;2.8;0.7;0.3;1.5;2.0;10.6;Fenerbahce Ulker;15
Nemanja Bjelica;29;27.8;4.2;8.5;500;0.9;2.6;351;3.3;5.9;564;2.7;3.9;684;1.9;6.6;8.5;1.9;1.3;0.7;1.5;2.3;12.1;Fenerbahce Ulker;15
Emir Preldzic;29;22.0;2.2;4.9;447;0.7;1.9;345;1.5;3.0;512;0.8;1.1;742;0.6;2.1;2.7;3.1;0.9;0.1;1.2;1.7;5.8;Fenerbahce Ulker;15
Jan Vesely;29;21.9;4.7;7.4;633;0.0;0.0;0;4.7;7.4;636;1.8;3.7;491;2.3;3.1;5.4;0.8;0.8;1.0;1.0;3.2;11.2;Fenerbahce Ulker;15
Oguz Savas;27;10.9;2.0;3.4;604;0.0;0.0;0;2.0;3.4;604;0.9;1.1;800;1.3;1.0;2.2;0.8;0.3;0.5;0.9;1.3;5.0;Fenerbahce Ulker;15
Semih Erden;25;10.2;1.9;2.5;758;0.0;0.0;0;1.9;2.5;758;0.8;1.4;583;1.0;1.4;2.5;0.4;0.1;0.2;0.7;2.0;4.6;Fenerbahce Ulker;15
Luka Zoric;23;13.0;2.3;4.2;542;0.0;0.0;0;2.3;4.2;542;1.3;1.9;682;1.2;1.7;2.9;0.4;0.1;0.5;0.9;1.9;5.8;Fenerbahce Ulker;15
Kenan Sipahi;22;9.8;0.6;2.0;318;0.2;1.2;192;0.4;0.8;500;0.1;0.2;750;0.2;0.5;0.8;0.7;0.4;0.0;0.5;1.8;1.6;Fenerbahce Ulker;15
Nikos Zisis;19;23.5;1.9;4.7;411;0.5;1.6;333;1.4;3.2;450;0.9;1.6;600;0.4;1.6;2.0;3.6;0.4;0.1;1.2;3.1;5.4;Fenerbahce Ulker;15
Ricky Hickman;17;22.1;2.4;7.2;333;1.1;3.4;328;1.3;3.8;338;3.1;3.8;800;0.6;1.8;2.5;2.0;1.1;0.1;1.5;2.2;9.0;Fenerbahce Ulker;15
Melih Mahmutoglu;16;7.4;0.8;2.3;351;0.7;1.8;393;0.1;0.6;222;0.0;0.0;0;0.2;0.5;0.7;0.3;0.0;0.0;0.3;0.6;2.3;Fenerbahce Ulker;15
Serhat Cetin;8;7.6;0.6;0.9;714;0.5;0.6;800;0.1;0.3;500;0.0;0.0;0;0.0;0.9;0.9;0.6;0.0;0.1;0.3;1.0;1.8;Fenerbahce Ulker;15
Can Altintig;3;8.7;0.3;1.3;250;0.0;0.0;0;0.3;1.3;250;0.0;0.0;0;0.3;0.3;0.7;0.0;0.0;0.0;1.3;1.7;0.7;Fenerbahce Ulker;15
Berk Ugurlu;3;5.3;0.3;1.7;200;0.0;0.3;0;0.3;1.3;250;0.0;0.3;0;0.0;0.0;0.0;0.0;0.3;0.0;0.7;0.3;0.7;Fenerbahce Ulker;15
Omer Yurtseven;3;1.7;0.3;0.3;1000;0.0;0.0;0;0.3;0.3;1000;0.0;0.0;0;0.3;0.0;0.3;0.3;0.0;0.0;0.0;0.0;0.7;Fenerbahce Ulker;15
Izzet Turkyilmaz;1;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Fenerbahce Ulker;15
Dontaye Draper;28;23.9;2.4;5.7;428;1.1;3.1;360;1.3;2.6;507;1.1;1.3;833;0.5;1.9;2.5;3.0;1.0;0.3;1.3;2.8;7.0;Anadolu Efes;15
Stephane Lasme;28;19.4;3.0;5.7;519;0.0;0.1;0;3.0;5.6;525;0.9;1.5;585;1.1;2.6;3.8;1.0;0.6;0.8;1.2;2.7;6.8;Anadolu Efes;15
Milko Bjelica;28;16.2;2.8;6.0;462;0.8;1.9;415;2.0;4.1;483;1.4;1.9;736;0.7;1.8;2.5;0.8;0.2;0.3;1.0;1.9;7.8;Anadolu Efes;15
Dario Saric;27;24.4;3.4;7.8;433;0.7;2.3;306;2.7;5.5;486;2.4;3.4;707;1.6;4.7;6.4;2.3;0.7;0.4;1.9;2.0;9.9;Anadolu Efes;15
Stratos Perperoglou;27;23.9;3.2;8.2;387;1.2;3.6;344;2.0;4.7;421;2.2;2.5;868;0.7;3.0;3.7;1.3;0.9;0.2;0.9;2.6;9.8;Anadolu Efes;15
Matt Janning;27;21.6;2.5;6.6;384;1.4;4.1;336;1.1;2.5;463;0.5;0.7;650;0.3;1.7;1.9;1.6;0.7;0.0;1.1;2.2;6.9;Anadolu Efes;15
Cedi Osman;27;19.3;2.2;5.6;397;0.7;2.4;303;1.5;3.1;471;1.5;2.2;667;0.8;2.9;3.7;1.1;0.7;0.3;0.9;2.3;6.7;Anadolu Efes;15
Dogus Balbay;24;8.5;0.6;1.6;368;0.0;0.4;0;0.6;1.2;483;0.1;0.1;1000;0.3;0.6;0.9;0.8;0.2;0.1;0.4;1.5;1.3;Anadolu Efes;15
Nenad Krstic;20;21.5;4.3;7.3;582;0.0;0.0;0;4.3;7.3;582;4.5;5.5;818;1.9;3.2;5.1;1.3;0.3;0.5;1.2;2.0;13.0;Anadolu Efes;15
Furkan Korkmaz;19;10.7;1.1;2.6;408;0.6;1.5;414;0.4;1.1;400;0.8;1.0;789;0.2;1.2;1.4;0.8;0.6;0.0;0.4;1.3;3.5;Anadolu Efes;15
Thomas Heurtel;18;24.0;3.5;8.4;417;1.3;3.4;393;2.2;5.0;433;1.1;1.3;826;0.2;2.2;2.4;6.2;0.6;0.1;2.6;2.2;9.4;Anadolu Efes;15
Birkan Batuk;9;10.0;1.4;3.0;481;0.9;1.8;500;0.6;1.2;455;0.3;0.4;750;0.2;0.6;0.8;0.1;0.2;0.0;0.1;2.3;4.1;Anadolu Efes;15
Donnie McGrath;5;14.8;1.6;3.6;444;0.4;1.6;250;1.2;2.0;600;0.4;0.4;1000;0.2;1.2;1.4;1.0;0.4;0.0;1.4;1.8;4.0;Anadolu Efes;15
Deniz Kilicli;5;7.4;1.4;2.8;500;0.0;0.0;0;1.4;2.8;500;0.0;0.0;0;0.4;0.6;1.0;0.0;0.0;0.0;0.6;0.4;2.8;Anadolu Efes;15
Emircan Kosut;4;4.8;0.5;1.5;333;0.3;0.8;333;0.3;0.8;333;1.0;1.5;667;0.5;1.0;1.5;0.0;0.0;0.0;0.3;1.0;2.3;Anadolu Efes;15
Okben Ulubay;2;17.5;2.5;4.5;556;0.5;1.5;333;2.0;3.0;667;0.5;1.0;500;2.0;0.5;2.5;1.0;0.5;1.0;0.5;2.0;6.0;Anadolu Efes;15
Ante Tomic;28;24.2;4.2;6.9;609;0.0;0.0;0;4.2;6.9;609;3.1;4.6;688;2.0;5.2;7.1;2.3;0.6;0.8;1.5;2.3;11.5;FC Barcelona;15
Marcelinho Huertas;28;22.1;2.9;7.2;403;1.0;2.6;365;1.9;4.5;425;0.9;1.1;833;0.2;2.1;2.3;4.4;0.5;0.0;2.0;1.8;7.6;FC Barcelona;15
Deshaun Thomas;28;19.4;2.9;5.5;526;0.5;1.4;395;2.4;4.1;569;0.8;1.3;639;1.2;1.3;2.5;0.5;0.4;0.3;0.4;1.0;7.1;FC Barcelona;15
Tomas Satoransky;27;19.2;2.3;5.0;470;0.7;1.7;391;1.7;3.3;511;1.9;2.2;850;0.9;2.1;3.0;3.2;0.8;0.2;1.0;2.1;7.2;FC Barcelona;15
Justin Doellman;26;24.2;3.4;8.0;428;0.8;2.4;355;2.6;5.6;459;2.2;2.4;889;1.0;3.3;4.3;1.2;0.8;0.2;1.3;1.8;9.8;FC Barcelona;15
Tibor Pleiss;25;13.1;2.1;3.6;584;0.0;0.1;500;2.0;3.5;586;1.1;1.3;848;1.2;2.8;3.9;0.2;0.2;0.6;0.8;2.2;5.3;FC Barcelona;15
Bostjan Nachbar;25;12.2;1.8;3.5;523;1.0;2.1;453;0.9;1.4;629;0.5;0.5;923;0.2;1.8;2.0;0.6;0.2;0.1;0.3;2.0;5.1;FC Barcelona;15
Maciej Lampe;24;13.3;2.3;5.3;425;0.2;0.9;238;2.0;4.4;462;1.5;1.8;814;1.4;2.4;3.8;0.6;0.3;0.4;0.6;1.2;6.2;FC Barcelona;15
Alex Abrines;23;18.1;2.6;5.7;450;1.3;3.7;341;1.3;2.0;652;1.2;1.5;771;0.3;1.2;1.5;1.3;0.7;0.2;0.6;2.2;7.6;FC Barcelona;15
Mario Hezonja;22;16.5;2.8;6.0;462;1.3;3.5;382;1.5;2.5;571;0.8;1.1;750;0.5;1.5;2.0;1.0;0.6;0.2;1.0;1.8;7.7;FC Barcelona;15
Brad Oleson;20;19.1;2.2;5.3;419;1.3;3.3;394;0.9;2.0;462;0.9;0.9;944;0.3;1.2;1.5;2.4;0.7;0.2;1.0;1.5;6.6;FC Barcelona;15
Juan Carlos Navarro;17;22.1;3.0;8.1;370;1.8;5.1;356;1.2;3.0;392;2.6;3.1;865;0.2;1.4;1.6;3.1;0.2;0.0;1.3;1.1;10.5;FC Barcelona;15
Edwin Jackson;11;12.8;0.9;3.0;303;0.3;1.4;200;0.6;1.6;389;0.9;1.1;833;0.2;1.2;1.4;1.3;0.4;0.0;0.7;1.5;3.0;FC Barcelona;15
Ludde Hakanson;6;3.2;0.2;0.8;200;0.2;0.8;200;0.0;0.0;0;0.2;0.3;500;0.0;0.0;0.0;0.3;0.0;0.0;0.2;0.0;0.7;FC Barcelona;15
Emir Sulejmanovic;2;0.5;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;FC Barcelona;15
James Gist;28;23.0;3.3;7.3;456;0.8;2.6;319;2.5;4.7;530;2.0;2.8;731;1.2;3.0;4.3;1.5;1.0;0.6;1.6;2.5;9.5;Panathinaikos;15
Dimitris Diamantidis;27;27.3;2.4;5.8;410;1.4;3.8;379;0.9;2.0;472;1.8;2.2;814;0.3;2.0;2.3;5.9;0.9;0.3;1.9;2.3;8.0;Panathinaikos;15
Vladimir Jankovic;27;26.3;2.7;7.4;370;1.2;3.6;333;1.6;3.9;404;1.6;2.1;741;1.1;2.6;3.7;2.1;1.1;0.2;0.9;2.9;8.3;Panathinaikos;15
Antonis Fotsis;27;23.5;2.6;4.7;563;1.6;3.1;506;1.0;1.5;683;0.8;1.1;733;1.3;2.9;4.1;0.8;0.4;0.2;0.6;1.7;7.7;Panathinaikos;15
Janis Blums;27;11.9;1.2;2.9;410;1.0;2.4;424;0.1;0.4;333;0.4;0.5;714;0.0;0.7;0.7;0.5;0.2;0.0;0.4;1.9;3.8;Panathinaikos;15
Esteban Batista;26;21.9;4.3;7.4;583;0.0;0.0;0;4.3;7.4;583;1.6;2.1;764;1.6;3.9;5.5;1.0;1.0;0.3;2.5;2.4;10.2;Panathinaikos;15
A.J. Slaughter;23;22.8;3.5;9.0;388;1.7;4.7;367;1.7;4.2;412;1.0;1.3;800;0.3;1.7;2.0;1.7;0.4;0.0;1.2;2.4;9.7;Panathinaikos;15
Nikos Pappas;22;20.3;3.5;7.2;487;1.1;2.8;387;2.4;4.4;552;2.7;3.0;909;0.4;1.9;2.3;1.9;0.8;0.1;1.4;1.6;10.8;Panathinaikos;15
Loukas Mavrokefalidis;22;13.5;2.7;5.8;469;0.2;0.7;333;2.5;5.1;487;1.3;1.6;829;0.9;2.5;3.3;0.6;0.2;0.3;0.8;2.2;7.0;Panathinaikos;15
DeMarcus Nelson;18;17.8;2.4;5.9;402;0.2;1.3;130;2.2;4.7;476;0.8;1.3;625;0.5;1.9;2.4;2.2;0.6;0.2;1.4;1.5;5.8;Panathinaikos;15
Eleftherios Bochoridis;15;10.0;0.8;2.0;400;0.3;0.7;455;0.5;1.3;368;0.1;0.2;333;0.2;0.8;1.0;1.3;0.2;0.0;0.8;2.1;2.0;Panathinaikos;15
Vasilis Charalampopoulos;12;8.8;0.7;1.2;571;0.3;0.6;571;0.3;0.6;571;0.5;0.7;750;0.3;0.9;1.2;0.7;0.3;0.2;0.7;0.7;2.2;Panathinaikos;15
Julian Wright;9;9.9;1.4;2.8;520;0.0;0.1;0;1.4;2.7;542;0.9;1.8;500;0.9;1.1;2.0;0.2;0.3;0.9;0.6;0.6;3.8;Panathinaikos;15
Gani Lawal;6;4.2;1.0;2.0;500;0.0;0.0;0;1.0;2.0;500;0.0;0.3;0;0.7;1.0;1.7;0.0;0.0;0.0;0.5;1.2;2.0;Panathinaikos;15
Michael Lountzis;2;7.5;0.5;1.5;333;0.0;0.5;0;0.5;1.0;500;0.0;0.0;0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;0.5;1.0;Panathinaikos;15
Georgios Diamantakos;2;3.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.5;1.5;2.0;0.0;0.0;0.0;1.5;2.0;0.0;Panathinaikos;15
Antonios Koniaris;1;1.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;Panathinaikos;15
Jeremy Pargo;27;32.0;5.0;12.3;402;1.3;4.6;282;3.7;7.7;474;2.4;3.2;759;0.3;2.9;3.2;5.4;0.2;0.1;2.9;2.2;13.7;Maccabi Electra Tel Aviv;15
Yogev Ohayon;26;25.1;2.0;5.6;356;0.8;2.2;379;1.2;3.4;341;0.7;1.2;563;0.7;2.5;3.1;3.8;1.4;0.1;1.8;2.2;5.5;Maccabi Electra Tel Aviv;15
Sofoklis Schortsanitis;26;14.7;2.5;4.7;528;0.0;0.0;0;2.5;4.7;528;1.7;3.2;549;0.7;1.7;2.3;1.0;0.3;0.4;1.5;3.2;6.7;Maccabi Electra Tel Aviv;15
Devin Smith;25;31.8;5.2;11.4;458;2.2;6.0;376;3.0;5.4;548;2.4;2.9;833;1.0;5.1;6.1;2.5;1.0;0.6;1.8;3.1;15.0;Maccabi Electra Tel Aviv;15
Brian Randle;25;28.7;5.1;8.6;595;0.2;1.0;240;4.9;7.6;642;1.5;2.3;655;1.9;3.6;5.6;2.0;1.5;1.2;1.4;3.4;12.0;Maccabi Electra Tel Aviv;15
Alex Tyus;25;21.1;3.1;5.0;611;0.0;0.0;0;3.1;5.0;611;1.1;2.0;529;2.0;3.2;5.2;0.4;0.4;1.4;0.8;1.7;7.2;Maccabi Electra Tel Aviv;15
MarQuez Haynes;25;17.5;1.6;4.8;333;0.9;2.9;301;0.7;1.9;383;0.5;0.8;571;0.2;1.2;1.5;1.2;0.4;0.1;0.9;1.3;4.6;Maccabi Electra Tel Aviv;15
Nate Linhart;20;15.7;2.2;4.2;524;1.0;2.2;432;1.3;2.0;625;0.4;0.8;533;0.6;2.2;2.8;1.1;0.9;0.3;0.5;2.1;5.8;Maccabi Electra Tel Aviv;15
Sylven Landesberg;19;18.2;3.3;7.3;457;0.9;2.8;315;2.4;4.4;548;0.9;1.5;643;0.6;1.9;2.5;0.4;0.3;0.1;0.6;1.6;8.5;Maccabi Electra Tel Aviv;15
Joe Alexander;15;11.9;1.7;3.5;472;0.5;1.1;412;1.2;2.4;500;0.7;0.8;917;0.6;1.6;2.2;0.5;0.1;0.5;0.5;2.2;4.5;Maccabi Electra Tel Aviv;15
Jake Cohen;15;5.7;0.5;1.1;471;0.1;0.5;286;0.4;0.7;600;0.3;0.3;800;0.4;0.7;1.1;0.3;0.2;0.1;0.5;0.9;1.5;Maccabi Electra Tel Aviv;15
Aleks Maric;8;8.8;1.0;1.8;571;0.0;0.0;0;1.0;1.8;571;0.3;0.3;1000;0.5;1.8;2.3;0.5;0.1;0.4;0.4;1.1;2.3;Maccabi Electra Tel Aviv;15
Guy Pnini;4;20.8;3.3;5.8;565;1.8;3.8;467;1.5;2.0;750;1.3;2.0;625;0.3;1.8;2.0;1.5;0.8;0.0;1.8;1.8;9.5;Maccabi Electra Tel Aviv;15
Joseph Forte;2;1.0;0.0;0.5;0;0.0;0.5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0.0;Maccabi Electra Tel Aviv;15
Arad Harari;1;1.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Maccabi Electra Tel Aviv;15
Ben Altit;1;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Maccabi Electra Tel Aviv;15
Alex Renfroe;24;26.5;3.3;7.0;479;1.3;2.9;457;2.0;4.0;495;1.8;2.1;824;1.4;3.1;4.5;5.3;1.4;0.1;2.5;2.5;9.8;Alba Berlin;15
Alex King;24;18.4;1.5;4.3;343;0.8;2.9;275;0.7;1.4;485;0.3;0.5;462;0.9;1.4;2.3;0.5;0.4;0.0;0.8;1.8;4.0;Alba Berlin;15
Niels Giffey;24;15.2;2.0;4.4;443;0.8;2.0;396;1.2;2.4;483;0.2;0.4;400;0.6;1.7;2.3;0.2;0.5;0.1;1.0;2.2;4.9;Alba Berlin;15
Akeem Vargas;24;13.5;0.6;2.2;269;0.5;1.4;324;0.1;0.8;167;0.2;0.3;500;0.1;1.2;1.3;0.5;0.5;0.0;0.4;2.7;1.8;Alba Berlin;15
Marko Banic;23;19.5;3.6;5.7;638;0.0;0.0;0;3.6;5.7;638;1.6;1.8;878;1.3;1.7;2.9;0.9;0.4;0.3;1.5;2.0;8.8;Alba Berlin;15
Reggie Redding;22;29.1;5.0;11.0;456;1.0;2.9;365;4.0;8.1;489;1.3;1.7;784;1.0;3.8;4.7;3.9;0.7;0.4;2.5;2.0;12.4;Alba Berlin;15
Leon Radosevic;22;20.9;3.6;7.5;488;0.0;0.0;0;3.6;7.4;491;1.7;2.4;717;1.0;2.5;3.6;0.8;0.6;0.4;2.0;2.8;9.0;Alba Berlin;15
Jamel McLean;21;25.4;4.3;7.7;559;0.0;0.1;0;4.3;7.5;570;4.5;5.8;770;2.1;3.5;5.6;1.6;1.0;0.2;2.0;3.0;13.0;Alba Berlin;15
