Player;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Season
Cliff Hammonds;20;25.8;3.2;6.9;457;1.2;3.4;353;2.0;3.5;557;0.6;0.8;750;0.2;2.0;2.1;2.9;0.6;0.4;1.5;3.0;8.1;Alba Berlin;15
Jonas Wohlfarth;15;8.9;1.3;2.7;488;0.0;0.0;0;1.3;2.7;488;0.4;1.5;261;1.1;0.9;1.9;0.1;0.3;0.3;0.6;1.6;3.1;Alba Berlin;15
Vojdan Stojanovski;11;13.1;1.5;4.1;378;0.6;1.7;368;0.9;2.4;385;0.5;0.7;750;0.2;1.0;1.2;1.2;0.5;0.0;0.5;1.5;4.3;Alba Berlin;15
Jonathan Tabu;8;15.9;1.4;4.5;306;1.0;2.9;348;0.4;1.6;231;0.4;0.9;429;0.0;1.8;1.8;1.9;0.8;0.0;1.3;2.0;4.1;Alba Berlin;15
Ismet Akpinar;5;5.6;0.6;1.4;429;0.4;0.8;500;0.2;0.6;333;0.0;0.0;0;0.0;0.4;0.4;0.6;0.4;0.0;0.8;1.0;1.6;Alba Berlin;15
Jannik Freese;3;7.3;0.3;2.3;143;0.0;0.0;0;0.3;2.3;143;0.3;1.3;250;0.3;0.3;0.7;0.0;0.0;0.0;0.0;1.3;1.0;Alba Berlin;15
Martin Seiferth;2;3.5;1.0;1.0;1000;0.0;0.0;0;1.0;1.0;1000;0.0;1.0;0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;1.0;2.0;Alba Berlin;15
Moritz Wagner;2;1.5;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.5;0.5;0.0;0.5;0.0;0.5;0.5;0.0;Alba Berlin;15
Fernando San Emeterio;24;23.2;3.5;8.4;421;1.2;3.8;319;2.3;4.6;505;2.0;2.5;797;0.4;2.6;3.0;1.8;0.5;0.0;0.8;1.0;10.3;Laboral Kutxa;15
Tornike Shengelia;24;21.5;3.0;7.6;399;0.3;1.5;229;2.7;6.2;439;3.0;3.7;820;1.7;3.1;4.8;0.8;0.6;0.7;1.3;2.1;9.5;Laboral Kutxa;15
Colton Iverson;24;20.8;2.8;4.5;617;0.0;0.0;0;2.8;4.4;623;1.5;2.8;544;2.8;3.3;6.0;0.5;0.5;0.7;0.7;3.1;7.0;Laboral Kutxa;15
Kim Tillie;24;18.1;2.2;4.8;452;0.4;1.1;385;1.8;3.7;472;0.7;0.9;773;2.0;2.7;4.6;1.0;0.8;0.1;0.4;2.4;5.5;Laboral Kutxa;15
Fabien Causeur;23;23.9;3.4;6.8;506;0.9;2.5;345;2.6;4.3;602;1.5;2.2;700;0.6;2.1;2.7;2.3;1.3;0.3;1.1;2.1;9.3;Laboral Kutxa;15
Davis Bertans;22;21.9;3.7;9.8;381;2.3;6.4;355;1.5;3.4;432;1.3;1.5;853;0.5;2.4;2.9;0.9;0.2;0.5;1.1;2.9;11.0;Laboral Kutxa;15
Mirza Begic;18;17.3;2.2;4.0;556;0.0;0.0;0;2.2;4.0;556;2.4;3.4;705;1.5;2.8;4.3;0.4;0.4;1.7;1.1;2.0;6.8;Laboral Kutxa;15
Mike James;16;19.2;3.9;9.8;404;0.9;3.9;222;3.1;5.8;527;2.4;2.8;844;0.7;1.7;2.4;1.9;1.1;0.0;1.8;2.3;11.1;Laboral Kutxa;15
Darius Adams;14;23.1;4.4;9.8;445;2.1;5.1;417;2.2;4.6;477;1.4;1.6;864;0.5;1.9;2.4;2.8;1.1;0.1;3.0;1.9;12.2;Laboral Kutxa;15
Ben Hansbrough;12;12.4;0.8;2.6;323;0.5;1.8;273;0.3;0.8;444;0.1;0.2;500;0.4;1.0;1.4;0.8;0.4;0.0;0.6;2.3;2.3;Laboral Kutxa;15
Thomas Heurtel;10;28.3;4.1;7.7;532;1.8;3.2;563;2.3;4.5;511;2.2;2.8;786;0.4;2.4;2.8;6.7;0.9;0.0;2.9;1.9;12.2;Laboral Kutxa;15
Doron Perkins;9;10.8;0.9;2.6;348;0.6;1.6;357;0.3;1.0;333;0.6;0.9;625;0.3;2.0;2.3;1.0;0.7;0.0;0.2;1.6;2.9;Laboral Kutxa;15
Sasha Vujacic;8;16.6;1.8;5.8;304;0.9;3.0;292;0.9;2.8;318;0.5;0.8;667;0.1;1.8;1.9;0.8;0.3;0.1;1.3;2.3;4.9;Laboral Kutxa;15
Ilimane Diop;7;4.4;0.4;1.1;375;0.0;0.0;0;0.4;1.1;375;0.9;1.1;750;0.7;1.6;2.3;0.1;0.1;0.6;0.1;0.3;1.7;Laboral Kutxa;15
Lamont Hamilton;4;15.5;1.8;5.5;318;0.3;2.0;125;1.5;3.5;429;0.3;0.5;500;0.8;1.0;1.8;1.0;0.0;1.0;1.0;1.0;4.0;Laboral Kutxa;15
Orlando Johnson;2;15.0;0.5;4.5;111;0.5;1.0;500;0.0;3.5;0;1.0;1.0;1000;0.5;1.0;1.5;0.5;0.5;0.5;0.5;2.5;2.5;Laboral Kutxa;15
D.J. White;2;8.0;0.5;2.5;200;0.0;0.0;0;0.5;2.5;200;0.0;1.0;0;0.5;1.5;2.0;0.0;0.5;0.0;1.0;0.0;1.0;Laboral Kutxa;15
Ryan Gomes;1;16.0;4.0;9.0;444;0.0;4.0;0;4.0;5.0;800;0.0;0.0;0;0.0;7.0;7.0;1.0;0.0;0.0;2.0;3.0;8.0;Laboral Kutxa;15
Carlos Martinez;1;1.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Laboral Kutxa;15
James Anderson;24;28.4;5.3;13.3;396;1.9;5.8;329;3.3;7.4;449;2.1;2.7;785;0.8;4.4;5.1;2.5;0.9;0.5;2.1;2.4;14.5;BC Zalgiris;15
Arturas Milaknis;24;25.9;3.3;7.1;462;2.5;5.4;462;0.8;1.7;463;0.9;1.1;778;0.3;1.5;1.8;1.4;0.3;0.1;1.0;2.2;10.0;BC Zalgiris;15
Paulius Jankunas;24;24.2;3.0;6.3;480;0.5;1.7;300;2.5;4.7;545;2.5;3.1;800;1.1;5.4;6.5;1.1;0.6;0.5;1.8;2.9;9.1;BC Zalgiris;15
Edgaras Ulanovas;24;19.2;1.9;4.1;465;0.4;1.3;323;1.5;2.8;529;1.2;1.5;757;1.0;1.5;2.5;1.2;0.6;0.0;1.4;2.1;5.4;BC Zalgiris;15
Lukas Lekavicius;24;19.0;2.0;4.8;417;0.6;1.8;333;1.4;3.0;466;0.9;1.1;778;0.7;1.2;1.8;2.7;0.4;0.0;1.8;2.2;5.5;BC Zalgiris;15
Darius Songaila;24;14.5;2.6;5.3;492;0.0;0.0;0;2.6;5.3;492;0.6;0.8;778;0.6;2.0;2.5;0.9;0.6;0.1;1.4;2.3;5.8;BC Zalgiris;15
Robertas Javtokas;23;23.2;2.4;5.3;451;0.0;0.2;0;2.4;5.1;466;1.0;1.4;667;1.4;2.9;4.3;1.1;0.4;0.8;1.3;2.2;5.7;BC Zalgiris;15
Arturas Gudaitis;20;15.4;2.2;4.3;506;0.1;0.3;400;2.1;4.0;513;2.1;3.4;618;1.9;2.2;4.0;0.3;0.2;0.9;0.8;2.1;6.5;BC Zalgiris;15
Will Cherry;15;18.5;2.5;6.4;396;0.9;2.5;368;1.6;3.9;414;1.1;1.6;708;0.3;2.1;2.4;1.7;1.0;0.1;1.6;1.7;7.1;BC Zalgiris;15
Vaidas Kariniauskas;14;16.2;1.4;3.9;364;0.2;1.1;188;1.2;2.8;436;0.5;1.1;467;0.3;1.5;1.8;1.6;0.5;0.4;2.0;1.7;3.6;BC Zalgiris;15
Siim-Sander Vene;14;9.2;1.3;2.9;450;0.5;1.1;438;0.8;1.7;458;0.4;0.5;714;0.8;0.4;1.2;0.5;0.5;0.0;0.3;1.4;3.4;BC Zalgiris;15
Vytenis Lipkevicius;14;7.2;0.9;1.4;600;0.2;0.4;600;0.6;1.1;600;0.2;0.4;600;0.4;0.9;1.2;0.9;0.4;0.0;0.7;0.9;2.1;BC Zalgiris;15
Tomas Dimsa;10;6.7;0.7;2.4;292;0.0;0.3;0;0.7;2.1;333;0.0;0.2;0;0.4;0.5;0.9;0.7;0.2;0.0;0.2;1.3;1.4;BC Zalgiris;15
Donatas Tarolis;1;10.0;1.0;1.0;1000;0.0;0.0;0;1.0;1.0;1000;0.0;0.0;0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;2.0;2.0;BC Zalgiris;15
Boban Marjanovic;24;27.3;6.2;10.0;621;0.0;0.0;0;6.2;10.0;621;4.2;5.3;781;3.5;7.2;10.7;1.0;0.4;0.9;1.4;1.5;16.6;Crvena zvezda / Red Star;15
Nikola Kalinic;24;26.0;3.2;7.4;429;0.9;2.6;355;2.3;4.8;470;2.0;3.1;627;1.0;2.9;3.9;2.0;0.8;0.2;1.9;2.7;9.2;Crvena zvezda / Red Star;15
Marcus Williams;24;25.8;3.2;10.1;317;1.6;5.4;292;1.6;4.7;345;1.7;2.2;755;0.7;2.5;3.2;6.1;0.8;0.0;2.9;1.3;9.7;Crvena zvezda / Red Star;15
Luka Mitrovic;24;24.7;3.4;8.0;429;0.5;2.6;175;3.0;5.3;555;1.3;1.7;780;1.7;3.5;5.2;2.3;1.0;0.2;1.6;2.4;8.6;Crvena zvezda / Red Star;15
Jaka Blazic;24;21.3;3.3;7.7;422;0.9;2.8;309;2.4;4.9;487;1.8;2.3;750;1.0;1.8;2.8;1.0;0.5;0.1;2.0;2.3;9.1;Crvena zvezda / Red Star;15
Charles Jenkins;24;19.1;2.4;6.8;356;0.8;2.4;310;1.7;4.4;381;1.0;1.3;800;0.3;1.0;1.3;1.3;0.9;0.2;0.8;2.6;6.6;Crvena zvezda / Red Star;15
Maik Zirbes;24;13.0;2.1;3.4;622;0.0;0.0;0;2.1;3.4;630;0.9;1.3;688;1.3;2.0;3.3;0.3;0.5;0.4;0.9;1.6;5.2;Crvena zvezda / Red Star;15
Nemanja Dangubic;23;14.3;1.5;3.9;382;0.6;1.7;342;0.9;2.2;412;0.6;0.8;684;0.7;1.3;2.0;0.7;0.4;0.1;1.1;2.4;4.1;Crvena zvezda / Red Star;15
Branko Lazic;19;17.8;1.4;3.5;394;0.5;1.5;345;0.8;1.9;432;0.6;0.8;750;0.7;0.8;1.5;0.7;0.6;0.1;0.7;2.1;3.9;Crvena zvezda / Red Star;15
Stefan Jovic;19;13.6;1.2;3.2;361;0.3;1.2;261;0.8;2.0;421;0.3;0.4;625;0.2;1.9;2.1;2.8;1.0;0.1;1.2;1.7;2.9;Crvena zvezda / Red Star;15
Marko Tejic;17;8.9;0.6;1.6;357;0.2;0.7;333;0.4;0.9;375;0.2;0.5;375;0.5;0.9;1.4;0.7;0.1;0.1;0.4;2.2;1.6;Crvena zvezda / Red Star;15
Nikola Rebic;4;1.5;0.0;0.3;0;0.0;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.3;0.0;0.0;0.3;0.0;0.0;Crvena zvezda / Red Star;15
Daniel Hackett;24;28.7;3.8;9.6;390;0.9;3.5;250;2.9;6.1;469;2.1;3.2;658;0.3;3.5;3.7;4.6;0.8;0.0;1.5;3.0;10.5;EA7-Emporio Armani Milano;15
MarShon Brooks;24;21.9;4.8;10.7;447;1.4;3.9;351;3.4;6.8;503;1.9;2.2;849;0.7;2.0;2.8;1.4;0.7;0.3;1.5;1.9;12.8;EA7-Emporio Armani Milano;15
Nicolo Melli;24;20.8;1.9;4.8;400;0.8;2.5;333;1.1;2.3;473;0.6;0.8;700;1.0;2.5;3.5;0.8;1.0;0.6;0.5;2.5;5.3;EA7-Emporio Armani Milano;15
Linas Kleiza;24;19.5;2.5;5.8;424;1.3;3.8;352;1.1;2.0;563;1.1;1.4;788;0.8;2.3;3.1;0.3;0.2;0.1;0.6;2.6;7.3;EA7-Emporio Armani Milano;15
Joe Ragland;24;18.6;2.5;6.6;386;1.1;3.3;346;1.4;3.3;425;1.0;1.2;828;0.5;1.1;1.6;2.9;0.6;0.0;0.9;2.2;7.2;EA7-Emporio Armani Milano;15
Samardo Samuels;23;26.1;4.7;8.7;548;0.3;1.3;233;4.4;7.3;604;3.1;4.5;692;2.3;3.1;5.4;0.7;0.4;0.5;1.7;2.8;12.9;EA7-Emporio Armani Milano;15
David Moss;23;21.0;1.7;4.3;398;0.9;2.7;333;0.8;1.5;514;0.7;1.0;773;1.1;2.0;3.1;1.2;0.7;0.1;0.7;2.7;5.0;EA7-Emporio Armani Milano;15
Alessandro Gentile;20;27.5;4.9;11.3;429;1.0;3.1;306;3.9;8.2;476;3.7;4.7;777;0.9;2.2;3.1;2.5;0.7;0.0;1.9;2.7;14.3;EA7-Emporio Armani Milano;15
Bruno Cerella;19;9.4;0.8;1.8;471;0.2;0.5;333;0.7;1.3;520;0.2;0.3;600;0.4;0.8;1.2;0.6;0.5;0.0;0.3;1.2;2.0;EA7-Emporio Armani Milano;15
Shawn James;18;12.8;1.4;2.6;532;0.0;0.2;0;1.4;2.4;568;0.6;1.4;440;1.6;1.6;3.2;0.4;0.4;0.9;0.4;2.1;3.4;EA7-Emporio Armani Milano;15
Trent Meacham;7;6.4;0.4;1.3;333;0.1;1.0;143;0.3;0.3;1000;0.0;0.0;0;0.0;0.9;0.9;0.1;0.1;0.0;0.3;1.4;1.0;EA7-Emporio Armani Milano;15
Frank Elegar;6;9.7;1.0;1.8;545;0.0;0.0;0;1.0;1.8;545;0.2;1.2;143;1.3;2.2;3.5;0.3;0.0;0.3;0.3;0.8;2.2;EA7-Emporio Armani Milano;15
Angelo Gigli;4;6.0;0.5;0.8;667;0.0;0.0;0;0.5;0.8;667;0.5;1.0;500;0.8;0.8;1.5;0.5;0.0;0.0;0.0;1.5;1.5;EA7-Emporio Armani Milano;15
Mindaugas Kuzminskas;24;21.8;3.5;7.9;450;0.8;2.9;275;2.8;5.0;550;2.2;2.7;813;2.0;2.5;4.5;1.4;0.9;0.4;1.3;1.2;10.0;Unicaja Malaga;15
Will Thomas;24;20.6;2.8;5.5;511;0.3;1.2;286;2.5;4.3;573;1.0;1.4;727;2.0;2.6;4.5;0.9;0.3;0.1;0.6;1.2;6.9;Unicaja Malaga;15
Fran Vazquez;24;20.1;2.6;4.9;538;0.0;0.0;0;2.6;4.9;538;1.9;2.5;754;1.8;3.1;4.9;1.0;0.8;0.8;0.9;2.7;7.2;Unicaja Malaga;15
Caleb Green;24;17.8;2.7;5.7;467;0.9;2.5;350;1.8;3.2;558;1.3;2.2;604;1.3;2.3;3.5;0.7;0.5;0.2;1.1;1.7;7.5;Unicaja Malaga;15
Vladimir Golubovic;24;16.2;2.6;5.0;521;0.0;0.0;0;2.6;5.0;521;1.5;2.3;648;1.6;3.2;4.8;0.5;0.2;0.2;1.0;1.0;6.6;Unicaja Malaga;15
Jayson Granger;23;25.6;3.5;8.6;404;0.8;2.5;316;2.7;6.1;440;2.5;3.3;760;0.2;2.5;2.7;4.2;0.9;0.3;2.1;1.7;10.2;Unicaja Malaga;15
Ryan Toolson;22;23.0;3.8;9.2;409;1.7;4.5;370;2.1;4.7;447;1.7;1.9;902;0.5;0.9;1.3;2.5;0.6;0.0;2.0;1.4;10.9;Unicaja Malaga;15
Stefan Markovic;21;18.9;1.3;3.9;341;0.6;2.0;279;0.8;1.9;410;0.8;1.1;667;0.6;1.9;2.4;3.4;0.7;0.0;1.6;2.2;4.0;Unicaja Malaga;15
Jon Stefansson;20;13.1;1.9;4.8;396;0.7;2.5;286;1.2;2.4;511;0.6;1.0;600;0.1;0.5;0.6;1.2;0.2;0.0;1.0;2.1;5.1;Unicaja Malaga;15
Carlos Suarez;18;20.0;1.9;5.4;357;0.7;2.6;255;1.3;2.8;451;0.9;1.2;810;2.0;2.2;4.2;1.4;0.5;0.2;0.6;1.5;5.5;Unicaja Malaga;15
Kostas Vasileiadis;17;14.9;2.1;6.3;336;1.3;4.4;297;0.8;1.9;424;1.0;1.1;944;0.2;0.9;1.2;0.7;0.5;0.1;1.2;2.0;6.5;Unicaja Malaga;15
German Gabriel;7;9.0;1.0;2.3;438;0.4;1.1;375;0.6;1.1;500;0.7;1.0;714;0.7;1.3;2.0;0.6;0.1;0.1;0.4;1.7;3.1;Unicaja Malaga;15
Kenan Karahodzic;6;5.7;0.7;1.3;500;0.3;0.8;400;0.3;0.5;667;0.3;0.3;1000;0.5;0.7;1.2;0.2;0.3;0.0;0.3;0.7;2.0;Unicaja Malaga;15
Maodo Nguirane;5;1.4;0.0;0.2;0;0.0;0.0;0;0.0;0.2;0;0.4;0.4;1000;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.4;Unicaja Malaga;15
Mo Soluade;4;9.8;1.5;4.0;375;0.8;2.3;333;0.8;1.8;429;0.3;0.5;500;0.5;0.5;1.0;0.8;1.0;0.0;0.3;1.0;4.0;Unicaja Malaga;15
Semen Antonov;24;25.6;2.6;6.8;383;1.4;3.6;384;1.2;3.2;382;0.6;0.8;700;1.0;2.3;3.3;1.7;0.5;0.6;1.4;3.1;7.1;Nizhny Novgorod;15
Dimitriy Khvostov;24;22.8;1.4;4.3;320;0.7;2.2;327;0.7;2.1;314;0.7;0.9;773;0.2;1.2;1.4;3.3;0.2;0.0;1.3;2.9;4.2;Nizhny Novgorod;15
Trey Thompkins;23;27.5;5.6;11.6;483;1.5;4.0;374;4.1;7.7;540;1.8;2.1;837;1.5;6.6;8.1;1.6;0.8;0.4;1.7;3.0;14.5;Nizhny Novgorod;15
Artsiom Parakhouski;23;25.2;5.1;8.3;615;0.0;0.1;0;5.1;8.3;621;2.7;3.9;689;2.0;4.6;6.7;0.8;0.7;2.0;1.3;1.9;13.0;Nizhny Novgorod;15
Evgeny Baburin;23;18.5;1.7;4.4;376;1.1;2.9;379;0.6;1.5;371;0.5;0.6;923;0.4;1.6;2.0;0.9;1.1;0.0;1.0;2.3;4.9;Nizhny Novgorod;15
Taylor Rochestie;21;30.0;6.4;12.6;511;2.5;5.0;500;3.9;7.5;519;3.5;3.8;925;0.5;1.1;1.6;5.7;0.6;0.0;2.2;1.9;18.9;Nizhny Novgorod;15
Maksim Krivosheev;19;5.1;0.6;1.2;545;0.0;0.0;0;0.6;1.2;545;0.4;0.7;571;0.3;0.5;0.8;0.1;0.1;0.1;0.4;1.3;1.7;Nizhny Novgorod;15
Tarence Kinsey;17;30.9;4.7;11.4;415;1.2;3.2;370;3.5;8.2;432;3.2;4.1;786;1.1;4.1;5.1;1.8;1.6;0.2;2.1;2.8;13.8;Nizhny Novgorod;15
Vladimir Ivlev;17;5.8;0.6;1.3;455;0.0;0.1;0;0.6;1.2;500;0.1;0.2;250;0.5;0.4;0.9;0.1;0.1;0.0;0.3;1.6;1.2;Nizhny Novgorod;15
Dmitry Golovin;16;6.9;0.1;0.4;286;0.1;0.3;500;0.0;0.2;0;0.1;0.3;250;0.2;0.3;0.5;0.9;0.1;0.1;0.3;0.8;0.4;Nizhny Novgorod;15
Ivan Savelyev;15;6.3;0.3;1.0;333;0.0;0.3;0;0.3;0.7;455;0.3;0.5;714;0.1;0.5;0.7;0.7;0.3;0.0;0.5;1.9;1.0;Nizhny Novgorod;15
Levan Patsatsia;11;11.5;0.5;2.6;172;0.1;1.3;71;0.4;1.4;267;0.1;0.3;333;0.7;1.5;2.3;0.4;0.3;0.0;0.1;1.4;1.1;Nizhny Novgorod;15
Rihards Kuksiks;7;21.6;3.0;6.4;467;1.7;3.9;444;1.3;2.6;500;0.7;0.7;1000;0.1;1.7;1.9;0.6;0.7;0.1;0.1;2.7;8.4;Nizhny Novgorod;15
Gal Mekel;6;20.8;4.5;9.3;482;0.3;1.2;286;4.2;8.2;510;2.3;2.8;824;0.2;2.2;2.3;4.7;0.7;0.0;1.8;2.7;11.7;Nizhny Novgorod;15
Ivan Viktorov;4;5.5;0.5;1.5;333;0.0;0.0;0;0.5;1.5;333;0.3;0.5;500;0.0;0.5;0.5;0.3;0.0;0.0;0.3;1.3;1.3;Nizhny Novgorod;15
Ilya Popov;2;11.5;1.5;3.0;500;0.0;0.0;0;1.5;3.0;500;0.0;0.0;0;1.0;3.0;4.0;0.5;1.0;0.0;0.0;1.0;3.0;Nizhny Novgorod;15
Will Daniels;2;11.0;2.0;6.0;333;0.0;1.0;0;2.0;5.0;400;1.5;2.0;750;1.5;2.5;4.0;0.0;0.0;0.5;1.0;0.5;5.5;Nizhny Novgorod;15
Kerem Gonlum;23;17.4;2.9;4.2;680;0.0;0.0;0;2.9;4.2;688;1.9;2.6;746;1.6;3.0;4.6;0.6;0.3;0.1;1.0;1.6;7.7;Galatasaray Medical Park;15
Zoran Erceg;22;30.7;4.5;11.1;408;2.3;5.9;388;2.3;5.3;431;3.6;4.0;899;0.9;3.4;4.3;0.9;1.2;0.1;1.2;1.7;15.0;Galatasaray Medical Park;15
Sinan Guler;22;24.6;3.2;8.0;406;0.5;2.8;164;2.8;5.2;535;0.7;0.9;800;0.5;2.5;3.0;2.3;1.1;0.3;2.0;2.2;7.6;Galatasaray Medical Park;15
Vladimir Micov;20;28.3;3.4;8.6;395;1.0;3.1;311;2.5;5.6;441;2.2;2.6;843;0.7;2.4;3.0;2.3;0.7;0.1;1.4;2.2;9.9;Galatasaray Medical Park;15
Martynas Pocius;19;20.6;2.0;5.3;376;1.0;3.2;317;1.0;2.2;463;1.2;1.6;767;0.5;1.2;1.7;1.4;0.3;0.1;1.7;1.7;6.2;Galatasaray Medical Park;15
Ender Arslan;19;17.9;2.8;6.3;442;1.7;3.8;452;1.1;2.5;426;1.3;1.8;735;0.1;0.7;0.8;2.1;0.2;0.0;1.0;1.6;8.6;Galatasaray Medical Park;15
Patric Young;17;24.5;3.5;5.8;602;0.0;0.1;0;3.5;5.7;608;1.8;2.9;600;2.5;3.9;6.4;0.6;0.9;0.8;1.5;2.0;8.7;Galatasaray Medical Park;15
Carlos Arroyo;15;29.5;4.4;11.5;384;1.9;5.4;346;2.5;6.1;418;1.9;2.3;824;0.1;1.7;1.7;4.3;0.5;0.0;2.3;2.3;12.5;Galatasaray Medical Park;15
Justin Carter;14;25.6;2.9;6.7;436;0.6;2.2;290;2.3;4.5;508;1.8;2.6;694;1.2;3.1;4.3;2.6;0.7;0.5;1.4;1.4;8.3;Galatasaray Medical Park;15
Ian Vouyoukas;9;9.4;0.9;2.6;348;0.0;0.0;0;0.9;2.6;348;0.7;1.0;667;0.6;1.3;1.9;1.0;0.1;0.2;0.4;1.1;2.4;Galatasaray Medical Park;15
Pietro Aradori;8;21.1;2.1;4.5;472;0.8;1.9;400;1.4;2.6;524;2.0;2.5;800;0.1;2.8;2.9;2.0;0.8;0.0;0.5;1.4;7.0;Galatasaray Medical Park;15
Kristijan Nikolov;8;11.9;0.8;2.5;300;0.6;1.6;385;0.1;0.9;143;0.5;0.5;1000;0.0;0.9;0.9;0.9;0.1;0.0;1.3;1.9;2.6;Galatasaray Medical Park;15
Ege Arar;8;10.0;0.9;2.8;318;0.3;1.3;200;0.6;1.5;417;0.4;0.6;600;0.3;1.1;1.4;0.1;0.1;0.3;0.3;1.3;2.4;Galatasaray Medical Park;15
Gokturk Ural;8;7.0;0.8;1.4;545;0.3;0.4;667;0.5;1.0;500;0.3;0.3;1000;0.3;0.5;0.8;0.6;0.1;0.0;0.5;0.5;2.0;Galatasaray Medical Park;15
Aleks Maric;7;10.0;0.7;1.9;385;0.0;0.0;0;0.7;1.9;385;0.3;0.6;500;1.0;1.9;2.9;0.7;0.1;0.0;1.0;1.4;1.7;Galatasaray Medical Park;15
Furkan Aldemir;6;20.7;3.0;4.0;750;0.0;0.0;0;3.0;4.0;750;1.8;2.5;733;2.3;3.8;6.2;0.3;0.7;1.3;1.0;2.8;7.8;Galatasaray Medical Park;15
Nathan Jawai;6;7.0;1.2;1.7;700;0.0;0.0;0;1.2;1.7;700;1.2;1.7;700;1.0;1.2;2.2;0.2;0.0;0.2;0.7;1.3;3.5;Galatasaray Medical Park;15
Suacan Piskin;2;2.0;0.0;0.5;0;0.0;0.0;0;0.0;0.5;0;0.0;0.0;0;0.5;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;Galatasaray Medical Park;15
Nolan Smith;1;16.0;2.0;9.0;222;0.0;1.0;0;2.0;8.0;250;2.0;2.0;1000;1.0;2.0;3.0;1.0;0.0;0.0;2.0;2.0;6.0;Galatasaray Medical Park;15
Kostas Kaimakoglou;10;30.9;3.0;7.3;411;1.1;3.2;344;1.9;4.1;463;0.8;1.2;667;0.9;4.2;5.1;3.6;1.5;0.3;1.7;2.0;7.9;UNICS Kazan;15
Keith Langford;10;29.2;6.2;12.6;492;1.2;3.8;316;5.0;8.8;568;3.1;4.2;738;0.8;2.7;3.5;2.3;1.1;0.2;2.2;1.9;16.7;UNICS Kazan;15
James White;10;27.8;3.5;7.5;467;0.8;2.5;320;2.7;5.0;540;2.2;2.6;846;0.3;4.6;4.9;0.7;0.7;0.3;0.9;2.8;10.0;UNICS Kazan;15
Nikos Zisis;10;26.1;2.3;5.6;411;0.8;1.9;421;1.5;3.7;405;1.6;1.8;889;0.3;2.5;2.8;3.6;0.3;0.0;1.1;2.7;7.0;UNICS Kazan;15
D'or Fischer;10;25.8;5.4;7.2;750;0.0;0.0;0;5.4;7.2;750;2.3;2.9;793;1.1;4.6;5.7;1.2;0.9;1.8;1.6;2.5;13.1;UNICS Kazan;15
Curtis Jerrells;10;25.0;4.1;9.3;441;1.6;4.7;340;2.5;4.6;543;0.8;1.1;727;0.3;2.3;2.6;2.9;0.5;0.2;2.0;2.0;10.6;UNICS Kazan;15
Viktor Sanikidze;10;10.3;1.4;2.0;700;0.1;0.5;200;1.3;1.5;867;0.4;1.0;400;1.2;1.5;2.7;0.5;0.1;0.2;0.5;2.0;3.3;UNICS Kazan;15
Sergey Bykov;10;8.2;0.6;1.9;316;0.3;0.7;429;0.3;1.2;250;0.3;0.4;750;0.2;0.7;0.9;0.5;0.2;0.0;1.2;1.8;1.8;UNICS Kazan;15
Dimitri Sokolov;7;8.9;0.7;1.3;556;0.0;0.0;0;0.7;1.3;556;0.7;1.4;500;0.4;1.4;1.9;0.1;0.3;0.3;0.7;1.4;2.1;UNICS Kazan;15
Petr Gubanov;7;8.0;0.7;1.6;455;0.3;0.7;400;0.4;0.9;500;0.1;0.4;333;0.1;0.6;0.7;0.7;0.0;0.4;0.1;0.9;1.9;UNICS Kazan;15
Vadim Panin;4;5.5;1.0;1.5;667;1.0;1.5;667;0.0;0.0;0;0.0;0.0;0;0.0;0.5;0.5;0.0;0.3;0.0;0.0;1.3;3.0;UNICS Kazan;15
Pavel Antipov;4;5.3;0.5;1.8;286;0.3;0.8;333;0.3;1.0;250;0.5;0.5;1000;0.3;0.3;0.5;0.3;0.0;0.0;0.3;0.0;1.8;UNICS Kazan;15
Valeri Likhodei;4;1.3;0.0;0.3;0;0.0;0.0;0;0.0;0.3;0;0.0;0.0;0;0.0;0.3;0.3;0.0;0.0;0.3;0.0;0.3;0.0;UNICS Kazan;15
Deividas Gailius;10;26.9;5.4;11.5;470;2.4;5.9;407;3.0;5.6;536;1.5;2.5;600;0.9;3.9;4.8;2.5;1.3;0.0;2.1;2.5;14.7;Neptunas Klaipeda;15
Donatas Zavackas;10;25.9;4.1;6.9;594;2.0;3.5;571;2.1;3.4;618;1.8;2.4;750;1.8;3.4;5.2;1.8;0.7;0.0;2.0;2.7;12.0;Neptunas Klaipeda;15
Mustafa Shakur;10;24.8;3.6;9.1;396;0.3;2.1;143;3.3;7.0;471;2.1;2.4;875;0.0;2.3;2.3;3.8;1.2;0.0;2.0;2.4;9.6;Neptunas Klaipeda;15
