Player;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Season
Ahmet Tuncer;11;4.5;0.4;1.7;211;0.2;1.2;154;0.2;0.5;333;0.0;0.0;0;0.1;0.5;0.6;0.9;0.5;0.0;0.5;0.5;0.9;Anadolu Efes;19
James Birsen;9;4.0;0.7;1.1;600;0.1;0.3;333;0.6;0.8;714;0.0;0.0;0;0.1;0.3;0.4;0.3;0.0;0.1;0.1;0.3;1.4;Anadolu Efes;19
Sertac Sanli;9;3.6;0.8;1.0;778;0.0;0.1;0;0.8;0.9;875;0.4;0.6;800;0.2;0.2;0.4;0.0;0.0;0.0;0.1;0.6;2.0;Anadolu Efes;19
Fabien Causeur;35;14.1;2.2;4.7;476;0.6;1.5;415;1.6;3.2;505;0.7;1.1;703;0.4;1.3;1.7;1.4;0.3;0.0;1.2;1.2;5.8;Real Madrid;19
Facundo Campazzo;34;23.6;2.6;6.8;385;1.3;3.4;374;1.4;3.4;397;2.2;2.5;893;0.3;2.4;2.6;5.2;1.6;0.0;2.1;2.5;8.7;Real Madrid;19
Walter Tavares;34;19.4;3.1;3.9;794;0.0;0.0;0;3.1;3.9;794;1.3;2.0;632;2.2;4.1;6.2;0.7;0.4;1.7;1.2;2.3;7.4;Real Madrid;19
Jeffery Taylor;34;18.2;2.1;3.9;534;0.9;2.0;448;1.2;1.9;621;0.5;0.8;630;0.6;1.0;1.6;1.4;0.3;0.1;0.6;1.9;5.6;Real Madrid;19
Anthony Randolph;33;22.6;4.3;8.9;485;1.8;4.4;414;2.5;4.5;553;2.1;2.7;756;0.7;3.6;4.3;0.9;0.5;0.3;0.8;1.2;12.5;Real Madrid;19
Rudy Fernandez;31;20.5;2.7;6.7;409;2.1;5.1;414;0.6;1.6;392;1.4;1.7;815;0.6;2.1;2.8;2.7;0.8;0.2;0.8;1.5;9.0;Real Madrid;19
Gustavo Ayon;31;19.6;3.6;5.5;669;0.0;0.0;0;3.6;5.5;669;1.0;1.9;542;1.4;4.6;6.0;2.9;0.8;0.8;1.3;2.3;8.3;Real Madrid;19
Jaycee Carroll;31;16.2;3.2;7.2;442;1.2;3.5;343;2.0;3.7;534;1.5;1.6;960;0.5;0.6;1.1;0.5;0.2;0.1;0.4;1.8;9.1;Real Madrid;19
Gabriel Deck;31;14.7;1.6;2.7;595;0.2;0.6;333;1.4;2.1;667;1.0;1.4;698;0.8;1.5;2.4;0.7;0.2;0.0;0.7;1.0;4.4;Real Madrid;19
Sergio Llull;27;21.4;3.4;9.5;358;2.0;6.1;321;1.4;3.4;424;1.7;1.8;958;0.1;1.9;2.0;4.0;0.4;0.0;1.2;1.9;10.5;Real Madrid;19
Trey Thompkins;24;17.4;3.1;6.4;487;1.2;3.1;392;1.9;3.3;575;1.0;1.1;885;0.5;3.1;3.6;0.7;0.5;0.1;0.9;1.5;8.4;Real Madrid;19
Felipe Reyes;23;8.9;1.4;2.3;593;0.0;0.0;0;1.4;2.3;604;1.3;1.3;935;0.8;1.3;2.1;0.3;0.3;0.0;0.7;1.5;4.0;Real Madrid;19
Klemen Prepelic;21;9.1;1.2;3.2;382;0.5;1.9;282;0.7;1.4;517;0.8;1.1;739;0.1;0.8;0.9;1.7;0.1;0.0;0.6;1.3;3.8;Real Madrid;19
Santi Yusta;6;7.7;1.2;2.5;467;0.5;1.2;429;0.7;1.3;500;0.8;1.3;625;0.3;0.5;0.8;0.5;0.2;0.0;0.5;1.5;3.7;Real Madrid;19
Ognjen Kuzmic;5;6.8;0.8;2.2;364;0.0;0.0;0;0.8;2.2;364;0.6;1.0;600;1.6;1.0;2.6;0.0;0.2;0.4;0.8;1.6;2.2;Real Madrid;19
Melwin Pantzar;1;9.0;1.0;3.0;333;1.0;2.0;500;0.0;1.0;0;0.0;0.0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;Real Madrid;19
Nicolo Melli;36;25.9;2.6;5.9;435;1.0;2.7;385;1.6;3.3;475;1.1;1.4;816;1.1;2.9;4.1;1.6;0.9;0.6;1.0;2.9;7.3;Fenerbahce;19
Marko Guduric;36;22.1;3.1;5.7;549;1.4;3.0;477;1.7;2.7;629;1.6;1.9;843;0.4;1.5;1.9;2.2;0.9;0.2;1.3;2.1;9.4;Fenerbahce;19
Nikola Kalinic;35;25.5;3.4;7.1;484;1.0;2.5;398;2.4;4.6;531;1.8;2.3;785;0.9;2.4;3.3;1.8;0.7;0.2;1.1;2.2;9.6;Fenerbahce;19
Luigi Datome;34;21.1;3.1;6.5;477;1.4;3.5;415;1.7;3.1;548;1.3;1.4;917;0.7;2.9;3.6;0.8;0.5;0.2;1.0;2.4;9.0;Fenerbahce;19
Ali Muhammed;34;17.8;3.3;6.4;519;1.9;3.9;496;1.4;2.5;553;0.8;0.9;867;0.4;1.3;1.7;2.2;0.6;0.0;1.1;2.0;9.3;Fenerbahce;19
Kostas Sloukas;33;26.6;3.9;7.4;522;1.5;3.2;449;2.4;4.2;580;2.6;2.8;934;0.4;1.8;2.2;4.8;0.5;0.0;1.9;1.5;11.8;Fenerbahce;19
Jan Vesely;31;25.1;4.4;6.7;651;0.0;0.2;200;4.4;6.6;662;3.5;4.4;787;1.6;3.1;4.7;2.4;1.4;0.5;1.8;2.8;12.3;Fenerbahce;19
Melih Mahmutoglu;31;12.1;1.9;3.8;508;1.1;2.5;461;0.8;1.4;595;0.6;0.6;950;0.1;0.7;0.8;0.5;0.2;0.0;0.2;1.5;5.6;Fenerbahce;19
Ahmet Duverioglu;31;11.2;1.3;2.1;621;0.0;0.0;0;1.3;2.1;621;0.3;0.6;400;1.0;1.6;2.6;0.7;0.5;0.4;1.0;2.1;2.9;Fenerbahce;19
Erick Green;28;12.6;2.1;4.1;526;0.7;1.8;408;1.4;2.3;615;0.6;0.6;941;0.1;0.7;0.8;0.8;0.4;0.1;0.2;1.0;5.6;Fenerbahce;19
Joffrey Lauvergne;22;18.0;3.7;6.6;559;0.3;0.9;300;3.4;5.7;600;0.9;1.7;514;1.3;2.3;3.6;1.8;0.4;0.3;0.9;1.5;8.5;Fenerbahce;19
Sinan Guler;20;5.8;0.7;1.6;452;0.0;0.5;0;0.7;1.1;636;0.1;0.1;500;0.0;0.3;0.3;0.8;0.6;0.1;0.3;0.9;1.5;Fenerbahce;19
Tarik Biberovic;8;5.9;0.9;2.5;350;0.1;1.0;125;0.8;1.5;500;0.4;0.8;500;0.3;1.3;1.5;0.1;0.1;0.0;0.4;0.3;2.3;Fenerbahce;19
Tyler Ennis;3;10.3;2.3;3.0;778;0.3;0.3;1000;2.0;2.7;750;1.3;2.0;667;0.0;0.7;0.7;1.0;0.3;0.0;1.0;1.0;6.3;Fenerbahce;19
Egehan Arna;3;3.3;0.0;0.7;0;0.0;0.3;0;0.0;0.3;0;0.0;0.0;0;0.0;0.3;0.3;0.0;0.0;0.7;0.3;0.7;0.0;Fenerbahce;19
Efe Tirpanci;1;1.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Fenerbahce;19
Chris Singleton;35;25.0;2.6;7.0;374;1.3;3.4;395;1.3;3.6;354;1.4;1.8;774;0.9;3.5;4.4;0.9;1.1;0.5;1.1;2.4;8.0;FC Barcelona Lassa;19
Victor Claver;35;21.3;1.7;3.7;477;0.5;1.6;339;1.2;2.1;583;1.3;1.6;821;0.9;2.3;3.2;1.0;0.6;0.4;0.8;1.7;5.3;FC Barcelona Lassa;19
Thomas Heurtel;35;21.1;3.9;8.2;477;1.0;2.3;450;2.9;5.9;488;1.6;2.1;753;0.3;1.6;1.9;4.8;0.7;0.0;2.3;1.4;10.4;FC Barcelona Lassa;19
Kevin Pangos;35;20.3;2.4;6.3;386;0.9;3.0;317;1.5;3.3;448;1.2;1.7;741;0.2;1.0;1.1;3.2;0.4;0.0;1.5;2.0;7.0;FC Barcelona Lassa;19
Ante Tomic;35;20.3;4.2;6.8;616;0.0;0.0;0;4.2;6.8;616;1.7;2.8;612;2.0;3.0;5.0;1.7;0.5;0.3;1.6;2.3;10.1;FC Barcelona Lassa;19
Pierre Oriola;35;17.2;2.0;4.3;470;0.4;1.3;304;1.6;3.0;543;1.1;1.8;613;1.3;2.2;3.5;0.7;0.3;0.3;0.6;2.1;5.5;FC Barcelona Lassa;19
Kyle Kuric;34;19.7;2.9;6.6;442;1.6;4.0;397;1.3;2.6;511;0.9;1.1;865;0.7;1.4;2.1;0.8;0.8;0.1;0.6;1.3;8.4;FC Barcelona Lassa;19
Adam Hanga;27;20.9;3.3;7.2;464;0.7;2.6;282;2.6;4.6;569;1.4;1.9;745;0.7;3.3;4.0;1.9;1.1;0.3;0.8;2.7;8.8;FC Barcelona Lassa;19
Kevin Seraphin;27;14.1;3.6;5.6;632;0.0;0.0;0;3.6;5.6;632;1.2;1.6;786;1.4;2.2;3.6;0.5;0.2;0.4;1.7;2.7;8.3;FC Barcelona Lassa;19
Pau Ribas;26;17.4;1.8;5.0;351;1.3;3.3;379;0.5;1.7;295;0.5;0.6;800;0.3;1.6;1.9;2.2;0.7;0.0;1.1;1.4;5.3;FC Barcelona Lassa;19
Jaka Blazic;25;13.7;1.6;3.4;465;0.5;1.2;387;1.1;2.2;509;1.5;1.9;809;0.8;1.5;2.3;0.6;0.4;0.1;0.5;1.4;5.2;FC Barcelona Lassa;19
Rolands Smits;14;11.6;1.5;3.9;389;0.7;1.9;370;0.8;1.9;407;0.7;0.8;909;0.6;1.4;2.0;0.6;0.4;0.2;0.6;1.6;4.4;FC Barcelona Lassa;19
Artem Pustovyi;9;8.1;1.4;2.0;722;0.0;0.0;0;1.4;2.0;722;0.9;1.4;615;1.0;0.7;1.7;0.1;0.2;0.4;0.3;1.0;3.8;FC Barcelona Lassa;19
Vincent Poirier;34;25.6;5.0;8.1;617;0.0;0.0;0;5.0;8.1;617;2.0;2.7;731;3.4;4.9;8.3;1.1;0.8;0.8;1.3;2.6;11.9;Kirolbet Baskonia;19
Luca Vildoza;34;22.5;3.0;7.4;403;1.6;4.3;372;1.4;3.2;444;1.5;1.7;879;0.4;1.9;2.3;3.8;1.1;0.1;1.7;2.3;9.1;Kirolbet Baskonia;19
Darrun Hilliard;34;20.5;3.1;7.6;412;1.1;3.6;322;2.0;4.0;493;2.0;2.6;775;0.3;2.6;2.9;1.1;0.7;0.1;1.3;2.7;9.4;Kirolbet Baskonia;19
Marcelinho Huertas;34;19.5;3.0;6.0;495;0.7;1.7;421;2.3;4.3;524;1.1;1.3;884;0.5;1.0;1.5;4.7;0.7;0.0;2.5;1.8;7.8;Kirolbet Baskonia;19
Shavon Shields;33;24.5;3.7;7.4;502;0.8;2.2;356;2.9;5.2;565;1.6;1.8;883;1.1;1.7;2.8;1.1;0.6;0.1;1.0;2.0;9.8;Kirolbet Baskonia;19
Johannes Voigtmann;33;24.3;2.8;6.1;458;0.9;2.9;309;1.9;3.2;596;1.0;1.4;756;1.2;4.7;5.8;2.6;0.6;0.4;1.4;1.3;7.5;Kirolbet Baskonia;19
Ilimane Diop;33;11.5;1.2;2.5;494;0.1;0.4;231;1.1;2.1;544;1.4;1.8;780;1.1;1.5;2.5;0.5;0.3;0.5;0.6;2.4;3.9;Kirolbet Baskonia;19
Matt Janning;28;25.0;3.4;8.2;413;2.3;6.0;377;1.1;2.3;508;1.1;1.4;795;0.5;1.7;2.1;1.8;0.8;0.1;1.0;1.8;10.1;Kirolbet Baskonia;19
Tornike Shengelia;20;24.5;4.1;8.2;503;0.6;1.4;393;3.6;6.8;526;2.7;5.1;529;1.3;3.0;4.3;1.7;1.2;0.4;1.7;2.6;11.5;Kirolbet Baskonia;19
Patricio Garino;18;14.7;1.9;3.8;507;0.9;2.0;444;1.1;1.8;576;0.8;1.1;737;0.6;0.8;1.4;0.3;0.7;0.1;0.3;2.2;5.6;Kirolbet Baskonia;19
Jalen Jones;13;9.9;1.5;3.6;426;0.5;1.4;333;1.1;2.2;483;0.9;1.3;706;0.9;1.0;1.9;0.2;0.3;0.2;0.6;1.5;4.5;Kirolbet Baskonia;19
Jayson Granger;12;19.3;2.5;6.8;370;1.4;3.5;405;1.1;3.3;333;0.8;1.2;643;0.1;1.5;1.6;2.4;0.3;0.0;1.3;1.8;7.2;Kirolbet Baskonia;19
Miguel Gonzalez;6;1.0;0.0;0.2;0;0.0;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;Kirolbet Baskonia;19
Ajdin Penava;4;3.3;0.0;1.3;0;0.0;1.0;0;0.0;0.3;0;0.5;0.5;1000;0.3;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.5;Kirolbet Baskonia;19
Tadas Sedekerskis;2;3.0;1.0;1.5;667;0.0;0.0;0;1.0;1.5;667;0.0;0.0;0;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;2.0;Kirolbet Baskonia;19
Edgaras Ulanovas;34;25.0;2.3;5.3;439;0.7;1.9;354;1.6;3.4;487;1.9;2.2;840;1.1;2.2;3.4;1.4;0.6;0.2;1.2;1.9;7.2;Zalgiris;19
Aaron White;34;24.9;2.9;5.5;519;0.4;1.2;333;2.4;4.3;572;2.1;2.7;791;1.0;3.1;4.2;0.7;0.4;0.2;0.8;2.1;8.2;Zalgiris;19
Brandon Davies;34;24.2;5.2;9.3;559;0.0;0.0;0;5.2;9.3;559;3.9;5.1;762;1.8;3.6;5.5;2.0;1.0;0.4;1.9;2.9;14.2;Zalgiris;19
Arturas Milaknis;34;23.1;2.2;5.5;403;1.8;4.2;417;0.4;1.2;357;0.9;1.0;853;0.3;1.1;1.4;0.9;0.6;0.1;0.7;1.7;7.0;Zalgiris;19
Marius Grigonis;34;20.8;2.6;5.6;466;1.0;2.3;442;1.6;3.3;482;2.5;2.7;935;0.3;1.9;2.1;1.9;0.6;0.0;1.4;2.6;8.7;Zalgiris;19
Thomas Walkup;34;16.8;2.0;4.2;486;0.4;1.3;295;1.6;2.9;571;0.7;0.9;806;0.5;2.1;2.6;2.2;0.5;0.0;1.2;2.6;5.2;Zalgiris;19
Nate Wolters;28;22.9;4.7;9.2;512;0.9;2.4;368;3.8;6.8;563;0.9;1.3;694;0.3;2.5;2.8;3.8;0.8;0.0;1.5;2.2;11.2;Zalgiris;19
Leo Westermann;27;17.3;2.0;4.9;398;1.4;3.3;420;0.6;1.7;356;1.1;1.4;744;0.3;1.7;2.0;2.8;0.6;0.0;2.0;2.1;6.4;Zalgiris;19
Antanas Kavaliauskas;20;11.8;2.0;3.4;588;0.0;0.0;0;2.0;3.4;588;1.1;1.3;846;0.7;1.8;2.5;1.0;0.4;0.2;0.9;2.4;5.1;Zalgiris;19
Paulius Jankunas;17;16.1;2.1;4.2;500;0.1;0.2;250;2.1;4.0;515;1.9;2.2;892;0.6;2.5;3.1;0.9;0.2;0.2;1.0;1.9;6.2;Zalgiris;19
Deon Thompson;17;13.8;2.0;3.4;586;0.0;0.1;0;2.0;3.4;596;0.7;1.2;571;1.2;1.9;3.1;0.5;0.5;0.4;0.7;1.7;4.7;Zalgiris;19
Laurynas Birutis;17;6.9;1.0;1.7;586;0.0;0.0;0;1.0;1.7;586;0.7;1.0;706;0.5;0.4;0.9;0.1;0.1;0.3;0.6;1.2;2.7;Zalgiris;19
Rokas Jokubaitis;12;5.8;0.9;1.8;500;0.1;0.4;200;0.8;1.4;588;0.7;0.8;800;0.2;0.3;0.5;0.6;0.0;0.1;1.0;0.7;2.6;Zalgiris;19
Lukas Uleckas;4;6.3;0.5;1.8;286;0.0;1.0;0;0.5;0.8;667;0.0;0.0;0;0.0;0.8;0.8;1.0;0.3;0.3;0.8;0.5;1.0;Zalgiris;19
Erikas Venskus;2;6.5;1.0;2.0;500;0.0;0.0;0;1.0;2.0;500;0.0;0.0;0;0.5;0.5;1.0;1.5;0.5;0.0;0.5;0.0;2.0;Zalgiris;19
Donatas Sabeckis;2;0.5;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Zalgiris;19
Nick Calathes;33;31.0;4.9;12.6;393;1.2;4.5;265;3.8;8.1;463;1.2;2.2;528;0.5;3.8;4.3;8.7;1.7;0.1;3.1;2.6;12.2;Panathinaikos OPAP;19
James Gist;33;20.8;2.8;5.3;534;0.3;0.7;391;2.6;4.6;556;1.8;2.6;706;1.6;1.9;3.5;1.2;0.6;0.4;1.1;2.0;7.8;Panathinaikos OPAP;19
Lukas Lekavicius;33;10.8;1.4;3.4;423;0.5;1.3;405;0.9;2.1;435;0.7;0.8;786;0.2;0.6;0.8;1.3;0.3;0.0;0.8;1.2;4.0;Panathinaikos OPAP;19
Deshaun Thomas;32;22.4;4.1;8.3;487;1.0;2.9;355;3.0;5.4;557;1.3;1.9;689;1.2;2.5;3.8;0.6;0.6;0.1;1.0;1.6;10.5;Panathinaikos OPAP;19
Thanasis Antetokounmpo;29;12.1;1.8;3.0;593;0.2;0.8;318;1.5;2.2;688;0.4;1.0;448;0.7;1.1;1.8;0.3;0.8;0.3;0.5;2.3;4.2;Panathinaikos OPAP;19
Ioannis Papapetrou;28;25.5;3.4;6.8;503;0.9;2.7;333;2.5;4.1;614;1.3;2.0;673;1.0;3.2;4.2;1.1;0.8;0.5;0.9;2.1;9.0;Panathinaikos OPAP;19
Konstantinos Mitoglou;27;13.8;1.8;3.6;510;0.2;0.9;200;1.6;2.6;620;0.4;0.7;550;1.4;1.5;3.0;0.3;0.3;0.1;0.6;1.9;4.2;Panathinaikos OPAP;19
Georgios Papagiannis;26;12.2;1.9;2.8;694;0.0;0.0;0;1.9;2.8;694;0.2;0.3;556;1.0;1.8;2.8;0.2;0.3;0.6;0.8;1.5;4.0;Panathinaikos OPAP;19
Keith Langford;25;19.9;3.6;8.5;427;1.0;2.6;391;2.6;6.0;443;2.4;3.0;811;0.3;1.9;2.2;1.1;0.7;0.2;0.9;1.9;10.7;Panathinaikos OPAP;19
Matt Lojeski;23;15.5;2.5;4.7;542;0.7;1.8;390;1.8;2.9;636;0.9;1.0;913;0.5;1.6;2.1;0.8;0.1;0.1;0.6;1.5;6.7;Panathinaikos OPAP;19
Ian Vougioukas;21;10.1;1.6;2.7;596;0.0;0.0;0;1.6;2.7;607;0.9;1.1;750;0.7;1.1;1.9;0.8;0.1;0.3;0.4;1.6;4.1;Panathinaikos OPAP;19
Nikos Pappas;19;17.9;2.0;5.8;342;0.8;3.1;271;1.2;2.7;423;2.0;2.4;826;0.2;0.8;1.0;1.2;0.8;0.0;0.8;2.5;6.8;Panathinaikos OPAP;19
Stephane Lasme;18;16.2;1.9;3.7;530;0.1;0.1;1000;1.8;3.6;516;1.1;1.6;679;1.0;1.8;2.8;0.4;0.6;0.8;0.8;2.8;5.1;Panathinaikos OPAP;19
Sean Kilpatrick;15;21.1;3.6;8.3;432;1.1;3.2;333;2.5;5.1;494;0.9;1.0;933;0.2;1.5;1.7;1.1;0.9;0.1;0.7;1.7;9.2;Panathinaikos OPAP;19
Adreian Payne;3;6.3;0.7;1.3;500;0.0;0.0;0;0.7;1.3;500;0.7;1.3;500;0.7;2.0;2.7;0.0;0.0;0.0;1.0;2.0;2.0;Panathinaikos OPAP;19
Georgios Kalaitzakis;1;2.0;0.0;2.0;0;0.0;1.0;0;0.0;1.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Panathinaikos OPAP;19
Nigel Williams-Goss;30;26.3;3.4;8.4;405;1.0;2.7;370;2.4;5.7;421;1.4;1.7;827;0.4;1.6;2.0;4.2;0.7;0.0;1.4;2.2;9.2;Olympiacos;19
Georgios Printezis;30;25.6;4.4;9.2;480;0.4;1.3;308;4.0;7.9;508;1.4;2.2;621;1.5;3.7;5.2;1.3;0.4;0.2;1.1;1.3;10.6;Olympiacos;19
Kostas Papanikolaou;30;23.4;2.3;5.3;431;1.3;3.5;371;1.0;1.8;545;1.0;1.4;738;0.6;3.3;3.9;1.6;0.8;0.3;1.5;1.7;6.9;Olympiacos;19
Zach LeDay;30;17.1;3.3;6.2;538;0.3;0.9;357;3.0;5.3;570;2.7;3.5;781;1.8;2.2;4.0;0.3;0.3;0.4;0.9;1.8;9.7;Olympiacos;19
Nikola Milutinov;28;26.0;4.5;6.8;663;0.0;0.0;1000;4.5;6.8;661;2.6;3.6;733;3.4;4.5;7.9;1.5;0.6;0.7;1.3;1.5;11.7;Olympiacos;19
Sasha Vezenkov;28;10.4;1.5;3.0;488;0.2;1.0;207;1.3;2.0;636;0.6;0.8;810;0.7;1.5;2.2;0.4;0.4;0.1;0.3;0.9;3.8;Olympiacos;19
Vangelis Mantzaris;27;11.9;0.5;1.8;271;0.3;1.4;211;0.2;0.4;500;0.1;0.2;500;0.3;1.3;1.6;1.2;0.3;0.0;0.6;1.4;1.4;Olympiacos;19
Axel Toupane;26;13.6;1.5;3.9;382;1.0;2.8;361;0.5;1.2;433;0.8;1.0;815;0.3;0.9;1.2;0.5;0.5;0.2;0.7;1.3;4.8;Olympiacos;19
Vassilis Spanoulis;25;22.1;3.4;8.8;382;1.6;4.8;331;1.8;4.0;444;1.9;2.6;712;0.4;1.4;1.8;5.1;0.4;0.0;2.9;2.3;10.2;Olympiacos;19
Janis Timma;23;11.5;1.2;2.9;424;0.8;2.0;404;0.4;0.8;474;0.2;0.3;500;0.1;0.8;0.9;0.7;0.3;0.1;0.8;1.1;3.4;Olympiacos;19
Giorgos Bogris;23;5.3;0.8;1.4;594;0.0;0.0;0;0.8;1.4;594;0.1;0.2;400;0.4;0.3;0.8;0.3;0.3;0.0;0.4;1.4;1.7;Olympiacos;19
Janis Strelnieks;20;20.8;2.9;5.8;496;1.4;3.1;459;1.5;2.7;537;1.7;1.9;868;0.1;1.8;1.9;2.0;0.7;0.1;1.0;2.3;8.8;Olympiacos;19
Briante Weber;8;24.3;4.6;8.8;529;0.8;1.6;462;3.9;7.1;544;1.6;2.1;765;0.9;3.8;4.6;2.6;1.0;0.3;2.8;3.6;11.6;Olympiacos;19
