Player;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Season
Leo Westermann;30;25.2;2.9;6.9;425;1.1;3.1;344;1.9;3.8;491;1.3;1.5;886;0.5;2.7;3.2;5.5;0.5;0.0;2.4;2.8;8.2;Zalgiris;17
Edgaras Ulanovas;30;24.4;2.5;5.3;478;0.5;1.4;381;2.0;3.9;513;2.1;2.4;877;1.3;2.0;3.3;1.5;0.3;0.3;1.3;2.1;7.7;Zalgiris;17
Paulius Jankunas;30;23.6;4.4;8.5;520;0.6;1.6;396;3.8;6.9;548;3.5;4.0;868;1.4;4.7;6.1;1.5;0.6;0.4;1.7;3.0;13.0;Zalgiris;17
Brock Motum;30;23.1;4.1;7.7;539;1.2;2.6;462;2.9;5.1;579;1.3;1.8;709;1.3;2.1;3.4;0.5;0.6;0.1;1.0;1.8;10.8;Zalgiris;17
Arturas Milaknis;30;21.1;2.5;6.1;404;1.9;4.8;386;0.6;1.3;474;0.5;0.7;762;0.4;1.1;1.5;1.0;0.3;0.0;0.6;2.2;7.3;Zalgiris;17
Kevin Pangos;30;20.8;2.9;7.7;381;2.0;4.3;457;1.0;3.4;284;0.8;1.0;862;0.5;1.3;1.8;3.2;0.9;0.0;1.5;2.3;8.7;Zalgiris;17
Lukas Lekavicius;30;18.1;3.2;7.1;448;0.8;2.5;338;2.3;4.6;507;1.4;1.8;759;0.4;1.6;1.9;3.5;0.6;0.0;1.7;2.2;8.5;Zalgiris;17
Augusto Lima;30;14.9;1.9;3.4;574;0.0;0.0;0;1.9;3.4;574;0.8;1.6;489;1.7;2.0;3.7;0.7;0.6;0.7;0.9;2.5;4.6;Zalgiris;17
Renaldas Seibutis;30;12.5;0.8;2.4;342;0.2;0.8;208;0.7;1.6;408;0.6;0.8;760;0.2;1.1;1.3;0.9;0.3;0.1;0.6;1.5;2.5;Zalgiris;17
Antanas Kavaliauskas;29;11.7;2.2;3.4;643;0.0;0.0;0;2.2;3.3;649;1.1;1.3;846;1.3;1.3;2.7;0.4;0.2;0.2;1.2;2.2;5.5;Zalgiris;17
Robertas Javtokas;17;7.3;1.0;1.6;607;0.0;0.0;0;1.0;1.6;607;0.3;0.5;625;0.6;0.7;1.4;0.2;0.1;0.0;0.5;1.2;2.3;Zalgiris;17
Isaiah Hartenstein;5;3.2;0.4;1.0;400;0.0;0.4;0;0.4;0.6;667;0.2;0.2;1000;0.0;0.8;0.8;0.2;0.0;0.0;0.4;0.4;1.0;Zalgiris;17
Paulius Valinskas;5;1.8;0.4;0.6;667;0.0;0.2;0;0.4;0.4;1000;0.4;0.4;1000;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.2;1.2;Zalgiris;17
Tyrese Rice;30;29.6;4.6;12.1;376;1.8;5.7;320;2.7;6.4;427;2.0;2.4;822;0.3;1.4;1.6;4.9;1.1;0.1;2.6;2.1;13.0;FC Barcelona Lassa;17
Aleksandar Vezenkov;30;18.4;2.7;4.7;577;1.1;2.4;479;1.6;2.4;676;0.9;1.1;848;0.8;2.4;3.2;1.1;0.7;0.2;0.6;1.5;7.5;FC Barcelona Lassa;17
Ante Tomic;29;21.8;3.6;6.9;525;0.0;0.0;0;3.6;6.9;528;1.6;3.2;495;2.2;3.7;5.9;2.0;0.6;0.7;1.9;2.1;8.8;FC Barcelona Lassa;17
Petteri Koponen;27;22.6;3.3;7.6;429;2.0;4.4;462;1.2;3.2;384;1.6;1.7;915;0.2;1.5;1.7;1.9;0.7;0.0;1.3;1.9;10.1;FC Barcelona Lassa;17
Victor Claver;27;22.0;2.1;4.5;459;0.9;2.3;377;1.2;2.3;541;1.0;1.3;778;0.9;3.5;4.4;1.3;0.9;0.3;1.2;1.7;6.0;FC Barcelona Lassa;17
Brad Oleson;24;21.6;2.1;4.3;490;0.8;2.4;345;1.3;1.8;682;0.3;0.4;800;0.5;1.4;1.8;2.0;0.6;0.2;0.8;1.7;5.3;FC Barcelona Lassa;17
Stratos Perperoglou;22;20.9;2.4;6.3;381;0.9;2.4;358;1.5;3.9;395;0.7;1.0;682;0.4;2.8;3.1;1.5;0.7;0.2;1.0;1.5;6.4;FC Barcelona Lassa;17
Marcus Eriksson;22;9.9;0.7;2.3;320;0.5;1.5;353;0.2;0.7;250;0.0;0.0;0;0.3;0.9;1.2;0.3;0.4;0.1;0.5;1.2;2.0;FC Barcelona Lassa;17
Alex Renfroe;17;17.7;1.4;3.4;414;0.7;1.8;387;0.7;1.6;444;0.4;0.4;1000;0.6;1.5;2.1;1.6;1.0;0.0;1.4;2.0;3.9;FC Barcelona Lassa;17
Joey Dorsey;17;17.2;2.0;3.6;548;0.0;0.0;0;2.0;3.6;548;1.5;2.6;568;2.7;3.6;6.3;0.8;0.5;0.3;1.8;2.4;5.5;FC Barcelona Lassa;17
Juan Carlos Navarro;16;15.4;1.9;5.9;319;1.0;3.5;286;0.9;2.4;368;0.9;1.0;938;0.1;1.0;1.1;1.8;0.4;0.0;1.8;1.3;5.7;FC Barcelona Lassa;17
Justin Doellman;15;19.9;2.8;6.3;447;1.0;1.9;536;1.8;4.4;409;1.2;1.3;947;0.7;2.5;3.1;1.2;0.9;0.1;0.9;1.5;7.8;FC Barcelona Lassa;17
Stefan Peno;10;4.8;0.3;0.8;375;0.1;0.3;333;0.2;0.5;400;0.4;0.4;1000;0.2;0.4;0.6;0.5;0.3;0.1;0.6;1.0;1.1;FC Barcelona Lassa;17
Vitor Faverani;9;15.4;2.8;5.0;556;0.1;0.8;143;2.7;4.2;632;2.0;2.4;818;0.9;3.3;4.2;0.6;0.3;0.2;1.7;1.9;7.7;FC Barcelona Lassa;17
Moussa Diagne;8;9.9;0.6;1.6;385;0.0;0.0;0;0.6;1.6;385;1.4;2.3;611;1.0;2.5;3.5;0.4;0.3;0.1;0.9;2.3;2.6;FC Barcelona Lassa;17
Jonathan Holmes;7;12.7;1.6;3.3;478;0.6;1.7;333;1.0;1.6;636;1.4;1.7;833;1.1;1.6;2.7;0.3;0.3;0.1;1.6;2.7;5.1;FC Barcelona Lassa;17
Xavier Munford;5;6.8;0.4;1.8;222;0.2;0.6;333;0.2;1.2;167;0.0;0.0;0;0.4;0.6;1.0;0.4;0.2;0.0;1.8;0.4;1.0;FC Barcelona Lassa;17
Pau Ribas;2;10.0;1.5;3.5;429;1.5;3.0;500;0.0;0.5;0;0.0;0.0;0;0.0;0.5;0.5;0.5;0.5;0.0;0.5;1.0;4.5;FC Barcelona Lassa;17
Rodions Kurucs;1;3.0;1.0;2.0;500;0.0;1.0;0;1.0;1.0;1000;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;FC Barcelona Lassa;17
Sinan Guler;30;29.0;4.1;10.0;407;1.5;4.3;341;2.6;5.7;456;0.9;1.3;692;0.4;2.5;2.8;5.6;1.3;0.5;2.3;2.4;10.5;Galatasaray Odeabank;17
Alex Tyus;30;19.7;4.3;6.3;683;0.0;0.0;0;4.3;6.3;686;1.4;2.5;553;1.7;3.5;5.2;0.4;0.6;1.5;1.1;1.3;10.0;Galatasaray Odeabank;17
Vladimir Micov;29;29.1;4.0;9.5;420;1.9;4.3;432;2.1;5.2;411;1.4;1.8;769;0.6;3.0;3.6;2.4;0.8;0.1;1.7;2.1;11.2;Galatasaray Odeabank;17
Jon Diebler;29;19.0;2.1;4.2;504;1.7;3.1;538;0.4;1.0;400;0.6;0.7;857;0.3;1.6;1.9;1.4;0.5;0.0;0.7;1.7;6.5;Galatasaray Odeabank;17
Tibor Pleiss;28;17.1;3.1;5.5;561;0.1;0.2;400;3.0;5.4;567;1.4;1.8;765;1.7;3.0;4.6;0.5;0.2;1.2;0.8;1.8;7.7;Galatasaray Odeabank;17
Goksenin Koksal;28;14.5;1.3;3.4;383;0.5;1.3;405;0.8;2.0;368;0.4;0.7;500;0.6;0.6;1.3;0.8;0.4;0.0;0.8;1.8;3.5;Galatasaray Odeabank;17
Blake Schilb;27;25.6;3.9;7.7;498;0.8;2.6;310;3.0;5.1;594;0.7;0.9;870;1.0;2.8;3.9;4.0;0.7;0.1;1.6;1.3;9.3;Galatasaray Odeabank;17
Austin Daye;25;18.5;3.0;6.7;443;1.3;2.9;452;1.6;3.8;436;1.4;1.6;878;0.4;2.6;3.0;1.0;0.5;0.3;1.1;2.4;8.7;Galatasaray Odeabank;17
Emir Preldzic;18;16.2;1.8;4.6;390;0.8;2.2;385;0.9;2.4;395;0.7;1.1;684;0.7;1.8;2.4;2.3;1.0;0.0;0.6;1.2;5.1;Galatasaray Odeabank;17
Bruno Fitipaldo;16;14.1;1.8;4.1;446;1.0;2.4;421;0.8;1.7;481;0.8;0.9;857;0.1;0.2;0.3;2.4;0.3;0.0;1.4;2.4;5.4;Galatasaray Odeabank;17
Deon Thompson;13;11.6;1.8;3.7;500;0.0;0.0;0;1.8;3.7;500;0.5;0.8;636;0.9;1.2;2.1;0.7;0.5;0.4;0.5;2.0;4.2;Galatasaray Odeabank;17
Ege Arar;10;11.5;1.0;2.3;435;0.0;0.0;0;1.0;2.3;435;0.2;0.2;1000;1.1;1.9;3.0;0.4;0.3;0.4;0.5;1.9;2.2;Galatasaray Odeabank;17
Can Korkmaz;10;7.9;1.1;2.5;440;0.6;1.5;400;0.5;1.0;500;0.6;0.8;750;0.2;0.4;0.6;0.8;0.2;0.0;0.4;1.0;3.4;Galatasaray Odeabank;17
Justin Dentmon;8;20.4;4.1;9.5;434;2.3;5.6;400;1.9;3.9;484;1.8;2.1;824;0.3;1.0;1.3;2.3;0.8;0.1;0.9;2.8;12.3;Galatasaray Odeabank;17
Russ Smith;7;9.3;2.3;6.4;356;0.3;1.7;167;2.0;4.7;424;2.1;3.1;682;0.3;0.9;1.1;0.9;0.3;0.1;0.9;1.4;7.0;Galatasaray Odeabank;17
Orhan Haciyeva;4;3.3;0.0;0.5;0;0.0;0.3;0;0.0;0.3;0;0.0;0.0;0;0.3;0.0;0.3;0.0;0.0;0.0;0.0;0.3;0.0;Galatasaray Odeabank;17
Nicolo Melli;30;29.2;4.3;8.5;502;1.2;2.8;434;3.1;5.7;535;1.8;2.4;740;1.3;6.1;7.4;2.3;0.7;0.7;1.7;2.6;11.5;Brose Bamberg;17
Darius Miller;30;27.1;4.3;9.3;460;2.1;5.0;411;2.2;4.2;520;1.6;1.8;889;0.2;2.5;2.7;2.0;0.6;0.4;1.5;2.9;12.2;Brose Bamberg;17
Nikos Zisis;30;24.1;2.3;6.1;377;0.7;2.4;288;1.6;3.7;436;2.4;2.7;913;0.2;1.8;2.0;4.5;0.5;0.0;1.7;2.1;7.7;Brose Bamberg;17
Daniel Theis;30;19.7;3.9;6.5;598;0.5;1.3;410;3.3;5.2;645;1.3;1.8;709;1.7;2.9;4.6;0.7;0.7;0.9;1.1;3.0;9.6;Brose Bamberg;17
Fabien Causeur;29;25.3;3.7;7.4;502;1.1;3.3;347;2.6;4.1;625;1.3;1.7;776;0.5;2.7;3.2;2.2;0.8;0.1;1.4;2.1;9.9;Brose Bamberg;17
Leon Radosevic;28;16.1;2.6;4.6;558;0.0;0.0;0;2.6;4.6;558;0.9;1.5;634;0.9;1.7;2.6;0.6;0.4;0.3;1.0;1.8;6.1;Brose Bamberg;17
Patrick Heckmann;28;12.5;1.0;2.4;433;0.6;1.2;485;0.5;1.2;382;0.3;0.5;692;0.1;1.1;1.2;0.8;0.3;0.0;0.6;1.3;3.0;Brose Bamberg;17
Maodo Lo;26;10.9;2.1;4.5;466;0.8;1.9;420;1.3;2.6;500;0.3;0.5;667;0.0;1.1;1.2;1.2;0.3;0.1;1.0;1.0;5.3;Brose Bamberg;17
Vladimir Veremeenko;25;8.0;1.0;1.7;558;0.0;0.0;0;1.0;1.7;558;0.2;0.5;462;0.8;0.7;1.4;0.3;0.2;0.2;0.6;1.9;2.2;Brose Bamberg;17
Janis Strelnieks;22;25.1;4.2;8.1;522;1.8;3.9;459;2.5;4.2;581;1.5;1.7;892;0.2;2.0;2.2;3.5;0.6;0.0;1.2;2.0;11.7;Brose Bamberg;17
Lucca Staiger;19;6.5;1.3;2.6;500;1.3;2.5;500;0.1;0.1;500;0.0;0.0;0;0.2;0.7;0.9;0.2;0.2;0.0;0.2;0.8;3.9;Brose Bamberg;17
Jerel McNeal;15;15.0;1.5;3.5;423;0.5;1.7;308;0.9;1.7;538;0.5;0.7;636;0.7;1.2;1.9;1.1;0.7;0.1;1.1;2.6;3.9;Brose Bamberg;17
Aleksej Nikolic;10;10.4;0.9;2.6;346;0.4;1.4;286;0.5;1.2;417;1.1;1.1;1000;0.2;0.6;0.8;1.8;0.6;0.0;0.7;1.8;3.3;Brose Bamberg;17
Elias Harris;3;5.0;1.0;1.7;600;0.0;0.0;0;1.0;1.7;600;0.3;0.7;500;0.3;0.0;0.3;0.0;0.3;0.3;0.7;1.3;2.3;Brose Bamberg;17
Louis Olinde;1;8.0;1.0;2.0;500;0.0;0.0;0;1.0;2.0;500;0.0;0.0;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;Brose Bamberg;17
Victor Rudd;30;25.8;3.7;8.0;460;1.1;2.9;364;2.6;5.0;517;1.7;2.1;781;0.8;3.5;4.3;1.7;0.7;0.3;1.8;2.1;10.1;Maccabi FOX Tel Aviv;17
Colton Iverson;30;20.6;3.3;5.3;613;0.0;0.0;0;3.3;5.3;613;1.5;2.6;571;2.1;3.2;5.3;0.6;0.8;0.2;1.3;2.9;8.0;Maccabi FOX Tel Aviv;17
Guy Pnini;29;12.7;0.9;2.6;365;0.4;1.6;277;0.5;0.9;519;0.3;0.5;533;0.3;1.3;1.6;1.2;0.3;0.0;0.4;0.9;2.6;Maccabi FOX Tel Aviv;17
Devin Smith;28;26.2;3.5;8.6;408;1.4;3.9;352;2.1;4.7;455;0.8;0.9;958;1.2;4.3;5.4;1.6;0.6;0.4;1.4;2.4;9.2;Maccabi FOX Tel Aviv;17
Yogev Ohayon;27;17.9;1.9;4.7;405;0.8;1.9;440;1.1;2.8;382;0.7;1.1;655;0.1;1.5;1.7;2.7;0.9;0.0;1.3;1.9;5.3;Maccabi FOX Tel Aviv;17
D.J. Seeley;26;20.2;2.3;5.3;431;0.9;2.4;387;1.3;2.9;467;1.8;2.0;887;0.6;1.4;2.0;2.6;0.5;0.2;1.7;2.3;7.3;Maccabi FOX Tel Aviv;17
Gal Mekel;24;16.0;1.6;4.1;398;0.4;1.0;400;1.2;3.0;397;0.8;1.4;606;0.3;2.0;2.2;3.3;0.3;0.0;1.4;1.3;4.5;Maccabi FOX Tel Aviv;17
Sylven Landesberg;23;15.4;2.4;5.5;444;1.1;2.5;439;1.3;3.0;449;1.1;1.7;658;0.3;0.8;1.1;0.5;0.1;0.0;0.6;1.5;7.0;Maccabi FOX Tel Aviv;17
Andrew Goudelock;20;28.7;6.4;12.5;508;2.5;5.4;458;3.9;7.2;545;2.1;2.3;913;0.2;2.5;2.7;2.9;0.3;0.0;1.7;1.6;17.3;Maccabi FOX Tel Aviv;17
Sonny Weems;19;27.1;4.7;9.2;509;0.9;2.7;327;3.8;6.5;585;1.4;1.9;703;0.2;3.2;3.3;3.4;0.9;0.1;3.1;2.6;11.6;Maccabi FOX Tel Aviv;17
Joe Alexander;17;11.1;1.5;2.9;510;0.4;0.6;636;1.1;2.2;474;0.4;0.5;778;0.4;1.1;1.5;0.4;0.2;0.2;0.8;1.3;3.8;Maccabi FOX Tel Aviv;17
Maik Zirbes;15;15.3;3.0;4.4;682;0.0;0.0;0;3.0;4.4;682;2.1;2.7;780;1.1;1.9;3.0;0.3;0.3;0.1;1.4;2.7;8.1;Maccabi FOX Tel Aviv;17
Itay Segev;7;8.4;1.0;1.6;636;0.0;0.0;0;1.0;1.6;636;0.7;1.0;714;0.9;1.1;2.0;0.1;0.1;0.4;0.4;2.3;2.7;Maccabi FOX Tel Aviv;17
Diamon Simpson;6;20.2;4.2;6.8;610;0.0;0.0;0;4.2;6.8;610;0.8;2.5;333;2.3;4.3;6.7;1.2;1.5;1.0;0.7;2.7;9.2;Maccabi FOX Tel Aviv;17
Nimrod Levi;5;4.4;0.8;1.2;667;0.6;0.8;750;0.2;0.4;500;0.0;0.0;0;0.0;0.6;0.6;0.0;0.0;0.0;0.4;0.6;2.2;Maccabi FOX Tel Aviv;17
Quincy Miller;4;19.3;2.5;7.5;333;1.0;2.8;364;1.5;4.8;316;1.0;1.0;1000;0.8;2.5;3.3;0.8;0.5;0.8;1.3;2.8;7.0;Maccabi FOX Tel Aviv;17
Dagan Yivzori;1;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Maccabi FOX Tel Aviv;17
Ricky Hickman;30;25.0;3.1;7.9;387;1.3;3.6;349;1.8;4.3;419;2.7;3.4;802;0.4;2.1;2.6;3.3;0.8;0.1;2.3;2.1;10.1;EA7 Emporio Armani Milan;17
Jamel McLean;30;20.7;3.1;5.5;560;0.1;0.4;167;3.0;5.1;591;2.4;3.4;716;1.6;2.6;4.2;1.4;0.7;0.2;1.6;3.0;8.7;EA7 Emporio Armani Milan;17
Miroslav Raduljica;29;15.6;3.1;6.0;517;0.0;0.0;0;3.1;6.0;520;1.9;2.3;806;1.2;2.0;3.2;0.9;0.6;0.0;1.9;2.4;8.1;EA7 Emporio Armani Milan;17
Milan Macvan;28;22.4;3.3;6.7;487;0.8;2.0;375;2.5;4.7;534;1.1;1.4;795;1.6;2.9;4.4;1.4;0.4;0.0;1.1;1.7;8.4;EA7 Emporio Armani Milan;17
Mantas Kalnietis;26;19.4;2.7;6.2;435;1.1;2.9;368;1.6;3.3;494;0.8;1.2;667;0.3;2.0;2.3;2.9;0.8;0.1;1.7;1.3;7.2;EA7 Emporio Armani Milan;17
Rakim Sanders;24;22.8;4.8;10.1;477;1.6;4.0;406;3.2;6.1;524;1.3;1.9;667;0.9;2.6;3.5;1.2;1.1;0.2;1.3;2.5;12.5;EA7 Emporio Armani Milan;17
Zoran Dragic;23;19.2;2.7;6.0;445;0.7;2.3;296;2.0;3.6;542;1.0;1.4;727;0.9;1.3;2.2;0.7;0.7;0.2;1.1;2.5;7.0;EA7 Emporio Armani Milan;17
Andrea Cinciarini;23;18.5;2.0;4.4;455;0.3;1.2;250;1.7;3.2;534;1.2;1.7;700;0.5;1.9;2.4;2.2;0.7;0.1;1.1;2.1;5.5;EA7 Emporio Armani Milan;17
Awudu Abass;23;16.0;1.5;3.5;420;0.7;1.7;421;0.8;1.9;419;0.9;1.1;840;0.7;1.2;1.9;0.5;0.4;0.3;0.7;2.0;4.6;EA7 Emporio Armani Milan;17
Davide Pascolo;22;15.2;2.7;4.8;566;0.1;0.8;167;2.6;4.0;648;0.7;0.9;842;1.4;1.4;2.8;0.7;0.6;0.4;0.5;2.3;6.3;EA7 Emporio Armani Milan;17
Krunoslav Simon;21;27.7;3.8;8.3;451;1.4;3.9;370;2.3;4.5;521;2.0;2.3;875;0.8;2.9;3.6;3.9;1.0;0.2;1.9;2.1;11.0;EA7 Emporio Armani Milan;17
Simone Fontecchio;10;11.7;1.3;3.0;433;0.7;1.7;412;0.6;1.3;462;0.0;0.0;0;0.6;0.9;1.5;0.8;0.5;0.1;0.5;2.1;3.3;EA7 Emporio Armani Milan;17
Alessandro Gentile;9;22.9;4.2;9.2;458;0.3;1.6;214;3.9;7.7;507;2.0;3.6;563;1.3;1.7;3.0;2.4;1.1;0.3;2.2;2.1;10.8;EA7 Emporio Armani Milan;17
Bruno Cerella;5;9.8;0.4;1.4;286;0.4;1.2;333;0.0;0.2;0;0.4;0.6;667;0.0;0.4;0.4;0.8;0.0;0.0;0.0;1.8;1.6;EA7 Emporio Armani Milan;17
Latavious Williams;30;17.3;2.9;4.9;595;0.0;0.0;0;2.9;4.9;599;1.1;1.5;727;2.1;2.9;5.1;0.5;0.3;0.5;0.8;2.7;6.9;UNICS;17
Artsiom Parakhouski;29;21.3;4.6;7.4;620;0.0;0.0;0;4.6;7.4;620;2.0;2.6;787;2.6;2.6;5.1;0.4;0.3;1.3;0.8;2.3;11.3;UNICS;17
Keith Langford;28;34.0;6.9;16.8;409;2.0;5.6;363;4.8;11.2;431;6.0;7.2;832;0.7;2.7;3.4;3.7;0.8;0.2;2.4;1.8;21.8;UNICS;17
Pavel Antipov;28;18.7;2.0;4.0;500;1.4;2.7;507;0.6;1.3;486;0.3;0.5;643;0.6;1.3;2.0;0.7;0.6;0.2;0.3;2.0;5.7;UNICS;17
Vadim Panin;26;18.2;1.0;2.4;429;0.7;1.8;375;0.3;0.6;600;0.2;0.2;667;0.4;1.6;2.0;0.9;0.6;0.1;0.9;1.7;2.9;UNICS;17
Quino Colom;25;26.8;3.6;9.2;397;1.3;4.0;333;2.3;5.2;446;2.7;3.3;807;0.9;3.0;3.9;5.7;0.6;0.0;2.5;1.0;11.3;UNICS;17
Marko Banic;24;13.4;2.1;3.5;614;0.0;0.0;0;2.1;3.5;614;0.4;0.5;818;0.7;1.0;1.7;0.3;0.3;0.2;0.5;1.4;4.6;UNICS;17
Evgeny Voronov;23;15.2;1.1;3.1;347;0.2;1.1;192;0.9;2.0;435;0.6;0.7;765;0.3;1.0;1.3;0.6;0.8;0.1;1.0;2.6;3.0;UNICS;17
Kostas Kaimakoglou;19;23.1;1.7;4.5;388;0.6;2.2;286;1.1;2.3;488;0.6;0.7;786;0.5;2.9;3.4;1.5;0.5;0.2;1.2;2.3;4.7;UNICS;17
Orlando Johnson;15;16.7;2.7;6.2;430;1.1;2.7;400;1.6;3.5;453;1.2;1.5;783;0.4;1.8;2.2;0.5;0.3;0.2;1.3;1.9;7.6;UNICS;17
Coty Clarke;14;21.8;2.1;5.5;390;0.6;1.5;381;1.6;4.0;393;1.3;1.5;857;0.9;3.4;4.2;1.2;0.6;0.3;1.4;1.4;6.1;UNICS;17
Paul Stoll;14;15.8;1.1;3.5;327;0.9;2.6;351;0.2;0.9;250;0.4;0.6;750;0.5;1.5;2.0;2.7;1.0;0.0;1.2;1.9;3.6;UNICS;17
Anton Ponkrashov;10;20.3;2.6;6.2;419;0.9;2.2;409;1.7;4.0;425;0.3;0.6;500;0.3;1.8;2.1;3.8;1.1;0.0;2.7;1.5;6.4;UNICS;17
Artem Klimenko;9;5.0;0.3;1.2;273;0.0;0.0;0;0.3;1.2;273;0.6;0.7;833;0.2;0.9;1.1;0.1;0.0;0.0;0.7;1.2;1.2;UNICS;17
Danilo Andusic;8;15.1;1.6;4.5;361;0.8;2.4;316;0.9;2.1;412;1.0;1.4;727;0.4;1.0;1.4;1.0;0.5;0.0;1.0;1.9;5.0;UNICS;17
Aleksandr Karpukhin;1;8.0;1.0;2.0;500;1.0;2.0;500;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;UNICS;17
