Player;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Season
Pau Ribas;28;17.8;2.3;4.6;500;1.5;3.2;478;0.8;1.4;553;0.6;0.6;1000;0.2;1.4;1.6;3.0;0.7;0.1;1.4;1.5;6.7;FC Barcelona Lassa;18
Pierre Oriola;27;18.8;3.0;5.3;563;0.6;1.2;469;2.4;4.1;589;1.7;2.3;746;1.3;2.1;3.5;0.6;0.3;0.3;0.7;2.9;8.3;FC Barcelona Lassa;18
Adam Hanga;26;24.7;3.2;7.0;453;1.0;2.8;347;2.2;4.2;523;1.4;2.0;679;1.1;2.6;3.7;2.0;0.7;0.7;1.3;2.4;8.7;FC Barcelona Lassa;18
Victor Claver;24;16.0;1.8;3.9;452;0.8;1.9;422;1.0;2.0;479;0.3;0.4;800;0.8;2.1;2.9;1.2;0.6;0.3;0.5;2.0;4.6;FC Barcelona Lassa;18
Juan Carlos Navarro;22;15.6;2.1;6.1;343;1.3;3.8;333;0.8;2.3;360;1.5;1.6;889;0.3;0.8;1.1;1.9;0.3;0.0;1.0;1.2;6.9;FC Barcelona Lassa;18
Phil Pressey;18;12.5;1.7;4.1;405;0.5;1.9;257;1.2;2.2;538;0.6;0.8;667;0.0;1.6;1.6;2.1;0.6;0.1;1.0;1.8;4.4;FC Barcelona Lassa;18
Rakim Sanders;15;20.3;3.5;8.4;421;1.1;3.2;333;2.5;5.2;474;0.7;0.9;786;0.7;2.3;3.1;0.9;1.5;0.3;0.8;2.5;8.9;FC Barcelona Lassa;18
Kevin Seraphin;15;20.3;4.9;8.4;579;0.0;0.1;0;4.9;8.3;584;2.4;3.7;655;1.7;3.2;4.9;0.9;0.3;0.9;1.9;2.6;12.1;FC Barcelona Lassa;18
Sasha Vezenkov;13;11.7;1.2;2.7;429;0.3;1.4;222;0.8;1.3;647;0.9;1.0;923;0.8;1.7;2.5;0.5;0.4;0.1;0.2;1.2;3.5;FC Barcelona Lassa;18
Edwin Jackson;9;14.6;1.8;3.9;457;0.6;1.2;455;1.2;2.7;458;0.4;0.4;1000;0.7;1.2;1.9;1.2;0.8;0.0;0.9;1.7;4.6;FC Barcelona Lassa;18
Rodions Kurucs;4;4.0;0.0;0.5;0;0.0;0.0;0;0.0;0.5;0;0.0;0.0;0;0.0;0.8;0.8;0.0;0.5;0.0;0.3;1.0;0.0;FC Barcelona Lassa;18
Atoumane Diagne;1;8.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;2.0;0.0;FC Barcelona Lassa;18
Marc Garcia;1;1.0;1.0;1.0;1000;1.0;1.0;1000;0.0;0.0;0;2.0;2.0;1000;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;FC Barcelona Lassa;18
Kaleb Tarczewski;30;19.7;2.2;3.4;644;0.0;0.0;0;2.2;3.4;644;2.3;3.2;737;2.1;3.6;5.7;0.3;0.3;0.8;1.1;3.4;6.7;AX Armani Exchange Olimpia Milan;18
Amath M'Baye;30;17.7;2.1;4.5;463;0.8;2.2;379;1.2;2.3;544;1.1;1.4;791;0.5;1.6;2.0;0.9;0.4;0.1;0.7;2.4;6.1;AX Armani Exchange Olimpia Milan;18
Vladimir Micov;29;27.5;4.0;8.2;481;1.6;3.7;443;2.3;4.6;511;1.3;1.7;780;0.2;2.4;2.6;2.2;0.6;0.1;1.4;1.3;10.9;AX Armani Exchange Olimpia Milan;18
Arturas Gudaitis;29;20.7;3.4;5.0;671;0.0;0.0;0;3.4;5.0;671;3.6;5.0;715;2.4;3.9;6.3;0.2;0.6;1.1;0.7;2.7;10.3;AX Armani Exchange Olimpia Milan;18
Dairis Bertans;28;18.4;2.3;5.6;417;1.6;3.9;409;0.7;1.6;435;0.9;1.0;857;0.3;0.7;1.0;1.4;0.4;0.1;0.5;2.0;7.1;AX Armani Exchange Olimpia Milan;18
Andrew Goudelock;25;26.2;4.4;11.1;392;1.6;5.1;313;2.8;6.0;460;2.0;2.2;926;0.4;2.0;2.4;1.8;0.8;0.2;1.2;2.0;12.3;AX Armani Exchange Olimpia Milan;18
Curtis Jerrells;24;20.7;3.4;7.6;445;1.6;4.4;368;1.8;3.2;553;1.2;1.5;800;0.3;1.5;1.8;2.7;0.5;0.0;1.2;1.5;9.5;AX Armani Exchange Olimpia Milan;18
Andrea Cinciarini;24;13.6;1.6;3.2;500;0.4;0.8;474;1.2;2.4;509;1.0;1.3;800;0.5;1.9;2.4;2.1;0.3;0.0;0.9;1.8;4.5;AX Armani Exchange Olimpia Milan;18
Jordan Theodore;23;26.3;4.4;10.1;433;0.9;3.0;294;3.5;7.2;491;2.0;2.3;865;0.5;1.6;2.0;4.3;0.9;0.0;1.8;2.9;11.6;AX Armani Exchange Olimpia Milan;18
Mantas Kalnietis;20;16.3;1.5;4.0;367;0.7;1.7;382;0.8;2.3;356;1.0;1.1;905;0.1;1.7;1.8;2.2;0.5;0.1;1.4;1.2;4.5;AX Armani Exchange Olimpia Milan;18
Mindaugas Kuzminskas;14;21.9;3.8;8.2;461;1.1;2.6;432;2.6;5.6;474;2.2;2.8;795;1.1;1.3;2.4;1.4;0.5;0.1;0.9;1.8;10.9;AX Armani Exchange Olimpia Milan;18
Cory Jefferson;13;11.5;1.3;3.2;415;0.3;1.2;250;1.0;1.9;520;0.5;0.9;583;0.4;0.9;1.3;0.3;0.1;0.1;0.3;1.5;3.5;AX Armani Exchange Olimpia Milan;18
Davide Pascolo;11;11.4;1.7;3.8;452;0.0;0.6;0;1.7;3.2;543;0.4;0.6;571;0.8;1.4;2.2;0.6;0.6;0.1;0.3;1.5;3.8;AX Armani Exchange Olimpia Milan;18
Awudu Abass;10;4.8;0.3;1.5;200;0.1;0.8;125;0.2;0.7;286;0.2;0.3;667;0.5;0.6;1.1;0.2;0.5;0.0;0.2;0.5;0.9;AX Armani Exchange Olimpia Milan;18
Marco Cusin;6;4.3;0.0;0.3;0;0.0;0.0;0;0.0;0.3;0;0.2;0.7;250;0.2;0.7;0.8;0.0;0.2;0.5;0.7;1.3;0.2;AX Armani Exchange Olimpia Milan;18
Simone Fontecchio;2;1.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AX Armani Exchange Olimpia Milan;18
Bryant Dunston;30;28.2;3.9;6.1;645;0.1;0.2;333;3.9;5.9;655;2.3;3.3;697;2.1;3.4;5.4;1.3;0.7;1.7;1.0;2.5;10.2;Anadolu Efes Istanbul;18
Vladimir Stimac;30;18.2;3.7;6.4;583;0.0;0.1;0;3.7;6.3;589;2.0;2.8;694;2.5;3.3;5.8;1.0;0.6;0.3;0.9;1.6;9.4;Anadolu Efes Istanbul;18
Errick McCollum;29;26.5;5.0;11.7;429;1.8;4.5;400;3.2;7.2;448;2.7;3.5;775;0.5;1.9;2.4;2.3;0.8;0.4;2.0;2.1;14.6;Anadolu Efes Istanbul;18
Brock Motum;29;19.2;3.3;7.0;475;1.0;2.5;384;2.4;4.5;527;1.0;1.0;967;1.0;2.0;3.0;0.7;0.3;0.0;0.8;1.3;8.7;Anadolu Efes Istanbul;18
Krunoslav Simon;26;28.2;3.2;8.3;384;1.5;4.3;339;1.7;4.0;433;1.4;1.7;818;0.8;3.1;3.9;3.4;0.8;0.2;1.7;2.8;9.2;Anadolu Efes Istanbul;18
Birkan Batuk;23;10.5;0.5;1.4;333;0.3;1.2;286;0.1;0.2;600;0.1;0.3;500;0.3;0.6;0.9;0.2;0.2;0.1;0.0;1.8;1.4;Anadolu Efes Istanbul;18
Derrick Brown;19;20.5;2.8;7.1;400;0.6;1.5;379;2.3;5.6;406;0.9;1.1;850;0.8;1.5;2.3;1.6;0.6;0.2;0.8;1.9;7.2;Anadolu Efes Istanbul;18
Josh Adams;16;16.8;2.3;4.8;474;0.9;2.4;385;1.3;2.3;568;1.6;1.9;833;0.3;1.3;1.6;2.0;0.4;0.1;1.1;2.3;7.0;Anadolu Efes Istanbul;18
Dogus Balbay;16;16.5;0.9;3.1;280;0.1;0.6;100;0.8;2.5;325;0.3;0.5;500;1.0;1.3;2.3;1.8;1.3;0.3;0.4;2.1;2.1;Anadolu Efes Istanbul;18
Zoran Dragic;14;28.1;3.6;8.5;429;1.2;4.0;304;2.4;4.5;540;2.1;2.4;853;0.7;1.4;2.1;2.7;0.8;0.1;1.4;2.4;10.6;Anadolu Efes Istanbul;18
Toney Douglas;14;18.0;2.6;6.1;419;1.1;2.6;417;1.5;3.6;420;1.6;1.9;852;0.6;1.5;2.1;2.0;0.6;0.0;1.4;2.6;7.9;Anadolu Efes Istanbul;18
Ricky Ledo;13;21.0;3.0;9.8;307;1.1;4.1;264;1.9;5.7;338;0.8;1.4;611;0.8;2.9;3.7;1.6;0.8;0.1;1.5;1.1;7.9;Anadolu Efes Istanbul;18
Edo Muric;8;14.5;0.9;3.0;292;0.1;1.4;91;0.8;1.6;462;0.1;0.1;1000;0.4;1.6;2.0;0.4;0.5;0.0;0.8;2.0;2.0;Anadolu Efes Istanbul;18
Muhaymin Mustafa;8;6.1;0.4;1.3;300;0.0;0.5;0;0.4;0.8;500;0.0;0.0;0;0.0;0.1;0.1;0.1;0.1;0.0;0.5;0.6;0.8;Anadolu Efes Istanbul;18
Sonny Weems;6;30.3;6.3;14.0;452;1.2;3.7;318;5.2;10.3;500;1.7;2.2;769;0.8;2.7;3.5;4.0;0.7;0.0;2.2;1.8;15.5;Anadolu Efes Istanbul;18
Berk Demir;5;6.8;0.2;0.6;333;0.0;0.0;0;0.2;0.6;333;0.0;0.0;0;0.2;1.6;1.8;0.6;0.0;0.0;0.2;1.0;0.4;Anadolu Efes Istanbul;18
Onuralp Bitim;4;8.8;0.8;1.3;600;0.5;0.5;1000;0.3;0.8;333;0.5;0.5;1000;0.3;0.8;1.0;0.5;0.0;0.0;1.3;0.3;2.5;Anadolu Efes Istanbul;18
Justin Doellman;3;13.3;2.0;5.3;375;0.7;2.3;286;1.3;3.0;444;0.3;0.7;500;0.3;3.0;3.3;0.3;0.0;0.0;1.0;2.0;5.0;Anadolu Efes Istanbul;18
Yigitcan Saybir;2;5.5;0.0;2.5;0;0.0;1.0;0;0.0;1.5;0;0.0;0.0;0;0.0;0.5;0.5;0.5;0.0;0.0;0.5;1.0;0.0;Anadolu Efes Istanbul;18
