Player;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Season
Dragan Bender;7;10.6;0.9;2.6;333;0.3;1.1;250;0.6;1.4;400;0.1;0.3;500;0.3;1.1;1.4;0.6;0.3;0.4;0.6;1.1;2.1;Maccabi FOX Tel Aviv;16
Ike Ofoegbu;6;12.8;0.7;1.8;364;0.5;0.7;750;0.2;1.2;143;2.7;3.3;800;1.3;1.7;3.0;0.3;0.0;0.5;0.7;2.8;4.5;Maccabi FOX Tel Aviv;16
Itay Segev;3;3.0;0.3;0.3;1000;0.0;0.0;0;0.3;0.3;1000;0.0;0.0;0;0.3;0.7;1.0;0.0;0.3;0.0;0.0;1.0;0.7;Maccabi FOX Tel Aviv;16
Vitor Faverani;2;7.0;1.5;3.5;429;0.0;0.0;0;1.5;3.5;429;0.5;1.0;500;1.0;0.0;1.0;0.5;0.0;0.0;0.5;2.0;3.5;Maccabi FOX Tel Aviv;16
Yovel Zoosman;1;3.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Maccabi FOX Tel Aviv;16
Alex Renfroe;10;27.0;3.7;7.4;500;1.1;2.5;440;2.6;4.9;531;1.6;2.0;800;0.9;3.3;4.2;4.2;0.6;0.2;3.7;2.5;10.1;FC Bayern Munich;16
Nihad Dedovic;10;26.6;4.6;9.8;469;1.4;4.2;333;3.2;5.6;571;1.8;2.1;857;0.7;2.3;3.0;2.6;1.2;0.0;2.0;2.1;12.4;FC Bayern Munich;16
K.C. Rivers;10;23.5;3.8;8.6;442;2.2;5.1;431;1.6;3.5;457;1.0;1.5;667;0.1;2.2;2.3;1.3;0.5;0.1;1.2;2.5;10.8;FC Bayern Munich;16
Deon Thompson;10;23.1;4.1;8.5;482;0.0;0.1;0;4.1;8.4;488;1.0;1.3;769;0.9;3.2;4.1;1.0;1.2;1.1;1.0;2.8;9.2;FC Bayern Munich;16
John Bryant;10;18.7;3.7;6.5;569;0.6;0.9;667;3.1;5.6;554;0.9;1.3;692;1.2;2.6;3.8;0.9;1.1;0.6;0.6;2.5;8.9;FC Bayern Munich;16
Anton Gavel;10;18.0;0.9;3.1;290;0.4;1.1;364;0.5;2.0;250;1.0;1.4;714;0.5;1.3;1.8;3.7;1.0;0.0;0.8;1.7;3.2;FC Bayern Munich;16
Paul Zipser;10;15.2;1.9;4.0;475;0.5;1.8;278;1.4;2.2;636;1.0;1.0;1000;0.7;2.4;3.1;1.2;0.4;0.7;0.9;1.7;5.3;FC Bayern Munich;16
Dusko Savanovic;9;24.6;4.3;10.6;411;1.3;4.4;300;3.0;6.1;491;1.2;1.4;846;1.6;4.2;5.8;1.7;1.0;0.2;1.2;2.7;11.2;FC Bayern Munich;16
Bryce Taylor;9;23.7;2.1;5.9;358;0.8;2.6;304;1.3;3.3;400;1.7;1.9;882;1.2;2.3;3.6;1.3;0.6;0.1;0.7;2.2;6.7;FC Bayern Munich;16
Vasilije Micic;4;6.3;0.0;1.8;0;0.0;1.0;0;0.0;0.8;0;0.5;0.5;1000;0.3;0.5;0.8;0.8;0.5;0.3;1.8;1.3;0.5;FC Bayern Munich;16
Daniel Mayr;1;15.0;0.0;1.0;0;0.0;0.0;0;0.0;1.0;0;1.0;4.0;250;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;FC Bayern Munich;16
Andreas Seiferth;1;3.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;FC Bayern Munich;16
Krunoslav Simon;10;26.8;3.6;10.4;346;1.6;5.9;271;2.0;4.5;444;1.9;2.7;704;0.7;3.3;4.0;2.8;0.6;0.3;2.2;1.9;10.7;EA7 Emporio Armani Milan;16
Charles Jenkins;10;26.1;2.5;5.3;472;1.4;2.4;583;1.1;2.9;379;0.3;0.6;500;0.5;1.1;1.6;1.8;1.5;0.0;0.7;3.0;6.7;EA7 Emporio Armani Milan;16
Oliver Lafayette;10;22.9;2.4;7.7;312;1.4;5.4;259;1.0;2.3;435;1.1;1.3;846;0.3;1.7;2.0;2.1;1.0;0.2;1.6;2.5;7.3;EA7 Emporio Armani Milan;16
Jamel McLean;10;22.5;3.4;6.4;531;0.0;0.5;0;3.4;5.9;576;3.9;4.7;830;1.6;2.5;4.1;0.9;1.0;0.1;1.7;3.2;10.7;EA7 Emporio Armani Milan;16
Stanko Barac;10;18.4;2.8;4.7;596;0.0;0.0;0;2.8;4.7;596;0.8;1.0;800;1.5;2.4;3.9;1.0;0.2;0.5;0.9;2.6;6.4;EA7 Emporio Armani Milan;16
Robbie Hummel;9;23.6;2.9;7.6;382;1.1;3.0;370;1.8;4.6;390;0.7;0.8;857;1.2;2.8;4.0;1.0;0.4;0.0;1.1;2.7;7.6;EA7 Emporio Armani Milan;16
Bruno Cerella;9;10.0;0.8;2.7;292;0.1;1.3;83;0.7;1.3;500;0.2;0.2;1000;0.4;0.6;1.0;0.6;0.4;0.0;0.2;1.7;1.9;EA7 Emporio Armani Milan;16
Andrea Cinciarini;8;21.9;2.0;5.3;381;0.6;1.3;500;1.4;4.0;344;0.8;1.3;600;0.5;1.6;2.1;3.1;1.0;0.0;1.4;2.9;5.4;EA7 Emporio Armani Milan;16
Alessandro Gentile;6;30.0;7.3;16.3;449;1.2;4.2;280;6.2;12.2;507;4.2;5.8;714;0.7;2.8;3.5;4.2;1.0;0.3;1.8;2.2;20.0;EA7 Emporio Armani Milan;16
Milan Macvan;6;20.0;3.2;6.8;463;0.7;1.8;364;2.5;5.0;500;3.0;3.3;900;2.0;2.3;4.3;2.0;0.8;0.0;0.3;1.2;10.0;EA7 Emporio Armani Milan;16
Gani Lawal;5;9.6;0.8;2.4;333;0.0;0.0;0;0.8;2.4;333;0.6;0.8;750;1.2;2.0;3.2;0.0;0.6;0.4;1.0;2.8;2.2;EA7 Emporio Armani Milan;16
Daniele Magro;2;4.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;EA7 Emporio Armani Milan;16
Andrea Amato;2;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;EA7 Emporio Armani Milan;16
Louis Campbell;10;26.3;3.1;7.6;408;1.6;4.1;390;1.5;3.5;429;0.9;1.0;900;0.8;1.6;2.4;3.9;0.8;0.1;2.9;1.7;8.7;Strasbourg;16
Kyle Weems;10;25.8;3.1;8.7;356;1.3;4.4;295;1.8;4.3;419;0.4;0.8;500;0.4;3.0;3.4;1.9;1.2;0.6;1.0;2.9;7.9;Strasbourg;16
Rodrigue Beaubois;10;23.7;4.4;10.8;407;1.7;4.6;370;2.7;6.2;435;1.1;1.1;1000;0.3;1.3;1.6;2.3;1.1;0.4;1.7;2.5;11.6;Strasbourg;16
Jeremy Leloup;10;21.9;2.5;6.1;410;0.8;3.1;258;1.7;3.0;567;1.7;1.8;944;1.0;2.0;3.0;1.6;0.9;0.0;1.1;3.0;7.5;Strasbourg;16
Paul Lacombe;10;21.2;1.5;3.9;385;0.2;0.7;286;1.3;3.2;406;0.9;1.2;750;0.6;2.8;3.4;2.9;0.7;0.6;2.2;2.8;4.1;Strasbourg;16
Vladimir Golubovic;10;20.8;4.6;8.7;529;0.0;0.0;0;4.6;8.7;529;2.3;3.4;676;2.4;3.8;6.2;0.8;0.8;0.2;1.6;1.4;11.5;Strasbourg;16
Mardy Collins;10;20.8;3.2;6.5;492;0.4;1.3;308;2.8;5.2;538;0.8;1.5;533;0.1;2.0;2.1;2.5;0.5;0.1;1.9;1.6;7.6;Strasbourg;16
Bangaly Fofana;10;11.6;1.2;1.8;667;0.0;0.0;0;1.2;1.8;667;0.7;0.9;778;1.3;0.9;2.2;0.6;0.4;0.4;0.9;2.2;3.1;Strasbourg;16
Romeo Travis;6;18.2;2.7;4.8;552;0.0;0.2;0;2.7;4.7;571;0.5;0.5;1000;1.2;2.7;3.8;1.3;0.8;0.5;0.7;1.5;5.8;Strasbourg;16
Romain Duport;6;10.7;2.0;3.7;545;0.2;0.2;1000;1.8;3.5;524;0.0;0.0;0;0.3;1.2;1.5;0.5;0.2;0.0;0.0;1.5;4.2;Strasbourg;16
Matt Howard;4;21.0;2.0;4.8;421;0.3;0.3;1000;1.8;4.5;389;2.0;3.0;667;2.0;2.8;4.8;0.5;1.8;0.0;1.8;0.8;6.3;Strasbourg;16
Frank Ntilikina;4;5.8;0.5;1.8;286;0.0;0.3;0;0.5;1.5;333;0.5;1.0;500;0.5;0.0;0.5;0.0;0.0;0.0;0.8;0.8;1.5;Strasbourg;16
Kenny Gabriel;10;27.4;3.7;8.0;463;1.4;4.3;326;2.3;3.7;622;0.9;1.0;900;0.9;3.7;4.6;1.3;0.8;0.7;0.8;2.2;9.7;Pinar Karsiyaka Izmir;16
Josh Carter;10;26.9;1.4;6.7;209;1.1;4.8;229;0.3;1.9;158;1.4;1.6;875;0.5;1.1;1.6;1.7;1.1;0.1;0.9;2.2;5.3;Pinar Karsiyaka Izmir;16
Kenan Sipahi;10;18.9;1.9;5.3;358;0.4;2.0;200;1.5;3.3;455;1.1;1.6;688;0.1;1.0;1.1;3.7;0.9;0.0;1.2;1.6;5.3;Pinar Karsiyaka Izmir;16
Can Altintig;10;16.6;1.5;3.7;405;0.5;1.5;333;1.0;2.2;455;0.7;1.0;700;0.4;1.4;1.8;1.6;0.8;0.1;1.4;1.8;4.2;Pinar Karsiyaka Izmir;16
Kerem Gonlum;10;15.3;2.0;3.4;588;0.4;0.9;444;1.6;2.5;640;0.7;1.1;636;0.7;2.1;2.8;0.8;0.4;0.1;0.6;2.4;5.1;Pinar Karsiyaka Izmir;16
Juan Palacios;9;21.7;3.7;9.3;393;0.3;1.9;176;3.3;7.4;448;0.7;1.2;545;1.4;2.8;4.2;1.2;1.6;0.1;1.7;2.2;8.3;Pinar Karsiyaka Izmir;16
Colton Iverson;9;17.1;4.0;6.9;581;0.0;0.0;0;4.0;6.9;581;1.9;3.1;607;1.9;3.0;4.9;0.6;0.6;0.6;1.9;2.2;9.9;Pinar Karsiyaka Izmir;16
Justin Carter;8;31.1;4.0;9.1;438;1.8;4.4;400;2.3;4.8;474;4.4;6.6;660;1.6;3.9;5.5;1.8;1.9;0.6;2.5;2.8;14.1;Pinar Karsiyaka Izmir;16
Muhammed Baygul;8;9.6;1.4;2.8;500;0.4;1.3;300;1.0;1.5;667;0.4;0.9;429;0.6;0.4;1.0;0.6;0.1;0.0;0.8;1.3;3.5;Pinar Karsiyaka Izmir;16
Joe Ragland;7;25.0;4.4;9.9;449;1.4;4.0;357;3.0;5.9;512;1.6;1.9;846;0.6;2.4;3.0;3.1;0.7;0.1;2.4;1.0;11.9;Pinar Karsiyaka Izmir;16
Soner Senturk;5;11.2;0.8;1.8;444;0.4;0.8;500;0.4;1.0;400;0.0;0.8;0;0.0;1.0;1.0;2.4;0.6;0.0;1.0;1.4;2.0;Pinar Karsiyaka Izmir;16
Inanc Koc;5;4.2;0.0;0.6;0;0.0;0.4;0;0.0;0.2;0;0.0;0.0;0;0.0;1.0;1.0;0.2;0.0;0.0;0.2;0.4;0.0;Pinar Karsiyaka Izmir;16
Egemen Guven;2;12.0;1.0;3.0;333;0.0;0.0;0;1.0;3.0;333;0.0;0.0;0;0.0;0.5;0.5;0.0;0.5;0.0;0.0;2.0;2.0;Pinar Karsiyaka Izmir;16
Heiko Schaffartzik;10;28.5;3.0;6.8;441;2.4;5.1;471;0.6;1.7;353;0.8;1.0;800;0.8;1.3;2.1;4.7;0.2;0.0;2.0;2.0;9.2;Limoges CSP;16
Leo Westermann;10;27.2;3.7;7.9;468;1.1;3.2;344;2.6;4.7;553;1.6;1.8;889;0.3;2.5;2.8;4.3;1.1;0.1;3.4;2.2;10.1;Limoges CSP;16
Nobel Boungou-Colo;10;27.2;3.0;7.7;390;1.4;3.6;389;1.6;4.1;390;1.2;1.4;857;0.7;2.4;3.1;3.0;1.2;0.4;2.0;1.6;8.6;Limoges CSP;16
Will Daniels;10;19.7;2.8;5.8;483;0.7;1.8;389;2.1;4.0;525;1.4;1.9;737;0.6;1.7;2.3;1.1;0.4;0.1;1.4;2.2;7.7;Limoges CSP;16
Frejus Zerbo;10;16.5;2.1;4.8;438;0.0;0.0;0;2.1;4.8;438;1.2;2.0;600;1.0;3.1;4.1;0.3;0.2;0.2;1.6;3.0;5.4;Limoges CSP;16
Ali Traore;9;21.6;4.7;7.9;592;0.0;0.0;0;4.7;7.9;592;1.1;2.3;476;1.6;3.4;5.0;0.9;0.7;0.8;2.7;3.1;10.4;Limoges CSP;16
Mark Payne;9;18.3;1.4;3.6;406;0.2;1.0;222;1.2;2.6;478;0.9;1.3;667;0.7;2.0;2.7;1.3;0.6;0.1;0.9;1.4;4.0;Limoges CSP;16
Matt Gatens;8;14.8;1.6;3.8;433;1.0;2.4;421;0.6;1.4;455;0.5;0.6;800;0.5;1.1;1.6;1.1;0.4;0.0;0.9;1.1;4.8;Limoges CSP;16
Yakhouba Diawara;6;21.7;3.3;8.2;408;1.2;2.7;438;2.2;5.5;394;1.0;1.3;750;0.0;1.5;1.5;0.5;0.3;0.2;1.3;2.2;8.8;Limoges CSP;16
Mathieu Wojciechowski;6;7.0;0.2;1.0;167;0.0;0.7;0;0.2;0.3;500;0.7;0.7;1000;0.5;0.7;1.2;0.5;0.0;0.2;0.7;1.2;1.0;Limoges CSP;16
Ousmane Camara;5;15.2;2.0;3.4;588;0.0;0.0;0;2.0;3.4;588;0.6;1.0;600;1.4;2.0;3.4;0.2;0.2;0.0;1.2;3.0;4.6;Limoges CSP;16
Randy Culpepper;4;20.8;3.3;8.0;406;1.0;2.8;364;2.3;5.3;429;2.0;2.8;727;0.5;2.3;2.8;2.0;1.8;0.3;2.5;2.3;9.5;Limoges CSP;16
Mateusz Ponitka;10;31.5;4.6;9.1;505;0.5;2.0;250;4.1;7.1;577;2.3;3.4;676;2.2;5.7;7.9;2.2;1.1;0.2;2.8;1.3;12.0;Stelmet Zielona Gora;16
Lukasz Koszarek;10;24.5;2.7;6.9;391;1.0;2.4;417;1.7;4.5;378;0.7;0.7;1000;0.5;2.0;2.5;3.9;0.4;0.0;1.7;2.0;7.1;Stelmet Zielona Gora;16
Dee Bost;10;22.8;2.9;8.5;341;0.6;3.8;158;2.3;4.7;489;2.0;2.6;769;0.2;1.4;1.6;3.5;1.4;0.0;1.3;2.3;8.4;Stelmet Zielona Gora;16
Przemyslaw Zamojski;10;17.7;1.7;4.6;370;1.1;3.3;333;0.6;1.3;462;0.5;0.7;714;0.4;1.4;1.8;0.8;0.4;0.2;0.7;1.9;5.0;Stelmet Zielona Gora;16
Adam Hrycaniuk;10;14.5;1.5;3.9;385;0.0;0.0;0;1.5;3.9;385;0.3;0.6;500;1.1;1.5;2.6;0.7;0.1;0.0;1.3;3.0;3.3;Stelmet Zielona Gora;16
Karol Gruszecki;10;12.1;0.4;2.5;160;0.1;1.7;59;0.3;0.8;375;0.3;0.4;750;0.2;0.9;1.1;0.1;0.1;0.4;0.9;0.9;1.2;Stelmet Zielona Gora;16
Szymon Szewczyk;10;12.0;2.1;4.2;500;0.8;2.3;348;1.3;1.9;684;0.2;0.3;667;0.6;1.6;2.2;0.6;0.7;0.3;0.5;2.3;5.2;Stelmet Zielona Gora;16
Dejan Borovnjak;9;19.4;3.6;6.8;525;0.0;0.0;0;3.6;6.8;525;2.6;2.9;885;1.4;2.4;3.9;1.3;0.3;0.1;1.0;2.9;9.7;Stelmet Zielona Gora;16
Nemanja Djurisic;9;16.4;2.1;5.0;422;0.3;0.9;375;1.8;4.1;432;0.4;0.7;667;1.7;1.7;3.3;0.6;0.3;0.1;1.0;2.4;5.0;Stelmet Zielona Gora;16
Vlad Moldoveanu;8;23.8;3.1;6.3;500;1.9;3.0;625;1.3;3.3;385;1.8;2.1;824;1.0;2.8;3.8;1.5;0.9;0.1;0.3;3.6;9.9;Stelmet Zielona Gora;16
J.R. Reynolds;6;21.0;1.5;5.5;273;0.7;2.5;267;0.8;3.0;278;1.2;1.3;875;0.2;1.2;1.3;2.5;0.5;0.2;1.8;3.3;4.8;Stelmet Zielona Gora;16
Marcel Ponitka;2;4.0;0.5;1.5;333;0.0;0.0;0;0.5;1.5;333;0.0;0.0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.5;0.5;1.0;Stelmet Zielona Gora;16
Kamil Zywert;1;2.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;Stelmet Zielona Gora;16
MarQuez Haynes;10;29.7;4.5;10.9;413;2.5;6.0;417;2.0;4.9;408;1.5;1.8;833;0.4;1.0;1.4;3.2;0.4;0.0;2.2;2.1;13.0;Dinamo Banco di Sardegna Sassari;16
Christian Eyenga;10;25.9;4.3;8.6;500;0.5;1.9;263;3.8;6.7;567;1.7;2.1;810;0.9;3.1;4.0;2.2;1.3;0.9;1.7;1.9;10.8;Dinamo Banco di Sardegna Sassari;16
Brian Sacchetti;10;18.2;1.2;2.8;429;0.5;1.5;333;0.7;1.3;538;0.9;1.4;643;0.4;2.2;2.6;0.7;0.5;0.0;0.5;1.6;3.8;Dinamo Banco di Sardegna Sassari;16
Rok Stipcevic;10;17.7;2.2;5.8;379;1.3;3.4;382;0.9;2.4;375;0.8;0.8;1000;0.2;1.1;1.3;1.7;0.3;0.0;1.4;1.1;6.5;Dinamo Banco di Sardegna Sassari;16
Giacomo Devecchi;10;13.2;1.1;2.0;550;0.9;1.3;692;0.2;0.7;286;0.1;0.2;500;0.2;0.5;0.7;1.3;0.3;0.0;0.3;1.3;3.2;Dinamo Banco di Sardegna Sassari;16
Joe Alexander;9;26.8;3.7;10.4;351;0.8;2.6;304;2.9;7.9;366;2.8;3.2;862;1.1;3.8;4.9;0.8;0.4;1.4;1.0;2.3;10.9;Dinamo Banco di Sardegna Sassari;16
Jarvis Varnado;9;19.7;3.6;6.1;582;0.0;0.0;0;3.6;6.1;582;2.1;2.4;864;1.9;3.2;5.1;1.2;0.3;0.8;1.7;4.0;9.2;Dinamo Banco di Sardegna Sassari;16
David Logan;8;27.6;4.0;11.4;352;2.0;6.8;296;2.0;4.6;432;1.4;1.6;846;0.3;1.0;1.3;2.9;2.0;0.1;2.9;2.5;11.4;Dinamo Banco di Sardegna Sassari;16
Lorenzo D'Ercole;8;9.8;0.3;1.5;167;0.1;1.1;111;0.1;0.4;333;0.0;0.0;0;0.1;0.5;0.6;0.3;0.3;0.0;0.0;0.8;0.6;Dinamo Banco di Sardegna Sassari;16
Brent Petway;7;21.0;1.9;4.1;448;0.4;2.0;214;1.4;2.1;667;0.3;0.4;667;0.7;2.7;3.4;0.7;0.3;0.7;1.3;3.4;4.4;Dinamo Banco di Sardegna Sassari;16
Matteo Formenti;6;13.8;0.5;1.5;333;0.2;0.8;200;0.3;0.7;500;0.0;0.0;0;0.5;0.5;1.0;0.7;0.3;0.0;0.3;1.7;1.2;Dinamo Banco di Sardegna Sassari;16
Francesco Pellegrino;3;6.0;0.0;0.3;0;0.0;0.0;0;0.0;0.3;0;0.0;0.0;0;0.3;0.7;1.0;0.0;0.7;0.0;0.0;1.3;0.0;Dinamo Banco di Sardegna Sassari;16
Denis Marconato;3;4.0;0.3;1.0;333;0.0;0.3;0;0.3;0.7;500;0.0;0.0;0;0.3;1.0;1.3;0.0;0.0;0.0;0.3;0.7;0.7;Dinamo Banco di Sardegna Sassari;16
